主题数,困惑度,一致性
2,-7.38898337474529,0.37778635580268904
3,-7.45968789741839,0.3861788778859007
4,-7.478701513163917,0.3962218225733884
5,-7.501017792704063,0.3936469124266844
6,-7.593609185495635,0.4116868547873965
7,-7.667895546363078,0.43637785341917285
8,-7.766935955640825,0.4322541057829618
9,-7.897322279504418,0.43517530481919725
10,-8.075599505942636,0.41394796063931194
11,-8.243271929948465,0.4167383837090823
12,-8.392780124079973,0.4259997787961567
13,-8.561586083185196,0.41479942633762135
14,-8.687170802134318,0.4031270415882789
