主题数,困惑度,一致性
2,-9.634192722342123,0.38088049579267724
3,-9.720709821364263,0.3535660546115588
4,-9.787506061680306,0.4219235191767671
5,-9.961883762840474,0.492032110101141
6,-10.078269931649178,0.4535287741867755
7,-10.264452791516254,0.456197244816732
8,-10.518101502440588,0.46410129377647424
9,-10.902453365395909,0.471581310702857
10,-11.361399991762566,0.4995246709238133
11,-12.036622227576714,0.4706827726589347
12,-12.768504792639849,0.48349563254682765
13,-13.460025367003837,0.4716811119226181
14,-13.919384309469669,0.4765399466366004
