发文时间,发帖数量,情感类别,主题数量,转发,点赞,评论,熵值
2022-05-05,26,"{'pos': 18, 'neu': 5, 'neg': 3}","{'Topic_2': 9, 'Topic_4': 6, 'Topic_0': 5, 'Topic_5': 2, 'Topic_1': 2, 'Topic_3': 2}",56.0,2798.0,634.0,3.2078456110691347
2022-05-06,27,"{'pos': 13, 'neu': 11, 'neg': 3}","{'Topic_4': 9, 'Topic_1': 5, 'Topic_2': 5, 'Topic_5': 3, 'Topic_0': 3, 'Topic_3': 2}",40.0,4131.0,656.0,2.4592051482496005
2022-05-07,9,"{'pos': 6, 'neg': 2, 'neu': 1}","{'Topic_4': 4, 'Topic_1': 2, 'Topic_2': 1, 'Topic_0': 1, 'Topic_3': 1}",290.0,10134.0,1057.0,3.0402283253140947
2022-05-08,14,"{'neu': 9, 'pos': 3, 'neg': 2}","{'Topic_1': 4, 'Topic_2': 3, 'Topic_5': 3, 'Topic_0': 2, 'Topic_3': 1, 'Topic_4': 1}",28.0,926.0,225.0,2.8971684518755803
2022-05-09,12,"{'pos': 7, 'neu': 3, 'neg': 2}","{'Topic_4': 4, 'Topic_2': 3, 'Topic_3': 2, 'Topic_1': 1, 'Topic_0': 1, 'Topic_5': 1}",14.0,675.0,246.0,2.848173537407135
2022-05-10,39,"{'pos': 16, 'neu': 13, 'neg': 10}","{'Topic_1': 10, 'Topic_3': 9, 'Topic_4': 8, 'Topic_0': 7, 'Topic_2': 4, 'Topic_5': 1}",913.0,17667.0,3707.0,2.875054471093053
2022-05-11,23,"{'pos': 14, 'neu': 6, 'neg': 3}","{'Topic_2': 6, 'Topic_1': 5, 'Topic_3': 4, 'Topic_5': 4, 'Topic_4': 3, 'Topic_0': 1}",27.0,406.0,147.0,2.7987422828007373
2022-05-12,17,"{'pos': 10, 'neu': 4, 'neg': 3}","{'Topic_1': 7, 'Topic_4': 5, 'Topic_2': 2, 'Topic_0': 1, 'Topic_3': 1, 'Topic_5': 1}",21.0,2373.0,653.0,3.1515841464698156
2022-05-13,19,"{'pos': 11, 'neu': 5, 'neg': 3}","{'Topic_4': 8, 'Topic_1': 4, 'Topic_3': 2, 'Topic_0': 2, 'Topic_5': 2, 'Topic_2': 1}",42.0,2284.0,1003.0,2.799156233100564
2022-05-14,14,"{'neu': 6, 'pos': 6, 'neg': 2}","{'Topic_2': 5, 'Topic_0': 4, 'Topic_3': 2, 'Topic_1': 1, 'Topic_5': 1, 'Topic_4': 1}",15.0,2534.0,408.0,1.9398738358999539
2022-05-15,6,"{'pos': 5, 'neu': 1}","{'Topic_3': 2, 'Topic_2': 2, 'Topic_0': 2}",19.0,3132.0,618.0,3.0967490214628826
2022-05-16,14,"{'pos': 7, 'neu': 4, 'neg': 3}","{'Topic_3': 3, 'Topic_0': 3, 'Topic_2': 2, 'Topic_1': 2, 'Topic_4': 2, 'Topic_5': 2}",7.0,614.0,161.0,2.7675583672748116
2022-05-17,21,"{'pos': 8, 'neu': 8, 'neg': 5}","{'Topic_0': 6, 'Topic_1': 5, 'Topic_4': 5, 'Topic_2': 3, 'Topic_3': 1, 'Topic_5': 1}",49.0,2617.0,467.0,3.2172312332623427
2022-05-18,24,"{'pos': 13, 'neu': 7, 'neg': 4}","{'Topic_0': 6, 'Topic_1': 5, 'Topic_2': 4, 'Topic_4': 3, 'Topic_3': 3, 'Topic_5': 3}",51.0,1066.0,349.0,2.867624247270341
2022-05-19,22,"{'pos': 11, 'neu': 7, 'neg': 4}","{'Topic_4': 6, 'Topic_5': 5, 'Topic_3': 4, 'Topic_2': 4, 'Topic_1': 2, 'Topic_0': 1}",23.0,887.0,178.0,2.665238021372792
2022-05-20,24,"{'pos': 12, 'neg': 6, 'neu': 6}","{'Topic_4': 12, 'Topic_1': 5, 'Topic_5': 3, 'Topic_0': 3, 'Topic_3': 1}",35.0,1112.0,239.0,2.9611271048729915
2022-05-21,16,"{'pos': 14, 'neu': 1, 'neg': 1}","{'Topic_4': 7, 'Topic_0': 4, 'Topic_5': 3, 'Topic_3': 1, 'Topic_1': 1}",36.0,1729.0,535.0,3.036787003338508
2022-05-22,12,"{'pos': 7, 'neu': 3, 'neg': 2}","{'Topic_2': 6, 'Topic_0': 2, 'Topic_3': 2, 'Topic_1': 1, 'Topic_5': 1}",85.0,1762.0,678.0,2.3270992602830725
2022-05-23,28,"{'pos': 15, 'neg': 8, 'neu': 5}","{'Topic_3': 9, 'Topic_4': 6, 'Topic_1': 4, 'Topic_2': 4, 'Topic_5': 4, 'Topic_0': 1}",102.0,4566.0,1154.0,3.2220523632132085
2022-05-24,27,"{'neg': 12, 'pos': 10, 'neu': 5}","{'Topic_0': 11, 'Topic_4': 6, 'Topic_5': 3, 'Topic_1': 3, 'Topic_3': 2, 'Topic_2': 2}",70.0,4462.0,1253.0,3.2364379492442024
2022-05-25,19,"{'pos': 15, 'neg': 2, 'neu': 2}","{'Topic_5': 4, 'Topic_0': 4, 'Topic_4': 4, 'Topic_2': 3, 'Topic_1': 3, 'Topic_3': 1}",30.0,1422.0,313.0,3.2225096398044673
2022-05-26,17,"{'pos': 8, 'neu': 5, 'neg': 4}","{'Topic_4': 4, 'Topic_0': 4, 'Topic_1': 3, 'Topic_3': 3, 'Topic_5': 2, 'Topic_2': 1}",35.0,1788.0,461.0,2.9859914938567282
2022-05-27,22,"{'pos': 9, 'neg': 7, 'neu': 6}","{'Topic_0': 7, 'Topic_1': 5, 'Topic_2': 5, 'Topic_4': 5}",52.0,2312.0,429.0,2.993075119048132
2022-05-28,8,"{'pos': 5, 'neu': 3}","{'Topic_2': 3, 'Topic_4': 2, 'Topic_3': 1, 'Topic_5': 1, 'Topic_0': 1}",20.0,892.0,110.0,2.9137170889354596
2022-05-29,10,"{'pos': 7, 'neu': 3}","{'Topic_2': 3, 'Topic_0': 3, 'Topic_4': 2, 'Topic_3': 1, 'Topic_5': 1}",7.0,916.0,229.0,2.9458914720507168
2022-05-30,16,"{'pos': 8, 'neu': 4, 'neg': 3}","{'Topic_4': 9, 'Topic_1': 4, 'Topic_5': 2, 'Topic_0': 1}",19.0,649.0,141.0,3.3761424961198476
2022-05-31,18,"{'pos': 12, 'neu': 5}","{'Topic_4': 5, 'Topic_1': 4, 'Topic_2': 4, 'Topic_5': 3, 'Topic_0': 1, 'Topic_3': 1}",17.0,608.0,117.0,2.804657175516288
2022-06-01,32,"{'pos': 17, 'neu': 11, 'neg': 4}","{'Topic_4': 11, 'Topic_3': 6, 'Topic_1': 6, 'Topic_2': 4, 'Topic_5': 3, 'Topic_0': 2}",36.0,1768.0,454.0,3.0149821823951357
2022-06-02,34,"{'pos': 19, 'neg': 12, 'neu': 3}","{'Topic_4': 11, 'Topic_2': 7, 'Topic_3': 5, 'Topic_5': 4, 'Topic_0': 4, 'Topic_1': 3}",164.0,4130.0,1191.0,2.8613260726848244
2022-06-03,24,"{'pos': 12, 'neu': 7, 'neg': 5}","{'Topic_4': 10, 'Topic_3': 6, 'Topic_1': 2, 'Topic_0': 2, 'Topic_2': 2, 'Topic_5': 2}",51.0,2247.0,682.0,2.824259453928762
2022-06-04,7,"{'neu': 3, 'neg': 2, 'pos': 2}","{'Topic_3': 3, 'Topic_1': 1, 'Topic_2': 1, 'Topic_4': 1, 'Topic_0': 1}",10.0,175.0,44.0,3.0027853307065238
2022-06-05,19,"{'pos': 8, 'neg': 7, 'neu': 4}","{'Topic_4': 8, 'Topic_0': 4, 'Topic_3': 3, 'Topic_1': 2, 'Topic_5': 1, 'Topic_2': 1}",108.0,7807.0,951.0,3.2787594003097387
2022-06-06,21,"{'pos': 15, 'neu': 4, 'neg': 2}","{'Topic_4': 9, 'Topic_3': 3, 'Topic_2': 3, 'Topic_1': 3, 'Topic_5': 2, 'Topic_0': 1}",44.0,2753.0,585.0,3.232772667082588
2022-06-07,24,"{'pos': 16, 'neu': 6, 'neg': 2}","{'Topic_0': 6, 'Topic_4': 6, 'Topic_1': 4, 'Topic_2': 4, 'Topic_3': 3, 'Topic_5': 1}",68.0,1648.0,476.0,2.8025676868925706
2022-06-08,15,"{'pos': 11, 'neu': 4}","{'Topic_4': 5, 'Topic_2': 5, 'Topic_3': 2, 'Topic_0': 2, 'Topic_5': 1}",51.0,1984.0,623.0,3.103971500982754
2022-06-09,25,"{'pos': 15, 'neu': 7, 'neg': 3}","{'Topic_5': 7, 'Topic_0': 6, 'Topic_4': 5, 'Topic_1': 3, 'Topic_3': 3, 'Topic_2': 1}",49.0,2315.0,433.0,3.0997353586753382
2022-06-10,38,"{'pos': 25, 'neg': 7, 'neu': 6}","{'Topic_2': 8, 'Topic_1': 8, 'Topic_3': 7, 'Topic_4': 6, 'Topic_0': 6, 'Topic_5': 3}",73.0,5340.0,868.0,2.994739366441432
2022-06-11,13,"{'pos': 11, 'neg': 2}","{'Topic_4': 5, 'Topic_1': 3, 'Topic_0': 2, 'Topic_2': 2, 'Topic_5': 1}",12.0,570.0,140.0,3.0229654614685852
2022-06-12,18,"{'pos': 10, 'neu': 5, 'neg': 3}","{'Topic_3': 5, 'Topic_5': 3, 'Topic_1': 3, 'Topic_0': 3, 'Topic_4': 3, 'Topic_2': 1}",23.0,4400.0,641.0,2.5561102037593177
2022-06-13,23,"{'pos': 17, 'neg': 4, 'neu': 2}","{'Topic_3': 6, 'Topic_4': 5, 'Topic_5': 4, 'Topic_2': 4, 'Topic_1': 3, 'Topic_0': 1}",129.0,11716.0,2042.0,2.8794294849364
2022-06-14,28,"{'pos': 16, 'neg': 7, 'neu': 5}","{'Topic_4': 11, 'Topic_0': 7, 'Topic_2': 4, 'Topic_1': 4, 'Topic_5': 1, 'Topic_3': 1}",24.0,1939.0,409.0,2.9426034387870255
2022-06-15,20,"{'pos': 10, 'neu': 6, 'neg': 4}","{'Topic_1': 5, 'Topic_4': 4, 'Topic_0': 4, 'Topic_3': 3, 'Topic_2': 2, 'Topic_5': 2}",43.0,1509.0,425.0,2.6945882521036357
2022-06-16,26,"{'pos': 17, 'neu': 5, 'neg': 4}","{'Topic_4': 9, 'Topic_2': 7, 'Topic_5': 3, 'Topic_1': 3, 'Topic_0': 3, 'Topic_3': 1}",200.0,7696.0,1229.0,3.030858909322811
2022-06-17,11,"{'pos': 6, 'neu': 3, 'neg': 2}","{'Topic_4': 4, 'Topic_0': 3, 'Topic_3': 2, 'Topic_2': 1, 'Topic_5': 1}",8.0,367.0,138.0,2.7818938351059286
2022-06-18,4,"{'pos': 3, 'neg': 1}","{'Topic_4': 2, 'Topic_2': 1, 'Topic_1': 1}",127.0,42448.0,6195.0,1.8194033592047791
2022-06-19,7,"{'pos': 5, 'neu': 1, 'neg': 1}","{'Topic_2': 3, 'Topic_1': 2, 'Topic_3': 1, 'Topic_4': 1}",11.0,1014.0,156.0,3.098786949129832
2022-06-20,17,"{'pos': 10, 'neu': 4, 'neg': 3}","{'Topic_4': 6, 'Topic_2': 4, 'Topic_0': 4, 'Topic_1': 2, 'Topic_3': 1}",41.0,1378.0,458.0,3.31541882410018
2022-06-21,26,"{'neg': 10, 'pos': 8, 'neu': 8}","{'Topic_2': 7, 'Topic_4': 6, 'Topic_0': 5, 'Topic_1': 5, 'Topic_3': 2, 'Topic_5': 1}",22.0,1038.0,278.0,3.0362350109935337
2022-06-22,18,"{'neg': 8, 'pos': 7, 'neu': 3}","{'Topic_5': 8, 'Topic_1': 3, 'Topic_4': 3, 'Topic_0': 2, 'Topic_3': 2}",35.0,835.0,409.0,2.944781112349668
2022-06-23,20,"{'pos': 13, 'neg': 4, 'neu': 3}","{'Topic_0': 5, 'Topic_4': 4, 'Topic_2': 4, 'Topic_3': 3, 'Topic_5': 2, 'Topic_1': 2}",125.0,3359.0,1332.0,2.8757684431699224
2022-06-24,14,"{'pos': 10, 'neg': 2, 'neu': 2}","{'Topic_4': 6, 'Topic_5': 3, 'Topic_3': 2, 'Topic_1': 2, 'Topic_2': 1}",8.0,659.0,121.0,2.631103945291101
2022-06-25,8,"{'neu': 4, 'pos': 3, 'neg': 1}","{'Topic_3': 3, 'Topic_1': 2, 'Topic_2': 1, 'Topic_0': 1, 'Topic_4': 1}",23.0,581.0,157.0,2.51810940017873
2022-06-26,8,"{'pos': 5, 'neu': 2, 'neg': 1}","{'Topic_4': 5, 'Topic_1': 2, 'Topic_2': 1}",11.0,440.0,135.0,2.7452199184524444
2022-06-27,21,"{'pos': 15, 'neu': 4, 'neg': 2}","{'Topic_2': 6, 'Topic_1': 5, 'Topic_4': 5, 'Topic_0': 2, 'Topic_3': 2, 'Topic_5': 1}",147.0,2098.0,784.0,3.306413489210888
2022-06-28,18,"{'pos': 13, 'neu': 3, 'neg': 2}","{'Topic_4': 5, 'Topic_2': 4, 'Topic_0': 4, 'Topic_5': 2, 'Topic_3': 2, 'Topic_1': 1}",15.0,1325.0,619.0,2.8978401481183886
2022-06-29,20,"{'pos': 12, 'neu': 6, 'neg': 2}","{'Topic_1': 6, 'Topic_4': 4, 'Topic_5': 4, 'Topic_2': 2, 'Topic_0': 2, 'Topic_3': 2}",50.0,3391.0,1707.0,2.91192233530807
2022-06-30,21,"{'pos': 9, 'neu': 8, 'neg': 4}","{'Topic_1': 5, 'Topic_5': 4, 'Topic_0': 4, 'Topic_3': 4, 'Topic_4': 2, 'Topic_2': 2}",48.0,1400.0,548.0,2.9166524584115416
2022-07-01,15,"{'pos': 9, 'neu': 4, 'neg': 2}","{'Topic_4': 5, 'Topic_1': 4, 'Topic_2': 2, 'Topic_5': 2, 'Topic_3': 2}",43.0,963.0,265.0,3.128010492396193
2022-07-02,11,"{'pos': 8, 'neg': 2}","{'Topic_0': 3, 'Topic_4': 3, 'Topic_5': 2, 'Topic_2': 2, 'Topic_1': 1}",16.0,688.0,201.0,3.1217905079672406
2022-07-03,10,"{'pos': 5, 'neg': 3, 'neu': 2}","{'Topic_3': 3, 'Topic_0': 3, 'Topic_1': 2, 'Topic_2': 1, 'Topic_4': 1}",32.0,728.0,239.0,2.8656889528877305
2022-07-04,7,"{'neg': 5, 'pos': 2}","{'Topic_2': 2, 'Topic_4': 2, 'Topic_5': 2, 'Topic_0': 1}",7.0,332.0,128.0,3.3536513269984316
2022-07-05,9,"{'pos': 8, 'neu': 1}","{'Topic_4': 6, 'Topic_1': 2, 'Topic_2': 1}",12.0,939.0,199.0,3.6488190083644687
2022-07-06,16,"{'pos': 10, 'neg': 5, 'neu': 1}","{'Topic_2': 4, 'Topic_5': 4, 'Topic_4': 4, 'Topic_0': 3, 'Topic_1': 1}",166.0,7591.0,1202.0,3.322385093718415
2022-07-07,13,"{'neu': 7, 'pos': 5, 'neg': 1}","{'Topic_2': 3, 'Topic_0': 3, 'Topic_5': 3, 'Topic_3': 2, 'Topic_1': 1, 'Topic_4': 1}",24.0,3456.0,404.0,2.6704976058376504
2022-07-08,15,"{'pos': 11, 'neu': 2, 'neg': 2}","{'Topic_4': 6, 'Topic_2': 3, 'Topic_0': 3, 'Topic_3': 2, 'Topic_5': 1}",56.0,1228.0,398.0,3.148407828105179
2022-07-09,7,"{'pos': 5, 'neu': 2}","{'Topic_0': 3, 'Topic_4': 2, 'Topic_2': 1, 'Topic_1': 1}",21.0,1609.0,257.0,3.25929779994674
2022-07-10,5,"{'pos': 3, 'neg': 2}","{'Topic_0': 2, 'Topic_5': 1, 'Topic_4': 1, 'Topic_2': 1}",13.0,283.0,86.0,3.367469016500641
2022-07-11,6,"{'pos': 3, 'neg': 2, 'neu': 1}","{'Topic_5': 2, 'Topic_3': 1, 'Topic_2': 1, 'Topic_4': 1, 'Topic_0': 1}",61.0,851.0,305.0,2.938226103346602
2022-07-12,21,"{'pos': 15, 'neu': 5}","{'Topic_4': 9, 'Topic_0': 5, 'Topic_3': 3, 'Topic_2': 2, 'Topic_1': 1, 'Topic_5': 1}",29.0,4031.0,607.0,3.284418176455627
2022-07-13,19,"{'pos': 9, 'neu': 6, 'neg': 3}","{'Topic_4': 6, 'Topic_1': 5, 'Topic_5': 4, 'Topic_3': 2, 'Topic_0': 2}",25.0,1733.0,981.0,2.8219770818012786
2022-07-14,17,"{'neu': 6, 'neg': 6, 'pos': 5}","{'Topic_4': 8, 'Topic_1': 4, 'Topic_0': 3, 'Topic_5': 1, 'Topic_2': 1}",80.0,2380.0,1341.0,3.0560174873547736
2022-07-15,12,"{'neu': 6, 'pos': 5, 'neg': 1}","{'Topic_4': 4, 'Topic_2': 2, 'Topic_3': 2, 'Topic_5': 2, 'Topic_0': 1, 'Topic_1': 1}",12.0,611.0,208.0,2.5984639585494134
2022-07-16,13,"{'pos': 5, 'neu': 4, 'neg': 4}","{'Topic_0': 4, 'Topic_5': 4, 'Topic_1': 2, 'Topic_3': 1, 'Topic_2': 1, 'Topic_4': 1}",46.0,1680.0,354.0,2.8795998099994886
2022-07-17,12,"{'pos': 8, 'neg': 3, 'neu': 1}","{'Topic_3': 6, 'Topic_0': 2, 'Topic_2': 2, 'Topic_1': 2}",17.0,1210.0,273.0,3.013973156887172
2022-07-18,15,"{'neg': 5, 'pos': 5, 'neu': 5}","{'Topic_4': 5, 'Topic_3': 3, 'Topic_0': 3, 'Topic_5': 3, 'Topic_1': 1}",50.0,2604.0,856.0,2.768775595760416
2022-07-19,23,"{'neg': 12, 'pos': 10, 'neu': 1}","{'Topic_0': 8, 'Topic_1': 5, 'Topic_5': 3, 'Topic_4': 3, 'Topic_2': 3, 'Topic_3': 1}",165.0,10684.0,3187.0,3.4757392038983523
2022-07-20,13,"{'neu': 7, 'pos': 5, 'neg': 1}","{'Topic_4': 4, 'Topic_3': 2, 'Topic_1': 2, 'Topic_5': 2, 'Topic_2': 2, 'Topic_0': 1}",35.0,1420.0,589.0,2.8868771784019
2022-07-21,12,"{'pos': 6, 'neu': 3, 'neg': 3}","{'Topic_4': 4, 'Topic_3': 2, 'Topic_2': 2, 'Topic_0': 2, 'Topic_1': 1, 'Topic_5': 1}",29.0,781.0,186.0,3.2738963955249663
2022-07-22,14,"{'pos': 7, 'neg': 4, 'neu': 3}","{'Topic_2': 3, 'Topic_3': 3, 'Topic_4': 3, 'Topic_5': 2, 'Topic_0': 2, 'Topic_1': 1}",31.0,4200.0,2936.0,2.869193668803328
2022-07-23,10,"{'neu': 6, 'pos': 2, 'neg': 2}","{'Topic_1': 5, 'Topic_3': 2, 'Topic_4': 2, 'Topic_0': 1}",15.0,652.0,204.0,2.7708983022714215
2022-07-24,10,"{'pos': 6, 'neg': 4}","{'Topic_0': 4, 'Topic_1': 2, 'Topic_2': 1, 'Topic_4': 1, 'Topic_3': 1, 'Topic_5': 1}",103.0,2274.0,1391.0,2.9436540072101542
2022-07-25,16,"{'pos': 7, 'neu': 5, 'neg': 4}","{'Topic_2': 4, 'Topic_4': 3, 'Topic_5': 3, 'Topic_0': 3, 'Topic_3': 2, 'Topic_1': 1}",52.0,4230.0,2888.0,2.819624388194467
2022-07-26,20,"{'pos': 12, 'neu': 5, 'neg': 3}","{'Topic_4': 7, 'Topic_0': 4, 'Topic_1': 3, 'Topic_2': 3, 'Topic_5': 2, 'Topic_3': 1}",42.0,2599.0,693.0,2.8625398795802615
2022-07-27,15,"{'pos': 8, 'neu': 5, 'neg': 2}","{'Topic_4': 6, 'Topic_0': 3, 'Topic_2': 3, 'Topic_3': 2, 'Topic_1': 1}",26.0,853.0,228.0,2.563850373659135
2022-07-28,23,"{'pos': 11, 'neu': 6, 'neg': 6}","{'Topic_4': 8, 'Topic_2': 6, 'Topic_3': 3, 'Topic_0': 3, 'Topic_1': 2, 'Topic_5': 1}",107.0,3754.0,962.0,2.944949707379902
2022-07-29,15,"{'pos': 12, 'neg': 2, 'neu': 1}","{'Topic_4': 4, 'Topic_0': 3, 'Topic_1': 3, 'Topic_3': 3, 'Topic_5': 1, 'Topic_2': 1}",130.0,3475.0,1666.0,3.341441579473264
2022-07-30,9,"{'pos': 5, 'neu': 3, 'neg': 1}","{'Topic_2': 3, 'Topic_0': 2, 'Topic_5': 1, 'Topic_1': 1, 'Topic_4': 1, 'Topic_3': 1}",21.0,553.0,136.0,3.4708156548173514
2022-07-31,9,"{'pos': 5, 'neu': 2, 'neg': 2}","{'Topic_2': 5, 'Topic_3': 2, 'Topic_0': 1, 'Topic_5': 1}",11.0,1903.0,242.0,2.6766524088109507
2022-08-01,15,"{'pos': 10, 'neu': 3, 'neg': 2}","{'Topic_3': 4, 'Topic_4': 3, 'Topic_0': 3, 'Topic_2': 2, 'Topic_5': 2, 'Topic_1': 1}",21.0,1823.0,422.0,2.8297903243811846
2022-08-02,10,"{'pos': 5, 'neu': 3, 'neg': 2}","{'Topic_4': 5, 'Topic_5': 2, 'Topic_2': 2, 'Topic_0': 1}",25.0,2571.0,545.0,3.196762874812267
2022-08-03,25,"{'pos': 12, 'neu': 7, 'neg': 6}","{'Topic_1': 6, 'Topic_4': 6, 'Topic_5': 6, 'Topic_3': 3, 'Topic_2': 2, 'Topic_0': 2}",45.0,3239.0,731.0,3.08296547321459
2022-08-04,5,"{'pos': 3, 'neg': 2}","{'Topic_4': 2, 'Topic_1': 1, 'Topic_2': 1, 'Topic_0': 1}",7.0,112.0,47.0,3.463907973304373
2022-08-05,21,"{'pos': 12, 'neg': 5, 'neu': 4}","{'Topic_4': 8, 'Topic_0': 4, 'Topic_3': 3, 'Topic_5': 2, 'Topic_2': 2, 'Topic_1': 2}",32.0,3527.0,634.0,3.3359531265238638
2022-08-06,8,"{'pos': 7, 'neg': 1}","{'Topic_5': 3, 'Topic_3': 2, 'Topic_1': 1, 'Topic_4': 1, 'Topic_2': 1}",13.0,733.0,246.0,3.089713774247899
2022-08-07,10,"{'pos': 6, 'neu': 4}","{'Topic_0': 3, 'Topic_2': 2, 'Topic_3': 2, 'Topic_4': 1, 'Topic_5': 1, 'Topic_1': 1}",26.0,1221.0,299.0,3.3019039424169145
2022-08-08,10,"{'pos': 5, 'neu': 3, 'neg': 2}","{'Topic_4': 3, 'Topic_2': 2, 'Topic_0': 2, 'Topic_5': 2, 'Topic_3': 1}",28.0,1436.0,358.0,2.880778785009416
2022-08-09,11,"{'pos': 5, 'neu': 3, 'neg': 3}","{'Topic_4': 4, 'Topic_2': 4, 'Topic_5': 1, 'Topic_0': 1, 'Topic_1': 1}",79.0,2437.0,2896.0,3.2746190940888154
2022-08-10,20,"{'pos': 13, 'neu': 6, 'neg': 1}","{'Topic_4': 7, 'Topic_2': 5, 'Topic_1': 3, 'Topic_0': 2, 'Topic_3': 2, 'Topic_5': 1}",22.0,1245.0,275.0,2.948301688270617
2022-08-11,15,"{'neu': 9, 'pos': 4, 'neg': 2}","{'Topic_4': 5, 'Topic_2': 3, 'Topic_5': 2, 'Topic_3': 2, 'Topic_0': 2, 'Topic_1': 1}",102.0,802.0,182.0,2.5681077930682457
2022-08-12,14,"{'pos': 10, 'neg': 3, 'neu': 1}","{'Topic_4': 7, 'Topic_3': 3, 'Topic_2': 2, 'Topic_5': 1, 'Topic_1': 1}",53.0,2105.0,720.0,3.1662282507847723
2022-08-13,6,"{'pos': 4, 'neu': 1, 'neg': 1}","{'Topic_4': 3, 'Topic_2': 1, 'Topic_3': 1, 'Topic_0': 1}",11.0,328.0,93.0,2.750320130766583
2022-08-14,3,"{'neu': 2, 'neg': 1}","{'Topic_0': 2, 'Topic_2': 1}",3.0,548.0,71.0,2.5396691408093424
2022-08-15,14,"{'pos': 8, 'neg': 4, 'neu': 2}","{'Topic_4': 6, 'Topic_0': 5, 'Topic_2': 1, 'Topic_1': 1, 'Topic_3': 1}",48.0,2251.0,502.0,3.3848834598509008
2022-08-16,25,"{'pos': 13, 'neu': 6, 'neg': 6}","{'Topic_4': 9, 'Topic_1': 5, 'Topic_3': 4, 'Topic_0': 3, 'Topic_5': 2, 'Topic_2': 2}",24.0,697.0,270.0,3.0240294157435437
2022-08-17,18,"{'pos': 11, 'neu': 4, 'neg': 3}","{'Topic_0': 7, 'Topic_4': 5, 'Topic_3': 2, 'Topic_5': 2, 'Topic_2': 2}",54.0,2305.0,797.0,2.9435420996988153
2022-08-18,16,"{'pos': 8, 'neg': 5, 'neu': 3}","{'Topic_0': 4, 'Topic_1': 4, 'Topic_4': 3, 'Topic_2': 2, 'Topic_5': 2, 'Topic_3': 1}",64.0,2480.0,876.0,3.0647832924734377
2022-08-19,17,"{'pos': 11, 'neu': 4, 'neg': 2}","{'Topic_0': 6, 'Topic_4': 6, 'Topic_2': 4, 'Topic_3': 1}",23.0,1076.0,512.0,3.51542779769165
2022-08-20,4,"{'pos': 3, 'neu': 1}","{'Topic_0': 2, 'Topic_5': 1, 'Topic_4': 1}",2.0,213.0,45.0,3.0989030131917636
2022-08-21,3,"{'pos': 1, 'neu': 1, 'neg': 1}","{'Topic_2': 1, 'Topic_1': 1, 'Topic_4': 1}",4.0,272.0,55.0,2.483737037277443
2022-08-22,11,"{'neu': 5, 'pos': 3, 'neg': 3}","{'Topic_4': 4, 'Topic_2': 3, 'Topic_3': 2, 'Topic_1': 1, 'Topic_0': 1}",10.0,1188.0,312.0,2.347046857793261
2022-08-23,18,"{'pos': 8, 'neg': 5, 'neu': 5}","{'Topic_2': 6, 'Topic_0': 4, 'Topic_5': 3, 'Topic_4': 2, 'Topic_3': 2, 'Topic_1': 1}",36.0,2042.0,679.0,3.0868058625449484
2022-08-24,11,"{'pos': 5, 'neu': 5, 'neg': 1}","{'Topic_0': 4, 'Topic_3': 4, 'Topic_2': 1, 'Topic_1': 1, 'Topic_4': 1}",46.0,4152.0,589.0,2.3919845154175614
2022-08-25,16,"{'neg': 7, 'pos': 6, 'neu': 3}","{'Topic_4': 4, 'Topic_2': 4, 'Topic_1': 3, 'Topic_5': 2, 'Topic_0': 2, 'Topic_3': 1}",33.0,719.0,257.0,3.2326256353275236
2022-08-26,11,"{'pos': 8, 'neu': 3}","{'Topic_4': 5, 'Topic_1': 2, 'Topic_2': 2, 'Topic_3': 1, 'Topic_5': 1}",2.0,671.0,99.0,2.4711184409453946
2022-08-27,10,"{'pos': 6, 'neu': 3, 'neg': 1}","{'Topic_0': 3, 'Topic_4': 3, 'Topic_5': 1, 'Topic_1': 1, 'Topic_2': 1, 'Topic_3': 1}",15.0,704.0,167.0,3.063657706695366
2022-08-28,10,"{'pos': 6, 'neu': 2, 'neg': 2}","{'Topic_4': 3, 'Topic_5': 2, 'Topic_0': 2, 'Topic_3': 1, 'Topic_1': 1, 'Topic_2': 1}",103.0,4947.0,1846.0,3.164520748690003
2022-08-29,17,"{'pos': 7, 'neu': 5, 'neg': 5}","{'Topic_0': 5, 'Topic_1': 5, 'Topic_4': 3, 'Topic_2': 3, 'Topic_3': 1}",52.0,1929.0,536.0,3.150375446732626
2022-08-30,12,"{'pos': 7, 'neg': 4, 'neu': 1}","{'Topic_4': 4, 'Topic_0': 3, 'Topic_2': 3, 'Topic_1': 1, 'Topic_5': 1}",33.0,1533.0,341.0,3.4007474333200247
2022-08-31,14,"{'pos': 11, 'neg': 2, 'neu': 1}","{'Topic_4': 5, 'Topic_1': 3, 'Topic_3': 2, 'Topic_0': 2, 'Topic_2': 2}",16.0,1060.0,281.0,3.155633611674934
2022-09-01,17,"{'pos': 8, 'neg': 5, 'neu': 4}","{'Topic_1': 5, 'Topic_4': 4, 'Topic_3': 2, 'Topic_5': 2, 'Topic_2': 2, 'Topic_0': 2}",20.0,1027.0,270.0,3.4715519791260374
2022-09-02,8,"{'pos': 5, 'neu': 2, 'neg': 1}","{'Topic_0': 2, 'Topic_3': 2, 'Topic_2': 2, 'Topic_1': 1, 'Topic_5': 1}",5.0,416.0,78.0,3.4804493250533324
2022-09-03,7,"{'neu': 4, 'neg': 2, 'pos': 1}","{'Topic_0': 4, 'Topic_3': 1, 'Topic_5': 1, 'Topic_2': 1}",5.0,388.0,94.0,3.354958038074382
