发文时间,发帖数量,情感类别,主题数量,转发,点赞,评论,熵值
2022-09-04,8,"{'neu': 4, 'pos': 3, 'neg': 1}","{'Topic_4': 3, 'Topic_3': 2, 'Topic_5': 2, 'Topic_2': 1}",23.0,1356.0,234.0,2.290115282233155
2022-09-05,16,"{'pos': 9, 'neu': 5, 'neg': 1}","{'Topic_4': 6, 'Topic_1': 3, 'Topic_2': 2, 'Topic_5': 2, 'Topic_0': 2, 'Topic_3': 1}",13.0,895.0,208.0,3.0966956914297166
2022-09-06,9,"{'pos': 6, 'neu': 2, 'neg': 1}","{'Topic_0': 3, 'Topic_2': 2, 'Topic_1': 2, 'Topic_3': 1, 'Topic_4': 1}",4.0,309.0,48.0,3.0933409300960344
2022-09-07,12,"{'pos': 9, 'neu': 2, 'neg': 1}","{'Topic_2': 3, 'Topic_1': 3, 'Topic_5': 2, 'Topic_0': 2, 'Topic_3': 1, 'Topic_4': 1}",10.0,389.0,82.0,2.9993068805076226
2022-09-08,10,"{'pos': 7, 'neu': 2, 'neg': 1}","{'Topic_4': 3, 'Topic_5': 3, 'Topic_2': 2, 'Topic_1': 1, 'Topic_0': 1}",29.0,887.0,230.0,2.9825750078669033
2022-09-09,9,"{'pos': 5, 'neu': 3}","{'Topic_4': 4, 'Topic_5': 3, 'Topic_0': 1, 'Topic_1': 1}",16.0,593.0,187.0,3.127704022749174
2022-09-10,12,"{'pos': 8, 'neu': 2, 'neg': 2}","{'Topic_2': 4, 'Topic_3': 3, 'Topic_0': 3, 'Topic_5': 1, 'Topic_4': 1}",28.0,1325.0,416.0,2.5403317134182197
2022-09-11,3,"{'pos': 1, 'neu': 1, 'neg': 1}","{'Topic_2': 2, 'Topic_5': 1}",432.0,7524.0,4600.0,2.973213880590917
2022-09-12,14,"{'pos': 6, 'neg': 6, 'neu': 2}","{'Topic_4': 5, 'Topic_2': 3, 'Topic_1': 2, 'Topic_0': 2, 'Topic_3': 1, 'Topic_5': 1}",165.0,2422.0,1724.0,2.953585197598012
2022-09-13,16,"{'pos': 10, 'neg': 4, 'neu': 2}","{'Topic_3': 6, 'Topic_2': 4, 'Topic_4': 4, 'Topic_5': 1, 'Topic_0': 1}",63.0,2540.0,1013.0,3.27818552066816
2022-09-14,12,"{'neu': 6, 'pos': 4, 'neg': 2}","{'Topic_1': 3, 'Topic_3': 2, 'Topic_0': 2, 'Topic_2': 2, 'Topic_4': 2, 'Topic_5': 1}",63.0,4370.0,861.0,2.5989565273562802
2022-09-15,11,"{'pos': 6, 'neu': 3, 'neg': 2}","{'Topic_4': 4, 'Topic_5': 3, 'Topic_0': 3, 'Topic_1': 1}",2.0,340.0,103.0,3.2300745901516503
2022-09-16,16,"{'pos': 12, 'neu': 3, 'neg': 1}","{'Topic_4': 6, 'Topic_3': 4, 'Topic_1': 3, 'Topic_2': 2, 'Topic_0': 1}",92.0,3480.0,1669.0,3.2800003657554866
2022-09-17,14,"{'neu': 6, 'pos': 5, 'neg': 3}","{'Topic_4': 6, 'Topic_0': 3, 'Topic_2': 2, 'Topic_3': 1, 'Topic_1': 1, 'Topic_5': 1}",47.0,1867.0,1094.0,3.1223685581393683
2022-09-18,14,"{'neu': 5, 'pos': 5, 'neg': 4}","{'Topic_0': 5, 'Topic_2': 2, 'Topic_4': 2, 'Topic_3': 2, 'Topic_1': 2, 'Topic_5': 1}",72.0,2378.0,759.0,3.4458655309010235
2022-09-19,9,"{'pos': 4, 'neg': 4, 'neu': 1}","{'Topic_4': 3, 'Topic_3': 2, 'Topic_0': 1, 'Topic_5': 1, 'Topic_2': 1, 'Topic_1': 1}",54.0,2756.0,1555.0,3.1574130809982903
2022-09-20,21,"{'pos': 15, 'neu': 4, 'neg': 2}","{'Topic_4': 10, 'Topic_3': 3, 'Topic_0': 3, 'Topic_1': 2, 'Topic_2': 2, 'Topic_5': 1}",882.0,1492.0,577.0,3.4656671484651933
2022-09-21,15,"{'pos': 9, 'neu': 3, 'neg': 3}","{'Topic_1': 4, 'Topic_0': 4, 'Topic_4': 3, 'Topic_3': 2, 'Topic_2': 2}",37.0,1018.0,315.0,3.408814168176988
2022-09-22,10,"{'pos': 8, 'neu': 2}","{'Topic_4': 3, 'Topic_5': 2, 'Topic_0': 2, 'Topic_1': 2, 'Topic_3': 1}",43.0,1751.0,588.0,3.1964128863224888
2022-09-23,24,"{'pos': 14, 'neu': 5, 'neg': 5}","{'Topic_2': 7, 'Topic_4': 6, 'Topic_0': 5, 'Topic_1': 3, 'Topic_5': 2, 'Topic_3': 1}",174.0,2122.0,838.0,3.155611442885912
2022-09-24,4,"{'pos': 2, 'neg': 1, 'neu': 1}","{'Topic_1': 2, 'Topic_0': 1, 'Topic_4': 1}",30.0,1843.0,671.0,3.3915683346319354
2022-09-25,10,"{'pos': 7, 'neu': 2, 'neg': 1}","{'Topic_4': 4, 'Topic_0': 2, 'Topic_5': 1, 'Topic_1': 1, 'Topic_3': 1, 'Topic_2': 1}",5.0,464.0,134.0,2.771417227778951
2022-09-26,22,"{'pos': 13, 'neg': 5, 'neu': 3}","{'Topic_2': 6, 'Topic_4': 6, 'Topic_3': 3, 'Topic_0': 3, 'Topic_5': 2, 'Topic_1': 2}",202.0,2909.0,1041.0,3.0805831612295536
2022-09-27,23,"{'pos': 14, 'neu': 7, 'neg': 2}","{'Topic_4': 7, 'Topic_0': 6, 'Topic_5': 5, 'Topic_1': 2, 'Topic_3': 2, 'Topic_2': 1}",26.0,1157.0,419.0,3.012911566025781
2022-09-28,25,"{'pos': 17, 'neu': 7, 'neg': 1}","{'Topic_4': 10, 'Topic_2': 4, 'Topic_1': 4, 'Topic_3': 3, 'Topic_5': 3, 'Topic_0': 1}",13.0,1369.0,393.0,2.9261766285480673
2022-09-29,28,"{'pos': 17, 'neu': 7, 'neg': 4}","{'Topic_2': 7, 'Topic_5': 6, 'Topic_4': 6, 'Topic_1': 5, 'Topic_3': 2, 'Topic_0': 2}",69.0,2742.0,577.0,2.924949921627417
2022-09-30,15,"{'pos': 9, 'neu': 4, 'neg': 2}","{'Topic_5': 5, 'Topic_4': 3, 'Topic_1': 3, 'Topic_3': 2, 'Topic_2': 1, 'Topic_0': 1}",51.0,2168.0,489.0,3.0268397720685636
2022-10-01,16,"{'pos': 9, 'neg': 5, 'neu': 2}","{'Topic_2': 5, 'Topic_1': 4, 'Topic_4': 4, 'Topic_3': 2, 'Topic_5': 1}",69.0,2178.0,727.0,2.7787695956814336
2022-10-02,9,"{'pos': 7, 'neg': 1, 'neu': 1}","{'Topic_2': 3, 'Topic_1': 3, 'Topic_4': 2, 'Topic_5': 1}",18.0,1904.0,274.0,3.3351044966072876
2022-10-03,15,"{'pos': 11, 'neu': 2, 'neg': 2}","{'Topic_4': 7, 'Topic_0': 5, 'Topic_3': 1, 'Topic_2': 1, 'Topic_5': 1}",28.0,1639.0,574.0,3.373114811081554
2022-10-04,20,"{'pos': 14, 'neu': 3, 'neg': 3}","{'Topic_4': 12, 'Topic_0': 3, 'Topic_3': 2, 'Topic_1': 2, 'Topic_2': 1}",45.0,3151.0,1080.0,3.4217212537408073
2022-10-05,20,"{'pos': 17, 'neg': 3}","{'Topic_4': 8, 'Topic_1': 4, 'Topic_5': 4, 'Topic_2': 2, 'Topic_0': 1, 'Topic_3': 1}",11.0,259.0,73.0,3.328600938330248
2022-10-06,12,"{'pos': 7, 'neu': 5}","{'Topic_2': 6, 'Topic_4': 3, 'Topic_1': 2, 'Topic_0': 1}",22.0,960.0,229.0,3.143741860719317
2022-10-07,14,"{'pos': 7, 'neu': 4, 'neg': 3}","{'Topic_5': 5, 'Topic_4': 4, 'Topic_3': 3, 'Topic_0': 2}",13.0,1398.0,489.0,2.8656270504123045
2022-10-08,8,"{'pos': 6, 'neu': 1, 'neg': 1}","{'Topic_4': 4, 'Topic_0': 2, 'Topic_1': 1, 'Topic_2': 1}",11.0,500.0,155.0,3.382015581015217
2022-10-09,12,"{'pos': 8, 'neu': 4}","{'Topic_4': 6, 'Topic_3': 3, 'Topic_0': 2, 'Topic_5': 1}",296.0,1091.0,476.0,2.5651845376259863
2022-10-10,18,"{'neu': 8, 'pos': 6, 'neg': 4}","{'Topic_4': 6, 'Topic_1': 5, 'Topic_0': 3, 'Topic_3': 2, 'Topic_2': 1, 'Topic_5': 1}",27.0,1651.0,286.0,2.81248773667341
2022-10-11,23,"{'pos': 17, 'neu': 5, 'neg': 1}","{'Topic_4': 9, 'Topic_1': 6, 'Topic_2': 3, 'Topic_5': 2, 'Topic_0': 2, 'Topic_3': 1}",39.0,1329.0,567.0,3.1968792071798413
2022-10-12,13,"{'pos': 7, 'neu': 6}","{'Topic_4': 5, 'Topic_0': 3, 'Topic_3': 2, 'Topic_5': 2, 'Topic_2': 1}",14.0,618.0,160.0,3.3035930933812643
2022-10-13,8,"{'pos': 4, 'neu': 2, 'neg': 2}","{'Topic_4': 2, 'Topic_3': 2, 'Topic_2': 2, 'Topic_0': 1, 'Topic_1': 1}",10.0,276.0,92.0,3.2316650523634833
2022-10-14,11,"{'pos': 6, 'neu': 3, 'neg': 2}","{'Topic_0': 5, 'Topic_4': 2, 'Topic_2': 1, 'Topic_5': 1, 'Topic_3': 1, 'Topic_1': 1}",29.0,2366.0,327.0,2.8545503669236236
2022-10-15,12,"{'pos': 6, 'neu': 4, 'neg': 2}","{'Topic_0': 3, 'Topic_1': 3, 'Topic_4': 3, 'Topic_3': 2, 'Topic_5': 1}",22.0,684.0,394.0,2.9267673136261725
2022-10-16,8,"{'pos': 6, 'neg': 2}","{'Topic_4': 2, 'Topic_2': 2, 'Topic_1': 2, 'Topic_5': 1, 'Topic_0': 1}",5.0,271.0,123.0,2.9086385514401996
2022-10-17,11,"{'pos': 7, 'neu': 3, 'neg': 1}","{'Topic_4': 4, 'Topic_5': 3, 'Topic_1': 3, 'Topic_2': 1}",1.0,270.0,101.0,3.034520290398101
2022-10-18,20,"{'pos': 13, 'neu': 4, 'neg': 3}","{'Topic_1': 5, 'Topic_0': 5, 'Topic_4': 4, 'Topic_5': 3, 'Topic_3': 2, 'Topic_2': 1}",30.0,1356.0,373.0,3.3407097410834345
2022-10-19,14,"{'pos': 10, 'neu': 3, 'neg': 1}","{'Topic_4': 5, 'Topic_3': 3, 'Topic_2': 3, 'Topic_0': 2, 'Topic_5': 1}",15.0,465.0,168.0,3.1140619441252837
2022-10-20,10,"{'pos': 7, 'neu': 2, 'neg': 1}","{'Topic_4': 5, 'Topic_1': 2, 'Topic_2': 1, 'Topic_0': 1, 'Topic_5': 1}",26.0,261.0,112.0,2.8717603577961603
2022-10-21,17,"{'neg': 7, 'pos': 6, 'neu': 4}","{'Topic_4': 5, 'Topic_5': 3, 'Topic_1': 3, 'Topic_2': 3, 'Topic_0': 2, 'Topic_3': 1}",57.0,1706.0,613.0,2.9389782327394265
2022-10-22,13,"{'pos': 6, 'neg': 6, 'neu': 1}","{'Topic_3': 3, 'Topic_0': 3, 'Topic_4': 2, 'Topic_5': 2, 'Topic_2': 2, 'Topic_1': 1}",26.0,968.0,287.0,3.148769089565098
2022-10-23,9,"{'pos': 6, 'neg': 3}","{'Topic_3': 3, 'Topic_4': 3, 'Topic_2': 1, 'Topic_5': 1, 'Topic_0': 1}",26.0,1600.0,391.0,3.6885660175150545
2022-10-24,11,"{'pos': 6, 'neu': 3, 'neg': 2}","{'Topic_5': 4, 'Topic_3': 2, 'Topic_2': 2, 'Topic_0': 2, 'Topic_1': 1}",35.0,972.0,306.0,2.8795181576789366
2022-10-25,19,"{'pos': 9, 'neg': 7, 'neu': 3}","{'Topic_3': 5, 'Topic_4': 4, 'Topic_0': 3, 'Topic_1': 3, 'Topic_2': 2, 'Topic_5': 2}",32.0,1851.0,633.0,3.1940736065362834
2022-10-26,16,"{'pos': 10, 'neu': 4, 'neg': 2}","{'Topic_4': 4, 'Topic_1': 4, 'Topic_2': 4, 'Topic_0': 2, 'Topic_5': 2}",17.0,2072.0,252.0,3.3468014161320574
2022-10-27,9,"{'neu': 3, 'pos': 3, 'neg': 3}","{'Topic_1': 3, 'Topic_3': 2, 'Topic_2': 1, 'Topic_0': 1, 'Topic_5': 1, 'Topic_4': 1}",2.0,156.0,49.0,2.995976338819178
2022-10-28,7,"{'pos': 4, 'neu': 2, 'neg': 1}","{'Topic_4': 3, 'Topic_2': 1, 'Topic_0': 1, 'Topic_3': 1, 'Topic_5': 1}",6.0,256.0,85.0,3.4566722485036037
2022-10-29,3,"{'neu': 2, 'pos': 1}","{'Topic_3': 2, 'Topic_2': 1}",0.0,35.0,6.0,3.214618729924908
2022-10-30,9,"{'neu': 4, 'pos': 3, 'neg': 2}","{'Topic_0': 3, 'Topic_2': 3, 'Topic_4': 2, 'Topic_5': 1}",84.0,6443.0,2318.0,1.8467929014749602
2022-10-31,16,"{'pos': 10, 'neu': 4, 'neg': 2}","{'Topic_1': 6, 'Topic_5': 4, 'Topic_4': 3, 'Topic_2': 2, 'Topic_3': 1}",21.0,1427.0,323.0,2.793876178971172
2022-11-01,15,"{'pos': 10, 'neg': 4, 'neu': 1}","{'Topic_4': 6, 'Topic_1': 3, 'Topic_5': 3, 'Topic_2': 2, 'Topic_0': 1}",152.0,4707.0,1896.0,3.5341902466311272
2022-11-02,12,"{'pos': 9, 'neu': 2, 'neg': 1}","{'Topic_0': 3, 'Topic_5': 3, 'Topic_3': 2, 'Topic_4': 2, 'Topic_2': 1, 'Topic_1': 1}",13.0,710.0,99.0,3.0520413612897497
2022-11-03,10,"{'pos': 7, 'neg': 2, 'neu': 1}","{'Topic_4': 5, 'Topic_2': 2, 'Topic_0': 1, 'Topic_5': 1, 'Topic_1': 1}",13.0,671.0,231.0,3.4375682801674072
2022-11-04,10,"{'pos': 8, 'neg': 1, 'neu': 1}","{'Topic_5': 3, 'Topic_1': 3, 'Topic_3': 2, 'Topic_4': 2}",24.0,1110.0,370.0,3.167481250360578
2022-11-05,7,"{'pos': 3, 'neg': 2, 'neu': 2}","{'Topic_4': 3, 'Topic_1': 1, 'Topic_2': 1, 'Topic_0': 1, 'Topic_5': 1}",11.0,595.0,174.0,2.8008506363712162
2022-11-06,13,"{'pos': 6, 'neg': 6, 'neu': 1}","{'Topic_4': 5, 'Topic_1': 3, 'Topic_5': 3, 'Topic_2': 1, 'Topic_0': 1}",121.0,8442.0,3317.0,2.957649796739827
2022-11-07,12,"{'pos': 8, 'neu': 3, 'neg': 1}","{'Topic_1': 5, 'Topic_4': 4, 'Topic_0': 2, 'Topic_5': 1}",6.0,325.0,102.0,3.521499341996511
2022-11-08,17,"{'pos': 9, 'neu': 6, 'neg': 2}","{'Topic_1': 6, 'Topic_5': 4, 'Topic_4': 2, 'Topic_3': 2, 'Topic_0': 2, 'Topic_2': 1}",48.0,918.0,308.0,3.525556170455206
2022-11-09,13,"{'pos': 9, 'neg': 3, 'neu': 1}","{'Topic_1': 6, 'Topic_4': 4, 'Topic_0': 1, 'Topic_3': 1, 'Topic_2': 1}",23.0,5023.0,707.0,3.4686936209777346
2022-11-10,18,"{'pos': 10, 'neu': 5, 'neg': 3}","{'Topic_4': 7, 'Topic_2': 4, 'Topic_5': 4, 'Topic_0': 2, 'Topic_1': 1}",32.0,9229.0,1957.0,3.128002137785886
2022-11-11,11,"{'pos': 5, 'neu': 4, 'neg': 2}","{'Topic_4': 5, 'Topic_5': 2, 'Topic_3': 2, 'Topic_0': 1, 'Topic_1': 1}",14.0,769.0,218.0,3.448389556138194
2022-11-12,8,"{'pos': 4, 'neg': 3, 'neu': 1}","{'Topic_0': 3, 'Topic_2': 2, 'Topic_1': 1, 'Topic_4': 1, 'Topic_3': 1}",23.0,2346.0,138.0,2.8252809319493046
2022-11-13,13,"{'pos': 8, 'neu': 3, 'neg': 2}","{'Topic_2': 4, 'Topic_1': 4, 'Topic_3': 2, 'Topic_0': 2, 'Topic_5': 1}",26.0,1289.0,330.0,2.7232683126872885
2022-11-14,15,"{'pos': 9, 'neu': 5, 'neg': 1}","{'Topic_0': 3, 'Topic_5': 3, 'Topic_1': 3, 'Topic_4': 3, 'Topic_2': 2, 'Topic_3': 1}",16.0,442.0,133.0,3.3636204849883646
2022-11-15,9,"{'pos': 4, 'neg': 4, 'neu': 1}","{'Topic_4': 6, 'Topic_5': 2, 'Topic_0': 1}",10.0,401.0,100.0,3.4897964766221308
2022-11-16,12,"{'pos': 9, 'neu': 2, 'neg': 1}","{'Topic_4': 4, 'Topic_5': 3, 'Topic_1': 2, 'Topic_2': 1, 'Topic_0': 1, 'Topic_3': 1}",2.0,494.0,82.0,2.8240316254488707
2022-11-17,16,"{'pos': 7, 'neu': 6, 'neg': 3}","{'Topic_5': 4, 'Topic_4': 4, 'Topic_2': 4, 'Topic_0': 2, 'Topic_1': 1, 'Topic_3': 1}",5.0,303.0,139.0,2.6013586018002353
2022-11-18,17,"{'pos': 7, 'neu': 6, 'neg': 4}","{'Topic_2': 6, 'Topic_0': 4, 'Topic_4': 3, 'Topic_3': 2, 'Topic_1': 1, 'Topic_5': 1}",36.0,3312.0,425.0,3.405951362716449
2022-11-19,11,"{'pos': 7, 'neu': 3, 'neg': 1}","{'Topic_1': 4, 'Topic_4': 4, 'Topic_0': 2, 'Topic_3': 1}",17.0,1337.0,317.0,2.82230531343915
2022-11-20,4,"{'neu': 3, 'neg': 1}","{'Topic_3': 1, 'Topic_2': 1, 'Topic_4': 1, 'Topic_0': 1}",5.0,229.0,111.0,2.215643984385068
2022-11-21,12,"{'pos': 7, 'neg': 3, 'neu': 2}","{'Topic_4': 4, 'Topic_3': 3, 'Topic_0': 3, 'Topic_1': 1, 'Topic_2': 1}",38.0,2955.0,720.0,3.548174675226806
2022-11-22,12,"{'pos': 10, 'neu': 2}","{'Topic_5': 4, 'Topic_4': 3, 'Topic_3': 3, 'Topic_2': 1, 'Topic_0': 1}",26.0,836.0,234.0,3.384782333885831
2022-11-23,14,"{'neu': 7, 'pos': 5, 'neg': 2}","{'Topic_4': 5, 'Topic_1': 4, 'Topic_0': 2, 'Topic_5': 2, 'Topic_2': 1}",19.0,757.0,385.0,3.090895478930517
2022-11-24,13,"{'pos': 9, 'neu': 3, 'neg': 1}","{'Topic_3': 3, 'Topic_5': 3, 'Topic_1': 2, 'Topic_2': 2, 'Topic_4': 2, 'Topic_0': 1}",8.0,577.0,117.0,3.11188216796104
2022-11-25,13,"{'neu': 7, 'pos': 4, 'neg': 2}","{'Topic_4': 4, 'Topic_3': 4, 'Topic_0': 2, 'Topic_5': 2, 'Topic_2': 1}",8.0,1142.0,263.0,2.8160819483741575
2022-11-26,14,"{'neu': 6, 'pos': 5, 'neg': 3}","{'Topic_5': 3, 'Topic_2': 3, 'Topic_1': 3, 'Topic_0': 2, 'Topic_4': 2, 'Topic_3': 1}",9.0,509.0,254.0,3.08376829681155
2022-11-27,4,"{'neu': 2, 'pos': 1, 'neg': 1}","{'Topic_0': 2, 'Topic_3': 2}",12.0,1622.0,113.0,2.9783584256070657
2022-11-28,24,"{'pos': 15, 'neg': 5, 'neu': 4}","{'Topic_4': 9, 'Topic_2': 4, 'Topic_1': 4, 'Topic_5': 3, 'Topic_3': 2, 'Topic_0': 2}",57.0,3674.0,1127.0,3.3966415170785313
2022-11-29,17,"{'pos': 7, 'neu': 6, 'neg': 4}","{'Topic_4': 6, 'Topic_5': 3, 'Topic_0': 3, 'Topic_3': 2, 'Topic_1': 2, 'Topic_2': 1}",38.0,2294.0,490.0,2.9231916148029127
2022-11-30,18,"{'pos': 9, 'neu': 5, 'neg': 4}","{'Topic_3': 5, 'Topic_4': 5, 'Topic_2': 5, 'Topic_5': 2, 'Topic_0': 1}",7.0,1182.0,192.0,2.948368773770712
2022-12-01,18,"{'pos': 9, 'neg': 7, 'neu': 2}","{'Topic_4': 6, 'Topic_3': 5, 'Topic_0': 4, 'Topic_2': 2, 'Topic_1': 1}",11.0,556.0,115.0,3.2942845083188548
2022-12-02,20,"{'pos': 15, 'neu': 4, 'neg': 1}","{'Topic_2': 6, 'Topic_4': 4, 'Topic_3': 3, 'Topic_0': 3, 'Topic_1': 2, 'Topic_5': 2}",28.0,2301.0,388.0,2.99699071618064
2022-12-03,6,"{'neg': 3, 'neu': 2, 'pos': 1}","{'Topic_2': 3, 'Topic_1': 2, 'Topic_4': 1}",19.0,461.0,116.0,2.7807731759301326
2022-12-04,9,"{'pos': 4, 'neg': 4, 'neu': 1}","{'Topic_5': 5, 'Topic_0': 2, 'Topic_4': 1, 'Topic_1': 1}",20.0,1525.0,530.0,2.715530938626663
2022-12-05,14,"{'neu': 5, 'pos': 5, 'neg': 4}","{'Topic_0': 4, 'Topic_2': 3, 'Topic_5': 3, 'Topic_3': 2, 'Topic_1': 2}",20.0,890.0,235.0,2.864323287336117
2022-12-06,22,"{'pos': 9, 'neu': 8, 'neg': 5}","{'Topic_5': 7, 'Topic_4': 5, 'Topic_2': 3, 'Topic_1': 3, 'Topic_3': 2, 'Topic_0': 2}",84.0,3318.0,341.0,2.715397205367248
2022-12-07,15,"{'pos': 9, 'neu': 3, 'neg': 3}","{'Topic_4': 6, 'Topic_1': 3, 'Topic_5': 2, 'Topic_3': 2, 'Topic_0': 1, 'Topic_2': 1}",29.0,1098.0,221.0,3.001410742975991
2022-12-08,22,"{'pos': 12, 'neu': 6, 'neg': 4}","{'Topic_4': 6, 'Topic_2': 6, 'Topic_1': 4, 'Topic_3': 4, 'Topic_0': 1, 'Topic_5': 1}",120.0,1879.0,489.0,3.1238869532764215
2022-12-09,23,"{'pos': 12, 'neu': 7, 'neg': 4}","{'Topic_4': 8, 'Topic_5': 5, 'Topic_3': 3, 'Topic_0': 3, 'Topic_1': 2, 'Topic_2': 2}",104.0,2351.0,1159.0,3.0847267186702187
2022-12-10,12,"{'pos': 6, 'neu': 5, 'neg': 1}","{'Topic_4': 5, 'Topic_1': 2, 'Topic_5': 2, 'Topic_2': 2, 'Topic_3': 1}",5.0,361.0,137.0,3.029210327343033
2022-12-11,9,"{'neu': 4, 'neg': 4, 'pos': 1}","{'Topic_5': 4, 'Topic_3': 2, 'Topic_4': 2, 'Topic_1': 1}",52.0,3160.0,654.0,2.0540825403467355
2022-12-12,17,"{'pos': 12, 'neg': 3, 'neu': 2}","{'Topic_0': 4, 'Topic_2': 4, 'Topic_3': 3, 'Topic_1': 3, 'Topic_4': 3}",27.0,1081.0,192.0,3.270658304919119
2022-12-13,20,"{'pos': 12, 'neu': 5, 'neg': 3}","{'Topic_4': 6, 'Topic_0': 4, 'Topic_1': 3, 'Topic_3': 3, 'Topic_5': 3, 'Topic_2': 1}",13.0,1079.0,270.0,2.9519175263136073
2022-12-14,9,"{'neu': 5, 'pos': 2, 'neg': 2}","{'Topic_2': 3, 'Topic_4': 3, 'Topic_5': 2, 'Topic_1': 1}",1.0,346.0,134.0,3.3204873709777263
2022-12-15,18,"{'pos': 12, 'neg': 4, 'neu': 2}","{'Topic_4': 5, 'Topic_3': 4, 'Topic_1': 3, 'Topic_0': 3, 'Topic_2': 3}",22.0,807.0,187.0,3.0276691775656497
2022-12-16,16,"{'neu': 6, 'pos': 5, 'neg': 5}","{'Topic_0': 5, 'Topic_4': 4, 'Topic_1': 3, 'Topic_5': 2, 'Topic_3': 1, 'Topic_2': 1}",29.0,2027.0,720.0,3.225561649506817
2022-12-17,9,"{'neu': 4, 'pos': 3, 'neg': 2}","{'Topic_5': 4, 'Topic_2': 2, 'Topic_3': 1, 'Topic_1': 1, 'Topic_4': 1}",22.0,4533.0,564.0,2.6710074163114346
2022-12-18,8,"{'pos': 4, 'neu': 3, 'neg': 1}","{'Topic_4': 3, 'Topic_3': 2, 'Topic_5': 1, 'Topic_0': 1, 'Topic_2': 1}",16.0,1216.0,170.0,1.993892146408191
2022-12-19,17,"{'pos': 9, 'neg': 5, 'neu': 3}","{'Topic_0': 6, 'Topic_4': 5, 'Topic_3': 2, 'Topic_2': 2, 'Topic_1': 1, 'Topic_5': 1}",37.0,2383.0,383.0,2.8601226502722845
2022-12-20,21,"{'pos': 13, 'neu': 5, 'neg': 3}","{'Topic_0': 6, 'Topic_2': 5, 'Topic_1': 3, 'Topic_5': 3, 'Topic_4': 2, 'Topic_3': 2}",14.0,1148.0,218.0,3.2816038353307753
2022-12-21,14,"{'pos': 6, 'neg': 5, 'neu': 3}","{'Topic_2': 4, 'Topic_3': 3, 'Topic_1': 2, 'Topic_0': 2, 'Topic_4': 2, 'Topic_5': 1}",26.0,1146.0,135.0,2.9765555176403917
2022-12-22,13,"{'neu': 8, 'pos': 4, 'neg': 1}","{'Topic_4': 4, 'Topic_3': 3, 'Topic_1': 2, 'Topic_0': 2, 'Topic_5': 1, 'Topic_2': 1}",22.0,1119.0,136.0,2.446863317034458
2022-12-23,16,"{'pos': 7, 'neg': 5, 'neu': 4}","{'Topic_3': 4, 'Topic_2': 3, 'Topic_4': 3, 'Topic_1': 2, 'Topic_0': 2, 'Topic_5': 2}",37.0,1871.0,547.0,3.3007019100703787
2022-12-24,14,"{'neu': 8, 'pos': 3, 'neg': 3}","{'Topic_3': 5, 'Topic_0': 4, 'Topic_1': 2, 'Topic_2': 2, 'Topic_5': 1}",41.0,1805.0,371.0,2.544633391759094
2022-12-25,6,"{'pos': 2, 'neg': 2, 'neu': 2}","{'Topic_4': 3, 'Topic_2': 2, 'Topic_1': 1}",5.0,700.0,129.0,2.6637217189582683
2022-12-26,14,"{'neg': 6, 'neu': 4, 'pos': 4}","{'Topic_1': 4, 'Topic_5': 3, 'Topic_0': 3, 'Topic_3': 3, 'Topic_2': 1}",102.0,3532.0,889.0,2.825241090220106
2022-12-27,20,"{'pos': 11, 'neu': 4, 'neg': 4}","{'Topic_0': 6, 'Topic_4': 5, 'Topic_5': 4, 'Topic_1': 3, 'Topic_2': 2}",36.0,3370.0,603.0,2.897583616090046
2022-12-28,14,"{'neg': 6, 'neu': 5, 'pos': 3}","{'Topic_0': 4, 'Topic_4': 3, 'Topic_2': 3, 'Topic_5': 2, 'Topic_3': 1, 'Topic_1': 1}",52.0,3568.0,813.0,3.183274342194541
2022-12-29,17,"{'pos': 8, 'neu': 5, 'neg': 4}","{'Topic_0': 7, 'Topic_1': 4, 'Topic_3': 2, 'Topic_4': 2, 'Topic_2': 2}",50.0,1686.0,673.0,3.2129569792304657
2022-12-30,13,"{'neu': 5, 'neg': 4, 'pos': 3}","{'Topic_4': 3, 'Topic_5': 3, 'Topic_1': 2, 'Topic_0': 2, 'Topic_2': 2, 'Topic_3': 1}",22.0,1599.0,395.0,2.880055092089224
2022-12-31,15,"{'pos': 8, 'neu': 4, 'neg': 3}","{'Topic_4': 5, 'Topic_2': 4, 'Topic_0': 3, 'Topic_5': 1, 'Topic_3': 1, 'Topic_1': 1}",74.0,3251.0,1285.0,2.6202555301928823
2023-01-01,4,"{'pos': 2, 'neu': 1}","{'Topic_4': 2, 'Topic_0': 1, 'Topic_2': 1}",16.0,1413.0,221.0,2.3648579046593246
2023-01-02,17,"{'pos': 7, 'neg': 7, 'neu': 3}","{'Topic_2': 4, 'Topic_0': 4, 'Topic_4': 4, 'Topic_1': 2, 'Topic_3': 2, 'Topic_5': 1}",59.0,4064.0,859.0,2.7499992659550996
2023-01-03,29,"{'pos': 15, 'neu': 10, 'neg': 4}","{'Topic_4': 8, 'Topic_0': 6, 'Topic_5': 5, 'Topic_1': 5, 'Topic_3': 3, 'Topic_2': 2}",100.0,2304.0,1202.0,2.5699246030774416
2023-01-04,18,"{'pos': 12, 'neu': 6}","{'Topic_4': 5, 'Topic_2': 4, 'Topic_5': 3, 'Topic_0': 2, 'Topic_1': 2, 'Topic_3': 2}",46.0,2004.0,733.0,2.368017223801505
