word,tfidf
真的,33.19755469680832
喜欢,29.89916358151102
朋友,23.33820098032766
快乐,15.632024412487908
感觉,13.562120948835465
可爱,12.782062028341745
人格,10.661868660936527
射手,8.771082760517078
身边,8.597190311857242
开心,7.3145894957475095
一模一样,7.244706434994647
水瓶,6.997620651875938
天秤,6.807726344841261
讨厌,6.2958135738174095
巨蟹,6.144400669311208
超级,6.102852068988124
白羊,5.9916089135067745
视频,5.850612325944212
老师,5.42448597786492
天蝎,5.406261708124166
金牛,4.4393428442329075
反复,4.422030478584625
双子,4.173397908438707
对象,4.156244481494584
测试,4.066540410781524
大学,3.8735769055958422
处女,3.6936878488319986
不想,3.623194396749697
关系,3.552653292950648
两个,3.4347238942429774
发现,3.3943379105197033
永远,3.3035607761253556
相处,3.2639577432061477
特别,3.2498380429421494
有个,3.22624980523972
一句,3.0995360014078392
真实,3.0915273419714944
交朋友,3.0574398777938834
之间,3.018237492074898
双鱼,3.0
好羡慕,3.0
社恐,2.9788975820580004
狮子,2.9542809759140196
热情,2.918647624199417
小天使,2.894348288622259
好像,2.890071204127284
事情,2.877451708027789
确实,2.810598174678925
终于,2.7037642716357135
性格,2.684251284761261
一点,2.678413878633142
生活,2.605403772647045
社交,2.6024396435406523
全中,2.597701744660428
思考,2.5533512952703186
宝贝,2.550000955353861
开心果,2.5105471083192947
羡慕,2.502889163568558
评论,2.498547907442881
有没有,2.492207262548726
小狗,2.4430874169088073
好奇,2.435888761884045
暴饮暴食,2.426905467051224
搞笑,2.4138324086517513
你好,2.385769103931671
影响,2.3834007992481863
抑郁,2.3784331222541844
那种,2.373822623168585
符合,2.3291575858433298
大部分,2.3010058322763167
经历,2.2941874267830324
纠结,2.278251402734692
发现自己,2.2383093687424758
外向,2.197680169922543
是因为,2.188815415185559
努力,2.1785367991904105
样子,2.1575599836049584
摩羯,2.138491671683472
高中,2.117660562414945
几次,2.1075674054104576
闺蜜,2.0536169817817154
探头,2.0473748674274694
网上,2.0334890350036394
找到,2.0111432908590743
晚上,2.005244013436629
不到,2.000187761980538
处女座,2.0
一秒,1.9644931791161613
生气,1.9614270204067514
讲话,1.943006077680141
奇怪,1.9367468884273056
救命,1.9200151560567367
接受,1.9168186922136468
蝴蝶,1.9125098754045498
本来,1.8981160710725606
乐子,1.894037696411265
内耗,1.8919912446510647
实名,1.886106625462272
有人,1.8761023339399245
好笑,1.8656204978113782
有时候,1.8630005202707338
欢乐,1.8561935381133745
同学,1.8434199160644265
安慰,1.82660818151733
学习,1.8235450292340751
天使,1.8096579506578863
每次,1.7996197590874883
典型,1.7942105266626138
东西,1.778516876863346
同桌,1.7673693270215163
射手座,1.7467948439555157
熟人,1.725036251584308
怎么回事,1.7233459150628572
孩子,1.7233459150628572
老婆,1.7088476297873596
一年,1.691421843188517
大声,1.6752812897704072
面前,1.6676958512454585
女生,1.660925544875997
未来,1.6518752370990422
观察,1.633561810983356
合不来,1.6293661074322916
理解,1.6282377328941886
温暖,1.6235923900875613
执着,1.6215989257337928
忘记,1.617621143061013
没心没肺,1.6135044979232689
表情,1.6095573878342169
共情,1.5590190772452375
狮子座,1.5577502929706168
能力,1.5526854107406212
想到,1.5521380595475316
治愈,1.529124809606148
完结,1.5261748714260497
太阳,1.5122969446745926
两次,1.5082514333694035
啥样,1.4893786076365811
社牛,1.488780727198025
乐天,1.4806500954455313
测出,1.475604920730642
很棒,1.4621628376944589
地方,1.4557883499337363
小时候,1.437204702443644
第一次,1.4287946215506828
套路,1.4248894917481065
千层,1.4248894917481065
很好,1.421012784393365
怀疑,1.4109622076482116
快来,1.408529138986427
笑话,1.4084858275319183
两年,1.40665444572853
开朗,1.396696599004211
疯狂,1.3895332721006186
开头,1.3835314395259914
内向,1.365598759351956
评价,1.3597992287128313
傻乐,1.3560627343076221
自私,1.3472521033091749
原因,1.3418536550850213
好几遍,1.3400654482291567
我家,1.33718583990731
分不清,1.3334966191894688
变化,1.3244970559016895
有点像,1.3240883085715525
女朋友,1.3207807598802002
明天,1.3200346544062636
世界,1.3194862588647729
女孩,1.3184026820033152
老公,1.317432734498557
活力,1.3106036130459744
印象,1.2989061154529056
委屈,1.2878028628174603
分钟,1.280329290100347
不好,1.2785696650879923
刻板,1.277791334149405
家人,1.277637364679907
差别,1.273845002815583
分析,1.2635259187376948
描述,1.2603816382350015
难过,1.2564518909255813
矛盾,1.2508820074523619
理财,1.2277248995762886
享受,1.2258336818105358
冷场,1.2236193921145413
沙锤,1.2220710060852489
告诉,1.2196582029621392
最常,1.218046211733923
希望,1.2041510406386746
成分,1.202747684405758
男朋友,1.1998404244483485
乐天派,1.1978327181643538
厌烦,1.195190602639833
出去玩,1.1908929210756483
子女,1.1888931513092968
迷人,1.1861483287921404
在线,1.1858609314339845
说话,1.1805341513363317
气氛,1.1802987842056334
完美,1.1777100919698944
被叫,1.1773317911721972
组合,1.156200158316922
八维,1.1447659322203751
想要,1.1435181063383129
动作,1.1418717809754266
报道,1.1310178486587306
带来,1.1159686588346465
拖延,1.1135889021145056
好几个,1.1117710661340516
高阶,1.102463163429404
离谱,1.1022397956462582
受欢迎,1.0987730711929438
幼稚,1.0923580549461447
活跃,1.0901406916311975
建议,1.0875520145337418
两种,1.0825483872407329
科研,1.0703456004822731
文章,1.0703456004822731
聊天,1.0700173277958391
情况,1.0697546143900332
太久,1.0631812688910547
互补,1.0629172309418127
焦点,1.0624045778249136
懒得,1.0525664845425904
很大,1.051141176609574
日常,1.0505807250714092
摆烂,1.0472227425735845
宿舍,1.0404254775903445
感谢,1.037715508669062
逗乐,1.034275280645756
主动,1.0302119580843674
魔性,1.0291346744277212
现实,1.0273330324258068
愉快,1.0253156946435218
好友,1.023609165254246
模仿,1.023378348788075
适合,1.007706840955756
考试,1.0034813759374466
暖场,1.002999074174452
准爆,1.0
大智若愚,1.0
来力,1.0
耳熟,1.0
外向型,1.0
写照,1.0
区别,1.0
太棒,1.0
狠慕,1.0
巨蟹座,1.0
离婚,1.0
升射,1.0
认识一下,1.0
转变成,1.0
准么,1.0
还好,1.0
分心,1.0
鱼哥,1.0
转成,1.0
双子座,1.0
颜色,1.0
解读,1.0
飞来,1.0
岂可,1.0
先测,1.0
不准,1.0
同门,1.0
有心,1.0
天秤座,1.0
魔羯,1.0
我妹,1.0
判断,1.0
美女,1.0
很感兴趣,1.0
女神,1.0
孝顺,1.0
驾到,1.0
相配,1.0
申请,1.0
像演,1.0
加持,1.0
太好了,0.9990429670088474
舒服,0.9966535716027849
倍速,0.9920951540219175
作业,0.9909243654648878
在意,0.9903851994364261
偏见,0.9835891392267144
沉默,0.9783876300674786
室友,0.9759732242436969
陌生人,0.9742656421933287
小学,0.973117758055639
夸奖,0.9620027245634156
打击,0.9603818106944187
不熟,0.9602919705721984
逗笑,0.9598242909923334
切换,0.9579305014411288
三观,0.956248966228103
话题,0.9508601960988207
物理,0.9507635572870936
人缘,0.9401670181656719
直觉,0.9355144307325909
精神,0.9344409272123851
盆友,0.9332193724489709
置信,0.9276408053376075
半个,0.9276408053376075
抵抗力,0.9276408053376075
我会,0.9245719148543414
老头,0.9186042406900329
墨镜,0.9186042406900329
恶心,0.9096239106204556
这件,0.9053159989976818
女儿,0.899396511078153
恶评,0.8965604248822931
讲解,0.8930094677444997
撒花,0.8847734247907022
情绪,0.8820161293729655
热度,0.8790067833819122
三分钟,0.8790067833819122
睡一觉,0.875943853376459
网络,0.8757595226255029
成功,0.875705462971637
挺贴,0.8742114606983201
弄混,0.8742114606983201
欺负,0.8729455745393943
处事,0.867845878644358
批评,0.8524622645153204
路过,0.8516738268680375
害怕,0.8515628793959533
了色,0.850153446598402
舍友,0.848881490621285
暗恋,0.848231370688009
妈咪,0.8478262104587577
没想到,0.8471216248463354
友谊,0.846465552576595
尴尬,0.8452614607673794
负面,0.8436658327785463
远离,0.8436404222650438
自卑,0.8429620316816622
准确,0.8389913103377942
衣服,0.8383781011839632
活泼可爱,0.8352700292296037
旅游,0.832348377941162
角色,0.8299063844116978
谢雪力,0.8254155731595817
出门,0.8195076537803472
时间,0.8185016058060897
虚伪,0.8096108990349453
所有人,0.8094029821830141
炒热,0.8088376221762914
出错,0.8061145345440061
异性,0.8024785387791701
超太准,0.8011514714655474
计划,0.7978991431917475
老姨,0.7970072635731655
兄弟,0.7957224396833251
笑嘻,0.7957224396833251
没关系,0.7957224396833251
占上风,0.7957224396833251
肯定,0.7944345972320028
幸福,0.790906710956066
档事,0.789732795033474
测完,0.789732795033474
越来越,0.7860869473898937
焦虑,0.7850466078703118
二极管,0.7830554491135538
感叹,0.7830554491135538
干嘛,0.7812000315863167
三秒,0.7771608929275566
喜多,0.7755139567480487
了谢,0.7755139567480487
有意思,0.7755139567480487
一名,0.7735205258076664
一圈,0.7724231834237008
上头,0.7717232464578221
两遍,0.7668528166598283
孤独,0.7668528166598283
内马尔,0.7668528166598283
参考,0.7610714600541881
平常,0.7568732589371673
贴近,0.7566811952376843
表白,0.7443549198904881
契合,0.7443549198904881
酱紫,0.7443549198904881
钟辰乐,0.7443549198904881
热爱,0.7428019691781769
环境,0.7413841326404798
很日,0.7402701728322274
寻求,0.7375083023206763
鄙视,0.7373438438721247
尝试,0.7372402092604834
值点满,0.7365478512555137
家暴,0.7327562376215393
受不了,0.7323493936086449
没用,0.7315584075963951
伤心,0.7300068811238061
伤到,0.7286910287086603
省流,0.7286910287086603
贝儿,0.7286910287086603
个币,0.7286910287086603
天才,0.7286910287086603
受过,0.7286910287086603
一会,0.7286910287086603
感受,0.7244513779521531
记不住,0.7238373387747283
宝谢,0.7238373387747283
长大,0.7211511295157306
活着,0.7180815524197869
厕所,0.7175496883426328
选择,0.7168120157272053
骂人,0.7158734301521117
物流师,0.7088968079267376
看好,0.7071067811865476
通赞,0.7071067811865476
热心,0.7071067811865476
一遍,0.7071067811865476
母上,0.7071067811865476
大人,0.7071067811865476
无害,0.7071067811865476
亲姐,0.7071067811865476
开小差,0.7071067811865476
亲妹,0.7071067811865476
分多钟,0.7071067811865476
脚印,0.7071067811865476
小燕子,0.7071067811865476
加油,0.7071067811865476
珠格,0.7071067811865476
留下,0.7071067811865476
真就,0.7062386628826413
绰号,0.7054091058982743
真心,0.7005978820524934
聊起来,0.6993125532901062
抓狂,0.6992213886438366
结合体,0.6953269036011299
行业,0.6905336912156078
最斯国,0.6890595545882503
搭配,0.6885479429160635
满意,0.6868200230670275
不在意,0.6845837843012079
腼腆,0.6845739275915377
观念,0.6832763013961425
组织,0.6826387915388867
感动,0.68027454839372
信仰,0.6800846440550479
信念,0.6800846440550479
一辈子,0.6797897447748144
人性,0.6774541025870795
开放度,0.676499633718959
孩童,0.676499633718959
耀眼,0.676499633718959
有无,0.676499633718959
嘶吼,0.676499633718959
唠嗑,0.676499633718959
本乐,0.6760932765350255
混沌,0.6734665883581803
组赛,0.6734665883581803
修勾,0.6730068823574025
记得,0.6724306987686784
机会,0.668187319133013
王鹤棣,0.6649390154618726
人类,0.6637128891699358
呜上,0.6614820907827511
内涵,0.6599248290537868
姐是,0.6598727984838146
阴暗,0.6583619534455502
实在,0.6579993513553183
至少,0.652886042460318
视屏,0.6528335012566813
肥肠,0.6528335012566813
表扬,0.651174905622822
发困,0.6476340231672237
地狱,0.6475903918317588
一堆,0.644493447200546
第一天,0.642537840486871
背后,0.6417700754318048
见到,0.6409165601957807
差距,0.640370049423988
执行力,0.6382898589345435
小名,0.6366990975012143
随便,0.6362234677244035
震撼,0.6335509645694241
大半夜,0.6335509645694241
帮忙,0.632651729602719
本质,0.6315943631455402
感到,0.6287345685659206
欢快,0.6267161803127982
充满,0.6262485709486592
强迫,0.6260564966393181
表面,0.6257139485458076
冤种,0.6252428469018891
姐妹,0.6252428469018891
回来,0.62270524892001
加在一起,0.6226519464866452
降智,0.6226519464866452
意义,0.6192464548044827
绿人,0.6188367763151574
稀有,0.6188367763151574
淋漓尽致,0.6176290595489551
敏感,0.614529058379021
彩条,0.6128253710445108
天生,0.6128253710445108
哈人,0.6128253710445108
挥舞,0.6128253710445108
干什么,0.6116636920930173
极限,0.6099242375289939
像是,0.6095059645164351
每条,0.6063275578604631
夸张,0.6063275578604631
好吃,0.6043700084477156
用心听,0.6043700084477156
发昏,0.6034043556563045
巴不得,0.6034043556563045
对不起,0.6030615713567709
算是,0.5990636756084922
十多年,0.5960746901999855
家庭,0.5949067793157742
认知,0.5907710541335194
离开,0.589317957993817
交友,0.5889211594644
