word,counts
真的,282
喜欢,171
感觉,140
朋友,134
照顾,84
计划,75
一点,66
奶茶,61
事情,58
付出,56
讨厌,55
特别,52
人格,50
东西,45
老师,45
内耗,44
希望,44
每次,42
真实,42
我会,40
改变,39
在意,38
回报,38
有时候,35
确实,35
尝试,34
视频,33
拒绝,33
害怕,32
永远,32
生气,31
两个,30
情绪,30
焦虑,29
一杯,29
想法,28
理解,27
生活,27
不想,26
好像,25
发现,25
感受,25
被打乱,25
性格,24
相处,23
开心,23
主动,22
身边,22
符合,22
那种,22
超级,22
需求,20
不好,20
感到,20
工作,20
摩羯,18
关系,18
想要,18
自私,18
对象,17
控制,17
有个,17
建议,17
迁就,17
口味,17
连续,17
一家,17
选择,16
环境,16
一种,16
温柔,16
讨好,16
一模一样,16
学校,16
敏感,16
占有欲,16
关心,15
学会,15
舒服,15
表达,15
男朋友,14
有人,14
难受,14
地方,14
明白,14
陷入,14
打乱,14
社交,13
自我,13
导致,13
努力,13
有没有,13
吃饭,13
时间,13
情感,13
天蝎,13
情况,12
评论,12
双鱼,12
几次,12
