主题数,困惑度,一致性
2,-8.355818871823011,0.379665444443363
3,-8.477657442499089,0.43198130445887334
4,-8.564417171935744,0.4428591400531027
5,-8.64562237147785,0.4992417007944148
6,-8.757402341998365,0.507287567823825
7,-8.867280609035422,0.4607347243622277
8,-9.021320997885528,0.4117713646668683
9,-9.323120009226615,0.4497646098865544
10,-9.682793573197971,0.4180187771142475
11,-10.357234638464863,0.4930218697476488
12,-11.122812105159309,0.3933732246360318
13,-12.325390261163259,0.41948274741480623
14,-14.20292852056983,0.4566643413476985
15,-16.289667832665174,0.44820040048265813
