主题数,困惑度,一致性
2,-7.9719857677522965,0.32728820514937573
3,-8.062484314596542,0.33142552678174164
4,-8.145923925228058,0.33287364227783767
5,-8.241839207041705,0.33720891179598045
6,-8.310214231934955,0.3174214904989761
7,-8.430481637304368,0.3289016910611465
8,-8.496437819852225,0.3280720207334012
9,-8.542265078606112,0.32771667662758686
10,-8.680355805521044,0.3195078527500594
11,-8.750545072335587,0.31012198294029925
12,-8.803859799539605,0.3284804405598803
13,-8.946079092002615,0.3248958662226693
14,-8.961919913771704,0.320131726288352
15,-9.04471437251365,0.3263601308278535
