主题数,困惑度,一致性
2,-8.309620599767294,0.4017372296550029
3,-8.406833712999402,0.3434632070924217
4,-8.466158796190294,0.31913072757392086
5,-8.556094862964656,0.34730970995385035
6,-8.608441663029016,0.3534832252497315
7,-8.702987700108128,0.35686995922137427
8,-8.712400549393951,0.38054390566458923
9,-8.754495134598036,0.3681975820779593
10,-8.821958135725309,0.39044953714692904
11,-8.883358386125423,0.3842119239510487
12,-8.992551888668363,0.3987682928063457
13,-9.008442653549498,0.39693124889128345
14,-9.02783916437792,0.3676299091329235
15,-9.144093569835126,0.38117957631363647
