所属主题,文章数量,特征词,主题强度
Topic0,868,异性恋、妈妈、孩子、婚姻、男人、老公、感觉、女同性恋、女儿、同性、啊啊啊、女人、世界、幸福、朋友、前任、男生、中药、姐姐、关系,0.48682
Topic1,915,异性恋、男人、感情、性别、孩子、女性、社会、同性、感觉、评论、世界、婚姻、电影、男性、女同性恋、关系、英国、美国、群体、前任,0.51318
