,word,counts
0,科比,1155
1,三年,178
2,詹姆斯,146
3,湖人,145
4,赛季,120
5,乔丹,97
6,比赛,91
7,球员,83
8,历史,79
9,永远,77
10,篮球,63
11,防守,62
12,真的,61
13,喜欢,58
14,奥尼尔,58
15,曼巴,56
16,得分,53
17,精神,53
18,球迷,53
19,场均,52
20,库里,50
21,时间,49
22,生涯,46
23,瓦妮,44
24,球星,43
25,布莱恩特,43
26,最佳,42
27,三分,42
28,青春,42
29,传奇,42
30,离开,42
31,助攻,40
32,致敬,40
33,篮板,39
34,第一,38
35,记得,38
36,经典,37
37,退役,36
38,人生,36
39,一年,34
40,回忆,34
41,杜兰特,33
42,球衣,33
43,希望,32
44,全明星,32
45,选择,31
46,努力,31
47,总冠军,31
48,命中,30
49,总决赛,30
50,黑曼巴,30
51,球队,29
52,欧文,29
53,打球,28
54,季后赛,28
55,冠军,27
56,怀念,27
57,瞬间,26
58,面对,26
59,中国,26
60,时刻,25
61,生活,25
62,奥运会,25
63,世界,24
64,绝杀,24
65,阵容,24
66,一生,24
67,一场,24
68,三周年,24
69,偶像,23
70,跳投,23
71,早安,23
72,晚安,23
73,出手,23
74,联盟,23
75,梦想,23
76,年轻,23
77,去世,23
78,女儿,22
79,常规赛,22
80,故事,22
81,巅峰,21
82,投篮,21
83,职业生涯,21
84,邓肯,21
85,魔术师,21
86,分钟,21
87,扣篮,21
88,遗忘,21
89,加索尔,21
90,有人,20
91,数据,20
92,这是,20
93,当年,20
94,想念,19
95,回顾,19
96,单打,19
97,夺冠,19
98,贾巴尔,19
99,精彩,19
