主题数,困惑度,一致性
2,568.1340925373635,0.31211859586082674
3,593.9618001971301,0.3074758911464783
4,628.3079157413277,0.3356833237712918
5,671.3083939070012,0.40850783498211934
6,724.0896843903712,0.38064413894388216
7,791.9523448197853,0.39781941458242626
8,903.0966402471223,0.4227949960440308
9,1123.3891841610941,0.3525270613185577
10,1466.1155254478347,0.40786334551675835
11,1984.6170156629976,0.4391273398876587
12,2662.4782333629505,0.40082466491137053
13,3356.071122000116,0.41985489416877475
14,4113.517128799713,0.46454956995275304
