主题数,困惑度,一致性
2,-6.717824891199347,0.21892053701195818
3,-6.860193370993352,0.26440223225800397
4,-7.07719979188562,0.30102684001505353
5,-7.186400937115169,0.32734035283880686
6,-7.304349613739389,0.2960627785922929
7,-7.302725288511882,0.3184100085046065
8,-7.5883315420938375,0.28956851215117996
9,-7.771556343239747,0.3066572243957324
10,-7.7952717551673105,0.33493753798338616
11,-7.8365321901036555,0.3960561961758659
12,-8.190008237209307,0.3435180613777981
13,-7.943510343802033,0.3112651967760197
14,-8.56177779459904,0.3867259615258146
15,-8.224774475025457,0.3801872099403348
