id,label
asumir,asumir
alguien,alguien
tantas,tantas
muertes,muertes
racista,racista
dreamers,dreamers
ninos,ninos
padres,padres
frases,frases
rumbo,rumbo
persona,persona
sala,sala
migrantes,migrantes
hecho,hecho
afroamericanos,afroamericanos
reitero,reitero
corrupto,corrupto
realizaran,realizaran
destacados,destacados
clave,clave
garantizar,garantizar
apenas,apenas
mecanicos,mecanicos
evidencia,evidencia
prestigio,prestigio
fabricados,fabricados
hubei,hubei
zhu,zhu
qingqiao,qingqiao
celebro,celebro
provincia,provincia
poscovid,poscovid
socioeconomico,socioeconomico
capital,capital
asimismo,asimismo
cientifica,cientifica
sucursal,sucursal
intercambios,intercambios
globales,globales
cambio,cambio
desafios,desafios
alejandro,alejandro
tendencias,tendencias
escenarios,escenarios
climatico,climatico
gomez,gomez
tamez,tamez
daran,daran
proximas,proximas
alternativos,alternativos
respuestas,respuestas
boris,boris
curva,curva
afrontar,afrontar
johnson,johnson
basada,basada
mitigacion,mitigacion
corto,corto
supresion,supresion
aplanamiento,aplanamiento
consiste,consiste
contagiadas,contagiadas
contagiados,contagiados
gabriel,gabriel
espinoza,espinoza
oportuno,oportuno
preguntarse,preguntarse
enfermedades,enfermedades
caracter,caracter
republicano,republicano
territorio,territorio
migracion,migracion
liderando,liderando
lejos,lejos
principio,principio
podria,podria
indocumentados,indocumentados
accion,accion
provocada,provocada
patogeno,patogeno
wei,wei
efectiva,efectiva
julio,julio
cesar,cesar
vega,vega
amenaza,amenaza
provocado,provocado
terrorismo,terrorismo
posibilidad,posibilidad
dimensiones,dimensiones
apocalipticas,apocalipticas
controlada,controlada
mediano,mediano
mediante,mediante
william,william
shakespeare,shakespeare
television,television
vivo,vivo
escritor,escritor
canal,canal
presentadora,presentadora
confundio,confundio
periodista,periodista
viral,viral
vacunado,vacunado
penso,penso
clasicos,clasicos
murio,murio
expreso,expreso
boca,boca
hablando,hablando
contar,contar
conductora,conductora
escritores,escritores
importantes,importantes
lengua,lengua
inglesa,inglesa
vemos,vemos
reacciones,reacciones
comete,comete
error,error
anuncia,anuncia
programas,programas
errores,errores
frontera,frontera
precipitada,precipitada
afectar,afectar
inestabilidad,inestabilidad
https,https
celebra,celebra
cierre,cierre
cerrara,cerrara
trato,trato
respetuoso,respetuoso
tomado,tomado
unilateral,unilateral
hablo,hablo
variante,variante
inflacion,inflacion
fed,fed
juan,juan
musi,musi
amione,amione
crezca,crezca
bancos,bancos
centrales,centrales
pensando,pensando
entiendo,entiendo
aumentos,aumentos
diarios,diarios
comprar,comprar
juansmusi,juansmusi
solucion,solucion
olvido,olvido
vuelve,vuelve
actor,actor
delta,delta
cobrando,cobrando
mucha,mucha
nuevos,nuevos
infectados,infectados
ventilacion,ventilacion
particulas,particulas
responsabilidad,responsabilidad
aerosoles,aerosoles
expertos,expertos
compartida,compartida
preventivas,preventivas
variantes,variantes
valdez,valdez
lugares,lugares
hablar,hablar
cantidad,cantidad
quedan,quedan
suspendidas,suspendidas
aire,aire
fundamentales,fundamentales
alma,alma
paola,paola
wong,wong
convocados,convocados
capitalino,capitalino
cuba,cuba
isla,isla
cargamento,cargamento
buque,buque
habana,habana
enviado,enviado
domingo,domingo
enviada,enviada
cooperar,cooperar
enfrentamiento,enfrentamiento
rebrote,rebrote
escasez,escasez
productos,productos
basicos,basicos
papaloapan,papaloapan
armada,armada
atraco,atraco
lote,lote
toneladas,toneladas
integrado,integrado
desechable,desechable
tanques,tanques
oxigeno,oxigeno
gel,gel
desinfectante,desinfectante
agencia,agencia
cubana,cubana
viajes,viajes
didi,didi
gratis,gratis
descuentos,descuentos
propuesta,propuesta
plataforma,plataforma
movilidad,movilidad
ira,ira
mano,mano
pasajeros,pasajeros
dependiendo,dependiendo
mayores,mayores
conductores,conductores
saber,saber
progresando,progresando
recera,recera
vacunar,vacunar
cristina,cristina
ochoa,ochoa
servicios,servicios
vacunate,vacunate
receran,receran
acudan,acudan
modulos,modulos
empezamos,empezamos
sabia,sabia
regresar,regresar
pasando,pasando
iban,iban
atleta,atleta
experiencia,experiencia
viviendo,viviendo
trabajando,trabajando
finales,finales
inicio,inicio
dirigentes,dirigentes
bruselas,bruselas
europea,europea
kremlin,kremlin
europeos,europeos
referirse,referirse
informaciones,informaciones
comision,comision
intenta,intenta
otan,otan
europeo,europeo
campanas,campanas
biologica,biologica
occidentales,occidentales
supuestas,supuestas
rusas,rusas
brote,brote
dan,dan
vuelta,vuelta
idafe,idafe
usa,usa
expresion,expresion
xenofoba,xenofoba
libertad,libertad
agradezco,agradezco
surgio,surgio
supuesto,supuesto
criterio,criterio
vacunados,vacunados
valga,valga
marquez,marquez
alcala,alcala
prundamente,prundamente
brinda,brinda
compartir,compartir
reflexiones,reflexiones
usted,usted
amablemente,amablemente
obsequia,obsequia
consideracion,consideracion
leer,leer
lineas,lineas
ultimos,ultimos
diez,diez
testigos,testigos
jamas,jamas
pueblos,pueblos
febrero,febrero
ensayos,ensayos
clinicos,clinicos
formar,formar
cadena,cadena
accesibilidad,accesibilidad
bienes,bienes
ecatepec,ecatepec
municipio,municipio
familia,familia
miras,miras
martinez,martinez
alcaldesa,alcaldesa
comenta,comenta
editoriales,editoriales
alcalde,alcalde
vilchis,vilchis
orondo,orondo
cumplida,cumplida
triunfalista,triunfalista
guardia,guardia
arribaron,arribaron
embarque,embarque
provee,provee
sinovac,sinovac
signo,signo
optimismo,optimismo
falto,falto
criticara,criticara
viera,viera
caravana,caravana
contagios,contagios
globalizada,globalizada
italia,italia
masivos,masivos
blas,blas
cordero,cordero
acepcion,acepcion
ninguna,ninguna
alarma,alarma
invisible,invisible
omnipresente,omnipresente
entero,entero
detectado,detectado
whan,whan
metropolita,metropolita
sureste,sureste
pcr,pcr
horas,horas
avion,avion
boleto,boleto
lima,lima
vuelo,vuelo
suerte,suerte
aterrizar,aterrizar
tomarte,tomarte
terminal,terminal
sientes,sientes
pasajero,pasajero
pasaporte,pasaporte
aerolinea,aerolinea
vacunen,vacunen
facho,facho
grado,grado
vulnerabilidad,vulnerabilidad
extremo,extremo
propios,propios
monterrey,monterrey
acercamientos,acercamientos
respecto,respecto
adyr,adyr
corral,corral
produzca,produzca
mortales,mortales
utilizando,utilizando
perspectiva,perspectiva
interes,interes
intereses,intereses
gonzalez,gonzalez
obviamente,obviamente
diferencia,diferencia
envio,envio
manana,manana
enfoque,enfoque
norteamerica,norteamerica
fraternidad,fraternidad
encima,encima
hegemonias,hegemonias
sal,sal
prevalecer,prevalecer
universal,universal
condiciones,condiciones
anticovid,anticovid
hemisferio,hemisferio
occidental,occidental
advirtiera,advirtiera
zona,zona
queria,queria
concluye,concluye
adultos,adultos
dosis,dosis
estevez,estevez
mendez,mendez
ultimas,ultimas
poblanas,poblanas
vacuno,vacuno
protegerse,protegerse
caos,caos
vivio,vivio
concluyo,concluyo
jornada,jornada
universitaria,universitaria
colonias,colonias
brigada,brigada
correcaminos,correcaminos
aplico,aplico
tercera,tercera
edad,edad
india,india
liliana,liliana
padilla,padilla
presidentes,presidentes
palacio,palacio
cumplio,cumplio
promesa,promesa
enviar,enviar
ayudo,ayudo
guantes,guantes
suspende,suspende
liga,liga
futbol,futbol
premio,premio
partidos,partidos
serie,serie
puerta,puerta
cerrada,cerrada
league,league
tenis,tenis
temporada,temporada
cancela,cancela
jugador,jugador
federacion,federacion
motogp,motogp
azul,azul
pospone,pospone
suspendido,suspendido
suspenden,suspenden
preolimpico,preolimpico
circuito,circuito
formula,formula
maraton,maraton
nba,nba
juego,juego
madrid,madrid
voces,voces
hijo,hijo
doctora,doctora
cloro,cloro
hijos,hijos
bebe,bebe
mujeres,mujeres
incertidumbre,incertidumbre
violencia,violencia
iker,iker
rodriguez,rodriguez
bichito,bichito
abrazar,abrazar
siquiera,siquiera
iba,iba
tendriamos,tendriamos
fuerte,fuerte
sabiamos,sabiamos
refugiarnos,refugiarnos
espacios,espacios
privados,privados
despertar,despertar
siguiente,siguiente
conscientes,conscientes
disonancias,disonancias
junio,junio
imaginar,imaginar
vislumbrar,vislumbrar
voy,voy
paisanos,paisanos
vigor,vigor
jonathan,jonathan
irineo,irineo
cuestionamientos,cuestionamientos
alistar,alistar
presidenciales,presidenciales
reunira,reunira
destacar,destacar
radicados,radicados
texcoco,texcoco
rechazo,rechazo
epidemiologos,epidemiologos
gutierrez,gutierrez
ller,ller
abundan,abundan
ocasion,ocasion
mente,mente
beatriz,beatriz
dejarse,dejarse
enganar,enganar
informarse,informarse
fuentes,fuentes
iciales,iciales
sabiondos,sabiondos
lee,lee
encapsular,encapsular
llenar,llenar
caer,caer
fake,fake
news,news
asegurar,asegurar
escritora,escritora
llamo,llamo
esposa,esposa
carcel,carcel
danos,danos
derechos,derechos
grito,grito
frentes,frentes
sanciones,sanciones
economicas,economicas
reforma,reforma
penal,penal
instancias,instancias
justo,justo
fondo,fondo
considerar,considerar
aprobo,aprobo
periodo,periodo
extraordinario,extraordinario
modificaciones,modificaciones
ley,ley
pirateria,pirateria
suspender,suspender
independencia,independencia
sirve,sirve
agua,agua
cuerpo,cuerpo
limon,limon
cura,cura
beber,beber
falsos,falsos
remedios,remedios
base,base
jengibre,jengibre
eucalipto,eucalipto
receta,receta
curar,curar
vahos,vahos
gargaras,gargaras
caliente,caliente
alcohol,alcohol
curas,curas
consumir,consumir
matar,matar
sintomas,sintomas
respiracion,respiracion
tapabocas,tapabocas
respire,respire
aspirinas,aspirinas
venezuela,venezuela
turquia,turquia
materiales,materiales
caracas,caracas
maduro,maduro
turco,turco
sudamericano,sudamericano
multiplicado,multiplicado
semanas,semanas
registraron,registraron
advierten,advierten
elevado,elevado
subregistro,subregistro
asedio,asedio
bloqueado,bloqueado
cuesta,cuesta
movilizacion,movilizacion
fallecimientos,fallecimientos
cientos,cientos
consideraciones,consideraciones
prefirio,prefirio
basta,basta
une,une
emergentes,emergentes
depresion,depresion
suprimir,suprimir
fmi,fmi
reto,reto
opciones,opciones
transmision,transmision
practico,practico
financiamiento,financiamiento
etico,etico
detener,detener
enfrentamos,enfrentamos
prestamo,prestamo
otorgara,otorgara
presidieron,presidieron
cancilleres,cancilleres
conjunta,conjunta
derivados,derivados
encabezado,encabezado
intervencion,intervencion
lamborghini,lamborghini
florida,florida
utilizar,utilizar
hines,hines
arrestado,arrestado
deportivo,deportivo
residente,residente
miami,miami
obtuvo,obtuvo
pagar,pagar
salarios,salarios
fondos,fondos
compro,compro
destinado,destinado
aliviar,aliviar
huracan,huracan
lujos,lujos
documentos,documentos
judiciales,judiciales
disenado,disenado
pequenas,pequenas
superar,superar
vicisitudes,vicisitudes
impuestas,impuestas
obstante,obstante
utilizo,utilizo
gastos,gastos
cargo,cargo
creciente,creciente
asunto,asunto
urge,urge
revisar,revisar
vanessa,vanessa
lozano,lozano
agosto,agosto
cuna,cuna
apriete,apriete
toledo,toledo
urzua,urzua
german,german
dixit,dixit
parecer,parecer
reiterativos,reiterativos
menester,menester
insistir,insistir
decesos,decesos
confirmados,confirmados
dirian,dirian
constituyen,constituyen
fracaso,fracaso
diseno,diseno
designacion,designacion
pista,pista
puthiyakath,puthiyakath
podian,podian
oir,oir
gritos,gritos
peligroso,peligroso
kozhikode,kozhikode
preparado,preparado
barranco,barranco
metros,metros
acabo,acabo
air,air
pilotos,pilotos
socorristas,socorristas
aparato,aparato
kerala,kerala
salvar,salvar
atrapados,atrapados
asientos,asientos
mukkood,mukkood
lluvia,lluvia
narran,narran
rescatistas,rescatistas
accidente,accidente
indias,indias
cachalote,cachalote
playa,playa
animal,animal
clara,clara
muere,muere
intentaron,intentaron
rescatarlo,rescatarlo
varado,varado
sabado,sabado
decenas,decenas
salvarlo,salvarlo
fauna,fauna
marino,marino
pequeno,pequeno
ballena,ballena
quedo,quedo
atascado,atascado
turisticas,turisticas
costas,costas
atlanticas,atlanticas
mar,mar
buenos,buenos
aires,aires
pleno,pleno
invierno,invierno
austral,austral
entreabierta,entreabierta
signos,signos
particular,particular
levantamiento,levantamiento
dependera,dependera
temor,temor
vecino,vecino
norte,norte
explicar,explicar
comportamiento,comportamiento
esten,esten
mediciones,mediciones
encuestas,encuestas
panel,panel
claro,claro
consulado,consulado
examen,examen
detectar,detectar
chait,chait
rece,rece
consul,consul
instalaciones,instalaciones
cupo,cupo
limitado,limitado
realizarse,realizarse
gratuitas,gratuitas
connacionales,connacionales
mensaje,mensaje
publicado,publicado
acercarse,acercarse
hacerse,hacerse
totalmente,totalmente
subrayo,subrayo
invita,invita
escribieron,escribieron
pro,pro
tempore,tempore
explican,explican
junto,junto
explicarles,explicarles
etapas,etapas
fabricar,fabricar
distribuir,distribuir
ruso,ruso
novak,novak
mishustin,mishustin
moscu,moscu
alexandre,alexandre
blagoveshchensk,blagoveshchensk
participar,participar
contagia,contagia
joserrito,joserrito
rrr,rrr
mijail,mijail
desafortunadamente,desafortunadamente
valentinovich,valentinovich
citado,citado
interfax,interfax
lejano,lejano
oriente,oriente
debia,debia
gigantesco,gigantesco
petroquimico,petroquimico
embajada,embajada
homenaje,homenaje
rinde,rinde
tijuana,tijuana
izaron,izaron
media,media
asta,asta
mediodia,mediodia
diplomatico,diplomatico
guardo,guardo
minuto,minuto
silencio,silencio
autoridad,autoridad
declarara,declarara
duelo,duelo
contagiaron,contagiaron
fallecieron,fallecieron
reconoce,reconoce
razas,razas
comun,comun
convencion,convencion
discurso,discurso
democratas,democratas
partido,partido
michelle,michelle
obama,obama
destacado,destacado
destacaran,destacaran
futuros,futuros
recurriran,recurriran
referente,referente
expresidente,expresidente
bill,bill
clinton,clinton
candidatura,candidatura
jill,jill
asesores,asesores
noche,noche
inicial,inicial
mosca,mosca
linterna,linterna
jersey,jersey
insecto,insecto
manchas,manchas
exotico,exotico
condados,condados
impone,impone
entraron,entraron
conocido,conocido
gravemente,gravemente
cultivos,cultivos
arboles,arboles
tipos,tipos
plantas,plantas
representa,representa
peligro,peligro
animales,animales
decidieron,decidieron
implementar,implementar
plaga,plaga
originaria,originaria
piensa,piensa
pudo,pudo
paquete,paquete
locales,locales
pidieron,pidieron
inspeccionar,inspeccionar
pelosi,pelosi
hillary,hillary
hablaran,hablaran
senadora,senadora
negra,negra
exvicepresidente,exvicepresidente
cinismo,cinismo
joe,joe
liderazgo,liderazgo
costado,costado
vidas,vidas
convierte,convierte
hablara,hablara
candidata,candidata
vicepresidencia,vicepresidencia
dira,dira
partidaria,partidaria
extractos,extractos
divulgados,divulgados
organizadores,organizadores
subsistencia,subsistencia
senalara,senalara
companera,companera
punto,punto
inflexion,inflexion
agregara,agregara
armas,armas
propositos,propositos
recomendamos,recomendamos
recuerdan,recuerdan
ladyzote,ladyzote
reportan,reportan
eilish,eilish
billie,billie
destruye,destruye
luchen,luchen
destruyendo,destruyendo
breve,breve
arremetio,arremetio
necesita,necesita
nieguen,nieguen
existencia,existencia
diga,diga
desastre,desastre
necesitamos,necesitamos
niegue,niegue
existe,existe
revela,revela
infiel,infiel
amigo,amigo
captan,captan
corporaciones,corporaciones
cuomo,cuomo
estimulo,estimulo
tiempos,tiempos
basquetbol,basquetbol
aqui,aqui
andrew,andrew
veo,veo
laboral,laboral
trabajos,trabajos
pensamos,pensamos
tensiones,tensiones
moderar,moderar
multilateralismo,multilateralismo
fortalecer,fortalecer
podamos,podamos
adicionalmente,adicionalmente
buscar,buscar
resalta,resalta
alc,alc
carolina,carolina
incluye,incluye
vive,vive
llegaron,llegaron
realizados,realizados
alibaba,alibaba
incluyen,incluyen
haiti,haiti
carreteras,carreteras
dejo,dejo
viviendas,viviendas
postes,postes
causo,causo
inundaciones,inundaciones
deslizamientos,deslizamientos
tierra,tierra
rios,rios
huracanes,huracanes
golpeados,golpeados
comenzaron,comenzaron
recuperarse,recuperarse
causados,causados
afecto,afecto
electrica,electrica
brigadas,brigadas
estrogeno,estrogeno
revision,revision
gravedad,gravedad
corazon,corazon
ace,ace
disminuir,disminuir
diferencias,diferencias
groban,groban
escuela,escuela
medicina,medicina
wake,wake
forest,forest
preclinicos,preclinicos
publicados,publicados
actividad,actividad
hormonal,hormonal
especifica,especifica
especialmente,especialmente
revista,revista
current,current
hypertension,hypertension
reports,reports
apunta,apunta
protege,protege
cardiovasculares,cardiovasculares
explicacion,explicacion
probable,probable
hormonales,hormonales
educacion,educacion
presencial,presencial
nadie,nadie
clase,clase
condicion,condicion
ciclo,ciclo
escolar,escolar
estatua,estatua
diana,diana
kensington,kensington
princesa,princesa
guillermo,guillermo
enrique,enrique
madre,madre
paris,paris
alistan,alistan
instalara,instalara
habria,habria
cumpleanos,cumpleanos
retraso,retraso
principes,principes
automovilistico,automovilistico
erigiera,erigiera
icial,icial
eligieron,eligieron
escultor,escultor
coi,coi
olimpico,olimpico
patrocinador,patrocinador
consorcio,consorcio
electronica,electronica
group,group
patrocinadores,patrocinadores
rango,rango
agradecemos,agradecemos
top,top
generoso,generoso
donativo,donativo
ocasionada,ocasionada
pompeo,pompeo
seis,seis
liberacion,liberacion
exdirectivos,exdirectivos
citgo,citgo
arresto,arresto
zambrano,zambrano
reclama,reclama
instado,instado
poner,poner
alegando,alegando
pone,pone
recordado,recordado
tomeu,tomeu
vadell,vadell
alirio,alirio
jorge,jorge
gustavo,gustavo
cardenas,cardenas
pereira,pereira
cuales,cuales
permanecen,permanecen
encarcelados,encarcelados
acordo,acordo
cabo,cabo
corrupcion,corrupcion
mantiene,mantiene
mantendra,mantendra
agrupa,agrupa
jueves,jueves
marco,marco
superpotencia,superpotencia
competencia,competencia
argumenta,argumenta
acelerar,acelerar
ascenso,ascenso
superpotencias,superpotencias
propias,propias
decencia,decencia
apostando,apostando
distintas,distintas
colegio,colegio
circunstancia,circunstancia
jcarlos,jcarlos
ponce,ponce
ocurre,ocurre
inauguracion,inauguracion
permita,permita
propone,propone
motivo,motivo
taiwan,taiwan
inclusion,inclusion
octubre,octubre
empleo,empleo
ods,ods
estrategias,estrategias
relacionados,relacionados
trabajar,trabajar
conjuntamente,conjuntamente
gil,gil
games,games
gilga,gilga
periodico,periodico
vio,vio
nota,nota
peso,peso
leyo,leyo
almanaque,almanaque
intensiva,intensiva
memorias,memorias
visones,visones
granjas,granjas
piel,piel
pieles,pieles
sacrificio,sacrificio
contaminadas,contaminadas
oenege,oenege
humane,humane
society,society
international,international
finlandia,finlandia
polonia,polonia
pelaje,pelaje
holanda,holanda
cria,cria
crian,crian
compensar,compensar
vison,vison
portavoz,portavoz
mira,mira
adios,adios
abrigos,abrigos
mataran,mataran
betan,betan
sacrificados,sacrificados
verdadero,verdadero
connie,connie
supermercados,supermercados
indiferencia,indiferencia
esposo,esposo
negacion,negacion
establecimientos,establecimientos
comienzan,comienzan
narra,narra
hija,hija
aquel,aquel
propaga,propaga
etienne,etienne
duplicaron,duplicaron
indica,indica
elia,elia
castillo,castillo
panamericana,panamericana
alerto,alerto
latinoamerica,latinoamerica
aumentara,aumentara
expande,expande
inimaginable,inimaginable
probara,probara
videoconferencia,videoconferencia
directora,directora
investigadoras,investigadoras
investigadora,investigadora
sobrevivientes,sobrevivientes
postcovid,postcovid
perdida,perdida
rehabilitar,rehabilitar
probabilidad,probabilidad
aplicarse,aplicarse
podrian,podrian
registrarse,registrarse
analisis,analisis
long,long
term,term
effects,effects
systematic,systematic
review,review
meta,meta
analysis,analysis
sandra,sandra
leon,leon
doctorado,doctorado
epidemiologia,epidemiologia
sintoma,sintoma
fatiga,fatiga
mazzetti,mazzetti
peru,peru
ugarte,ugarte
vizcarra,vizcarra
sagasti,sagasti
congreso,congreso
ministra,ministra
renuncia,renuncia
asumio,asumio
pilar,pilar
cartera,cartera
rpp,rpp
alan,alan
garcia,garcia
peruanos,peruanos
balance,balance
ensayo,ensayo
acaparamiento,acaparamiento
covax,covax
privilegiar,privilegiar
acaparar,acaparar
reconocer,reconocer
devastador,devastador
afectando,afectando
funcionario,funcionario
pida,pida
celebren,celebren
prioridad,prioridad
pregunto,pregunto
solicitud,solicitud
enfermos,enfermos
haciendo,haciendo
cuidando,cuidando
puente,puente
aereo,aereo
traer,traer
graves,graves
serian,serian
labor,labor
cancilleria,cancilleria
tribunal,tribunal
tlalnepantla,tlalnepantla
cpi,cpi
crimenes,crimenes
pan,pan
contratos,contratos
discriminacion,discriminacion
cumple,cumple
creces,creces
encargo,encargo
conseguir,conseguir
aplicarselas,aplicarselas
latitudes,latitudes
llegan,llegan
epis,epis
mdp,mdp
varadkar,varadkar
euros,euros
adquirir,adquirir
irlandesa,irlandesa
avolon,avolon
dublin,dublin
leo,leo
cuyo,cuyo
causado,causado
cantantes,cantantes
murcielagos,murcielagos
especies,especies
climatica,climatica
trafico,trafico
yunnan,yunnan
facil,facil
apuntar,apuntar
laboratorio,laboratorio
mers,mers
pangolines,pangolines
cambridge,cambridge
senala,senala
habitats,habitats
ceballos,ceballos
national,national
academy,academy
sciences,sciences
consumo,consumo
muestra,muestra
polarizacion,polarizacion
boton,boton
distintos,distintos
solidaria,solidaria
colaborativa,colaborativa
coherencia,coherencia
fukuyama,fukuyama
sostenible,sostenible
caida,caida
liberal,liberal
man,man
triunfo,triunfo
practicas,practicas
agenda,agenda
luchar,luchar
raza,raza
humana,humana
egoismo,egoismo
jesus,jesus
implanta,implanta
anchas,anchas
muro,muro
venda,venda
monitores,monitores
posibilidades,posibilidades
telefono,telefono
pedirle,pedirle
regresarle,regresarle
llamada,llamada
dije,dije
atravesando,atravesando
exprese,exprese
icinas,icinas
especulacion,especulacion
producen,producen
ingresos,ingresos
consumada,consumada
fundo,fundo
divulgar,divulgar
relacionada,relacionada
conservacion,conservacion
