主题数,困惑度,一致性
2,-5.596147778969426,0.35004258900802243
3,-5.749879583977113,0.32492807295525256
4,-5.84540611655267,0.3792906161355114
5,-5.957939548119748,0.3724918599762036
6,-6.050175957630507,0.4267762107877156
7,-6.096241787327934,0.3931929818045311
8,-6.197711394571506,0.41362547381460796
9,-6.255424130054463,0.40281916039688714
10,-6.384146138247266,0.4251749171756174
11,-6.4082383200916615,0.42304586102057207
12,-6.453339815770989,0.4107842817681013
13,-6.494840441623678,0.4565748075852365
14,-6.544399075282172,0.4619379683986095
15,-6.603218153580534,0.4718820613340443
