主题数,困惑度,一致性
2,-6.550803979337318,0.3063957923122892
3,-6.69574857117919,0.31156229202601926
4,-6.75993818538287,0.3039023895453401
5,-6.846350489263826,0.32350702195416364
6,-6.897299269599955,0.3090527927256071
7,-6.95768895266441,0.29350297870880476
8,-7.024603597993486,0.31973951641519927
9,-7.0747771228520335,0.3125687805943408
10,-7.101272822963048,0.3045402236485318
11,-7.117992409043505,0.29083025322122685
12,-7.174619285078676,0.28941963268743226
13,-7.247967033404363,0.28978010093043044
14,-7.254900015827044,0.3082330367390259
15,-7.2630659763846515,0.29760820456800885
