主题数,困惑度,一致性
2,-7.908024364393443,0.3922519408454975
3,-7.992612214437394,0.38070299373118804
4,-8.040181020924951,0.3754075040911348
5,-8.108929136365933,0.3987669053690184
6,-8.15602516195973,0.42781328446930095
7,-8.209049785214617,0.3861187123013932
8,-8.236503582345193,0.4113085794765977
9,-8.359777233731645,0.38957732639366527
10,-8.426413326784198,0.38755488000397265
11,-8.488425850036185,0.37854587191150135
12,-8.567757919583137,0.38576126528971044
13,-8.609253781459842,0.39190901587366606
14,-8.688548198809663,0.3964248917061683
