主题数,困惑度,一致性
2,-8.321761516349056,0.4944171618926177
3,-8.43633796900091,0.4759809307989495
4,-8.566044692710138,0.4561952070976729
5,-8.66950654922047,0.4464395067500849
6,-8.847844436765198,0.44201638171112817
7,-9.073890305736832,0.4430236368071245
8,-9.320893851569632,0.47543555683218486
9,-9.634970553971492,0.4583480425310113
10,-10.093623027950397,0.4747411555044236
11,-10.727212295597882,0.4727537409381151
12,-11.75876485077929,0.46141166646019544
13,-12.981103908759115,0.496735605085713
14,-14.611810455837482,0.5263745880997529
15,-16.404087995346828,0.5391458364649382
