,标题,时间,新闻内容,新闻链接,分词,情感分值,聚类结果
0,共谋高质量发展！同济大学第十一届教职工代表大会、第二十届工会会员代...,2023-02-18,2月18日，同济大学第十一届教职工代表大会、第二十届工会会员代表大会第三次会议召开。大会全面贯彻落实党的二十大精神，回顾总结学校过去一年的发展成绩，部署加快推进学校“十四五”规划深入实施，谋划推动学校事业实现高质量发展。校党委书记方守恩等校领导出席，大会由校党委副书记、校工会主席吴广明主持。214名教代会（工代会）正式代表、12名特邀代表和56名列席代表参会。会议还设立了分会场，并进行线上同步直播。上午9时，大会在雄壮的国歌声中开幕。大会听取了方守恩代表学校所作的《同济大学2022年工作报告》。方守恩报告了学校2022年的工作情况和2023年的主要工作任务。过去的一年，学校以习近平新时代中国特色社会主义思想为指导，深入学习贯彻党的二十大精神，全面落实立德树人根本任务，贯彻落实教育、科技、人才“三位一体”的战略部署，统筹抓好疫情防控常态化和学校改革发展，学校各项事业继续快速高质量发展。新的一年，学校将全面贯彻落实党中央的决策部署，着力构建高质量教育体系，开辟发展新领域新赛道，不断塑造发展新动能新优势，为以中国式现代化全面推进中华民族伟大复兴贡献同济智慧和力量。大会听取了常务副校长吕培明所作的《同济大学2022年财务情况报告》，听取了吴广明所作的《同济大学2022年提案及工会重点工作汇报》。在正式会议之前的预备会议上，校工会作了大会筹备工作报告。随后，15个教代会代表团对大会各项报告进行审议，展开热烈讨论，纷纷为学校各项事业发展建言献策。方守恩等校领导分别参加了各代表团讨论。主席团听取了各代表团汇报讨论情况。大会表决通过《同济大学2022年工作报告》《同济大学2022年财务情况报告》《同济大学十一届二次教代会提案工作报告》《同济大学工会2022年工作报告》《同济大学工会2022年财务工作报告》《同济大学工会2022年经费审查报告》。大会表决通过了《同济大学第十一届教职工代表大会、第二十届工会会员代表大会第三次会议决议》。会议认为，报告对过去一年学校工作的总结全面系统、实事求是，令人鼓舞、催人奋进。会议号召全校上下要深入学习贯彻党的二十大精神，深入推进学校治理体系和治理能力现代化，加快建设中国特色世界一流大学，以高质量发展服务中国式现代化建设，为全面推进中华民族伟大复兴作出同济人新的更大的贡献。方守恩在闭幕式上讲话。他向各位代表认真履职表示衷心的感谢，向为学校建设发展付出辛勤劳动的全校教职员工表示崇高的敬意。他指出，过去一年来，学校实现了各项事业高质量发展，教代会、工代会在其中发挥了不可替代的作用。要进一步完善学校治理体系，深化民主管理，弘扬法治精神，着力促进教代会、工代会建设。要增强代表意识，增强履职能力，充分发挥好代表作用、纽带作用和监督作用。要围绕学校中心工作，汇聚众智，凝心聚力，助力学校高质量发展。方守恩强调，2023年是全面贯彻落实党的二十大精神的开局之年，是实施“十四五”规划承上启下的关键之年。全校师生员工要奋楫扬帆再启航、同舟共济创一流，凝心聚力、奋发有为，推动学校中国特色世界一流大学建设迈上新台阶。“同济啊同济，同舟共济。航行征途中，我们齐心协力……”在一曲激昂豪迈的同济大学校歌中，大会圆满落下帷幕。（文/黄艾娇  图/周游）,https://news.tongji.edu.cn/info/1002/83209.htm,同济大学 第十一届 教职工 代表大会 第二十届 工会 会员 代表大会 第三次 会议 大会 贯彻落实 二十大 精神 回顾总结 学校 一年 发展 成绩 部署 加快 推进 学校 十四五 规划 实施 谋划 推动 学校 事业 高质量 发展 党委书记 方守恩 校领导 出席 大会 校党委 书记 工会主席 广明 主持 教代会 工代会 正式 代表 特邀代表 列席代表 参会 会议 设立 分会场 线上 同步 直播 上午 大会 雄壮 国歌声 开幕 大会 听取 方守恩 代表 学校 所作 同济大学 工作 报告 方守恩 报告 学校 工作 情况 工作 一年 学校 习近平 时代 中国 特色 思想 指导 学习 贯彻 二十大 精神 全面落实 立德 根本任务 贯彻落实 教育 科技 人才 三位一体 战略部署 统筹 抓好 疫情 防控 常态 学校 改革 发展 学校 各项事业 快速 高质量 发展 一年 学校 贯彻落实 党中央 决策 部署 着力 构建 高质量 教育 体系 开辟 发展 领域 赛道 塑造 发展 动能 优势 中国式 现代化 推进 中华民族 复兴 贡献 同济 智慧 力量 大会 听取 常务 副校长 吕培明 所作 同济大学 财务 情况 报告 听取 广明 所作 同济大学 提案 工会 重点 工作汇报 正式 会议 预备会议 工会 大会 筹备工作 报告 教代会 代表团 大会 各项 报告 审议 展开 热烈 讨论 纷纷 学校 各项事业 发展 建言献策 方守恩 校领导 参加 代表团 讨论 主席团 听取 代表团 汇报 讨论 情况 大会 表决 同济大学 工作 报告 同济大学 财务 情况 报告 同济大学 十一届 二次 教代会 提案 工作 报告 同济大学 工会 工作 报告 同济大学 工会 财务 工作 报告 同济大学 工会 经费 审查 报告 大会 表决 同济大学 第十一届 教职工 代表大会 第二十届 工会 会员 代表大会 第三次 会议 决议 会议 报告 一年 学校 工作 系统 实事求是 令人鼓舞 催人奋进 会议 号召 全校 学习 贯彻 二十大 精神 推进 学校 治理 体系 治理 能力 现代化 加快 建设 中国 特色 世界 一流大学 高质量 发展 服务 中国式 现代化 建设 推进 中华民族 复兴 作出 同济 人新 贡献 方守恩 闭幕式 讲话 代表 履职 衷心 感谢 学校 建设 发展 付出 辛勤劳动 全校 教职员工 崇高 敬意 指出 一年 学校 各项事业 高质量 发展 教代会 工代会 发挥 作用 进一步 完善 学校 治理 体系 深化 民主 管理 弘扬 法治 精神 着力 教代会 工代会 建设 增强 代表 意识 增强 履职 能力 充分发挥 代表 作用 纽带 作用 监督 作用 围绕 学校 中心 工作 汇聚 众智 凝心 聚力 助力 学校 高质量 发展 方守恩 贯彻落实 二十大 精神 开局 实施 十四五 规划 承上启下 关键 全校师生 员工 奋楫 扬帆 启航 同舟共济 创一流 凝心 聚力 奋发有为 推动 学校 中国 特色 世界 一流大学 建设 迈上 新台阶 同济 同济 同舟共济 航行 征途 齐心协力 一曲 激昂 豪迈 同济大学 校歌 大会 圆满 落下 帷幕 黄艾娇 周游,0.9975,1.0
1,同济大学召开2023年寒假务虚会，对标对表党的二十大精神谋划高质量发展,2023-02-17,2月16日至17日，同济大学召开2023年寒假务虚会，会议的主题是“对标对表党的二十大精神，围绕中国式现代化建设和‘教育、科技、人才’三位一体的要求，查摆学校存在的短板和不足，深化改革，推动实现高质量发展”。校党委书记方守恩主持会议并讲话。校领导班子成员，各职能部门、各学院等单位正职参加会议。会上，常务副校长吕培明，副校长顾祥林、童小华分别围绕“贯彻落实党的二十大精神，持续深化改革，推进学校高质量发展”“支撑中国式现代化的拔尖创新人才培养”“学科与科研工作的新领域新赛道新动能新优势”作了主题报告。在会议的分组讨论环节，参会人员分为5个小组，围绕3个主题报告展开了广泛而深入的热烈讨论，方守恩等校领导分别参加了各小组讨论。大家结合各自工作，就如何对标对表党中央的部署要求，进一步强化使命担当，不断开辟学校发展新领域新赛道、塑造发展新动能新优势，为中国式现代化贡献同济力量积极建言献策。各小组在会上分别汇报了分组讨论情况。校领导和部分学院的书记、院长在会上作了交流发言。方守恩在总结讲话中指出，这次务虚会开得很有成效。三个主题报告准备充分，既有宏观思考又有具体问题分析，还提出了一些创新举措，体现了对高质量发展的思考。大家围绕报告开展了分组讨论，进行了交流发言，反映出大家围绕这个主题进行了许多思考。过去的一年，全校上下团结一心，共同奋斗，取得了显著的成绩，保持了学校持续向上的发展势头。今年是全面贯彻落实党的二十大精神的开局之年，也是推进“十四五”规划建设任务的关键一年。要全面贯彻落实党的二十大精神，立足国家发展和教育发展全局看待学校发展，抢抓发展机遇，深入思考学校发展目标和下一阶段发展战略。要坚持系统观念，把握主要矛盾，持续深化改革，科学谋划学校未来高质量发展。希望会后大家在所在单位认真学习和传达本次务虚会精神，组织带领广大师生全面深入贯彻落实党的二十大精神，推动学校各项事业高质量发展，以中国特色世界一流大学建设的工作实绩为中国式现代化作出同济贡献。方守恩还就扎实做好开学各项工作提出了明确要求。                                                              （图/江平、周游   视频/武毅翔）,https://news.tongji.edu.cn/info/1002/83203.htm,日至 同济大学 寒假 务虚会 会议 主题 对标 对表党 二十大 精神 围绕 中国式 现代化 建设 教育 科技 人才 三位一体 查摆 学校 短板 深化改革 推动 高质量 发展 党委书记 方守恩 主持会议 讲话 校领导 班子成员 职能部门 学院 单位 正职 参加 会议 会上 常务 副校长 吕培明 副校长 祥林 童小华 围绕 贯彻落实 二十大 精神 持续 深化改革 推进 学校 高质量 发展 支撑 中国式 现代化 拔尖 创新 人才培养 学科 科研工作 领域 赛道 动能 优势 主题 报告 会议 分组讨论 环节 参会 人员 分为 小组 围绕 主题 报告 展开 热烈 讨论 方守恩 校领导 参加 小组讨论 工作 对标 对表 党中央 部署 进一步 强化 使命 担当 开辟 学校 发展 领域 赛道 塑造 发展 动能 优势 中国式 现代化 贡献 同济 力量 建言献策 小组 会上 汇报 分组讨论 情况 校领导 学院 书记 院长 会上 交流 发言 方守恩 讲话 指出 务虚会 开得 成效 三个 主题 报告 准备充分 既有 宏观 思考 分析 提出 创新 举措 体现 高质量 发展 思考 围绕 报告 分组讨论 交流 发言 围绕 主题 思考 一年 全校 团结一心 共同奋斗 成绩 学校 持续 向上 发展势头 贯彻落实 二十大 精神 开局 推进 十四五 规划 建设 关键 一年 贯彻落实 二十大 精神 立足 国家 发展 教育 发展 全局 看待 学校 发展 抢抓 发展 机遇 思考 学校 发展 目标 下一阶段 发展 战略 系统 观念 把握 主要矛盾 持续 深化改革 科学 谋划 学校 未来 高质量 发展 希望 会后 所在单位 认真学习 传达 本次 务虚会 精神 组织 带领 师生 贯彻落实 二十大 精神 推动 学校 各项事业 高质量 发展 中国 特色 世界 一流大学 建设 工作实绩 中国式 现代化 作出 同济 贡献 方守恩 扎实 做好 开学 各项 工作 提出 明确要求 江平 周游 视频 武毅翔,0.9975,1.0
2,同济大学徐祖信院士荣获何梁何利基金科学与技术进步奖,2023-02-17,2月17日，何梁何利基金2021和2022年度颁奖大会在北京举行。中国工程院院士、同济大学环境科学与工程学院教授徐祖信荣获何梁何利基金2022年度科学与技术进步奖。徐祖信院士长期致力于城市重污染河流治理，充分发挥环境、水力、市政三个学科交叉优势，提出了城市重污染河流“全系统耦合调控治理”的技术思想，带领团队研发了城市河流污染治理核心技术，形成了系统性解决方案，在上海苏州河治理中作出了突出贡献，在我国城市重污染水体治理中发挥了先导、示范和引领作用，同时培养了一支水环境综合治理领域的高水平人才队伍。徐祖信院士长期奋战在重大工程项目第一线。上世纪90年代末，作为苏州河环境综合治理技术小组组长，她提出了利用苏州河潮汐动能改善水体流动特性的建议，负责并参与苏州河水环境综合治理相关关键技术的研发，为苏州河河水变清发挥了重要作用。徐祖信作为第一完成人的项目“苏州河水环境治理关键技术研究与应用”获得2003年度国家科学技术进步奖二等奖。自2003年起，徐祖信带领团队针对上海及江南水乡农村环境特性开展了农村污水处理技术研究，研发了低碳化、低成本的成套农村污水生态化治理技术。如今，这些农村污水处理技术和工艺已在上海崇明、浦东新区以及华东地区等近百项农村污水治理工程中得到推广应用。徐祖信作为第一完成人的项目“农村污水生态处理技术体系与集成示范”获得2014年度国家科学技术进步奖二等奖。2019年3月，徐祖信院士编写的《加强河流污染治理，实现城市可持续发展：中国和其他发展中国家的经验》英文技术报告在第四届联合国环境大会上发布，中国治理污染河道的成功经验为其他发展中国家提供了范例。近年来，徐祖信院士带领团队积极投身国家水污染防治攻坚战，为福州市仓山区黑臭水体治理、巢湖市和马鞍山市水环境治理等国内数十个水环境治理项目贡献智慧。2022年，徐祖信院士受聘为海南省“六水共治”技术总师，为生态海南建设提供智力支撑。何梁何利基金由香港爱国金融家何善衡、梁銶琚、何添、利国伟于1994年创立，旨在奖励作出杰出贡献的科技工作者，促进中国科学技术事业的发展。该奖每年评选一次，设有“科学与技术成就奖”“科学与技术进步奖”“科学与技术创新奖”三个奖项。同济大学迄今共有9位学者获奖。,https://news.tongji.edu.cn/info/1002/83201.htm,何梁 何利 基金 年度 颁奖 大会 北京 中国工程院 院士 同济大学 环境 科学 工程学院 教授 徐祖信 荣获 何梁 何利 基金 年度 科学 技术 进步奖 徐祖信 院士 长期 致力于 城市 污染 河流 治理 充分发挥 环境 水力 市政 三个 学科 交叉 优势 提出 城市 污染 河流 系统 耦合 调控 治理 技术 思想 带领 团队 研发 城市 河流 污染 治理 核心技术 系统性 解决方案 上海 苏州河 治理 作出 突出贡献 我国 城市 污染 水体 治理 发挥 先导 示范 引领 作用 培养 一支 环境 综合治理 领域 高水平 人才队伍 徐祖信 院士 长期 奋战 工程项目 第一线 世纪 年代 苏州河 环境 综合治理 技术 小组 组长 提出 利用 苏州河 潮汐 动能 改善 水体 流动 特性 建议 负责 参与 苏州 河水 环境 综合治理 相关 关键技术 研发 苏州河 河水 发挥 作用 徐祖信 第一 项目 苏州 河水 环境治理 关键技术 研究 年度 国家 科学技术 进步奖 二等奖 徐祖信 带领 团队 上海 江南水乡 农村 环境 特性 农村 污水处理 技术 研究 研发 碳化 低成本 成套 农村 污水 生态化 治理 技术 农村 污水处理 技术 工艺 上海 崇明 浦东新区 华东地区 百项 农村 污水 治理 工程 推广应用 徐祖信 第一 项目 农村 污水 生态 技术 体系 集成 示范 年度 国家 科学技术 进步奖 二等奖 徐祖信 院士 编写 河流 污染 治理 城市 持续 发展 中国 发展中国家 经验 英文 技术 报告 第四届 联合国 环境 大会 发布 中国 治理 污染 河道 成功经验 发展中国家 提供 范例 徐祖信 院士 带领 团队 投身 国家 水污染 防治 攻坚战 福州市 仓山区 黑臭 水体 治理 巢湖市 马鞍山市 环境治理 国内 数十个 环境治理 项目 贡献 智慧 徐祖信 院士 受聘 海南省 六水共治 技术 总师 生态 海南 建设 提供 智力 支撑 何梁 何利 基金 香港 爱国 金融家 何善衡 何添 利国 伟于 创立 旨在 奖励 作出 杰出贡献 科技 工作者 中国 科学技术 事业 发展 该奖 评选 设有 科学 技术 成就奖 科学 技术 进步奖 科学 技术 创新奖 三个 奖项 同济大学 迄今 共有 学者 获奖,0.9927,0.0
3,【卓越研究生导学团队标兵⑦】与世界相交，与时代相通！同济这支团队始...,2023-02-16,全国首个机场工程虚拟实验平台、全国首条F类机场跑道、全球首条智能跑道……硕果累累的背后都有同济这支团队提供的智力支撑。日前，交通运输工程学院院长凌建明教授领衔的机场工程基础理论与智能建养团队，获评同济大学第二届“卓越”研究生导学团队标兵。“现代交通是信息技术和人工智能最为丰富的应用场景，早已超越传统意义上的土木建造，它是高度数字化的基础设施，是深度智慧赋能的科学技术。”凌建明解读交通学科发展，“智能时代叠加交通强国战略，蕴含着无比广阔的就业机会和事业前景，亟需堪当大任的战略交通科技人才。”开展立足国情、创新引领的科研攻关，成为行业领跑者“到本世纪中叶，全面建成人民满意、保障有力、世界前列的交通强国。基础设施规模质量、技术装备、科技创新能力、智能化与绿色化水平位居世界前列……”《交通强国建设纲要》摹画了一幅中国交通现代化的宏伟蓝图。基于“引领国际一流水平、服务国家战略需求、推动行业科技进步”的发展定位，传承发扬“思行合一，交融成艺”的同济百年交通学科办学理念，团队师生开展了立足国情、创新引领的科研攻关，取得了卓越成绩，成为行业领跑者。团队承担国家863计划项目、国家重点研发计划项目、国家自然科学基金重点项目、国防科技和军民融合项目、民航安全能力建设资金项目等科研任务280余项，发表SCI/EI论文500余篇，授权专利50余项、软著20余项，编写标准规范13部，出版专著和教材11部，获得国家科技进步二等奖5项、省部级和军队科技奖励23项、行业协会科技奖励29项。团队深耕机场工程领域近30年，面向新一代大飞机，系统开展了道面-道基结构体系非线性空间响应及其损伤效应的研究，建立了机场道面结构行为理论；提出了基于累计损伤原理、空间通行-覆盖理论、道基-道面协调变形控制的道面结构设计新方法；开发了道面性能评价与动态维护新技术，自主研发了我国第一个机场道面管理系统；提出了智慧飞行区及智能跑道的技术框架……相关成果被5部民用和军用机场规范采纳，在全国和海外的150多个机场应用，支撑了我国第一条F类机场跑道、第一个大型军用运输机场、第一条多次加铺跑道不停航改造工程和全球第一条智能跑道的建设，实现了我国机场工程从跟跑、并跑到领跑的跨越发展。 为学子提供契合交通强国战略和智能时代需求的培养方案和平台“新时代机场工程人才培养对家国情怀、创新思维、系统观念等课程思政元素有着天然的需求，如何深入挖掘专业课程承载的隐形思政功能？”这个问题萦绕在凌建明的心头。近年来，他带领团队着力开展课程思政体系建设和教学育人模式改革，为学子提供契合交通强国战略和智能时代需求的培养方案和平台。秉持“思政教育与专业教学并行、基础知识与工程案例并重”的教学思路，凌建明团队引导学生从国家发展和行业进步的视角思考学习重点，在区域经济和综合交通的大系统中思考机场工程专业问题。结合行业发展和研究进展，凌建明动态更新教学内容和案例库，在新时代“大国工程”案例教学中提炼中国智慧。学生纷纷表示：“不仅收获了满满的干货，更树立了投身交通强国建设的信心。”凌建明教授录制在线精品课程团队建立了“专业课程+实践平台+大师讲坛”的多平台育人模式。互动式专业课程上，引导学生用马克思主义方法论提挈专业知识，服务中国式现代化建设；沉浸式实践教学上，开发了全国首个机场工程虚拟实验平台，培养学生动手能力；案例式大师讲坛上，邀请港珠澳大桥管理局党委书记朱永灵校友，讲重大工程中的中国智慧。团队打造了课程思政的同济样本：凌建明牵头成立了国内首个交通学科思政教育研究中心，交通运输工程专业入选上海高校课程思政领航计划，团队骨干赵鸿铎教授主持编写了全国首部针对专业门类的课程思政教学指南——《交通运输类课程思政教学指南》，形成示范效应。团队导师实施崇尚科学、德才兼备的人才培养理念，高质量履行新时代大学生教学和研究生培养职责的努力得到了认可。导师们先后获得国家教学成果二等奖、上海市高等教育优秀教学成果特等奖、中国交通教育科学研究优秀成果奖一等奖、同济大学教学成果奖特等奖、同济大学师德师风优秀教师、同济大学“名课优师”等荣誉。营造勠力同心、和衷共济的团队文化氛围 “从满怀期待到逐渐融入团队，感受到了大家庭的温暖，非常庆幸能加入这样一个高水平的平台。”硕士研究生侯天新说。“团队老师在追求卓越、科研报国方面为我们作出了表率。正是因为老师们的全方位提携，我们才能行稳致远。”博士生王增逸说。组会上，交流近期学业收获时，学生们普遍感到“思考的乐趣与突破的喜悦”。团队现有导师11名、博士生40名、硕士生36名，考虑到团队研究方向广、科研项目多、成员数量大，团队构建了规范的管理制度，涵盖工作导则、例会制度等，指导研究生的学习、科研、实习等方方面面。以例会制度为例，团队大组会每两周一次，导师小组会每周即时举行。大组会一般安排项目专题研讨、学术成果分享、文献综述汇报等，不同研究方向的学生可以碰撞出学科交叉的火花。小组会则侧重解决学生的个性化难题，指导学生的研究进展。团队营造了勠力同心、和衷共济的文化氛围。团队研究生组成的党支部持续推进“助学·筑梦·铸人”尖子生助学圆梦计划，开展“点对点”教育资金筹集和“多对多”线上授课助学，覆盖福建省松溪县1200余名贫困学生，帮扶班级升学率提高50%，支部入选上海高校“百个学生样板党支部”。在导师们春风化雨、润物无声的培养下，团队学子成绩喜人：近3年来，团队研究生发表SCI/EI论文70余篇，受邀国际学术会议报告30余次，授权专利20余项、申请40余项，获得校级以上荣誉奖项80余人次，包括上海市青年五四奖章、国家奖学金、上海市优秀毕业生等。团队支持研究生面向社会需求和行业痛点，投身创新创业实践，推动成果转化应用。近3年来，团队研究生获得创新创业比赛奖项40余人次。在赵鸿铎教授指导下，学生创新创业项目“Ultra Road：车路交互状态集成感知模块”在上海申嘉湖高速、上海龙华机场等地试点应用，并获得中国“互联网+交通运输”创新创业大赛一等奖、“挑战杯”中国大学生创业计划竞赛银奖和上海市金奖。学生创新创业项目“水灵感：路表湿滑状态智能监测专家”在北京首都国际机场、成都天府国际机场等多处开展科研应用，并在新加坡实里达机场实现了全球首次商业应用，获得“挑战杯”上海市大学生创业计划竞赛金奖、“中国创翼”创新创业大赛上海市二等奖等奖项，并入驻创业谷。省人大代表、“双一流”高校教授、部委科研院主任、企业高管……20余年来，69名博士、176名硕士从这里出发，成长为“德才兼备、堪当大任”的行业骨干和国家栋梁，他们在交通强国建设征程中建功立业。,https://news.tongji.edu.cn/info/1002/83188.htm,全国 首个 机场 工程 虚拟 实验 平台 全国 首条 机场跑道 全球 首条 智能 跑道 硕果累累 背后 同济 这支 团队 提供 智力 支撑 日前 交通运输 工程学院 院长 凌建明 教授 领衔 机场 工程 基础理论 智能 建养 团队 获评 同济大学 第二届 卓越 研究生 导学 团队 标兵 交通 信息技术 人工智能 最为 场景 早已 超越 传统意义 土木 建造 高度 数字化 基础设施 深度 智慧 赋能 科学技术 凌建明 解读 交通 学科 发展 智能 时代 叠加 交通 强国 战略 蕴含着 无比 广阔 就业机会 事业 前景 亟需 堪当大任 战略 交通 科技人才 立足 国情 创新 引领 科研 攻关 行业 领跑者 本世纪 中叶 建成 人民满意 保障 世界 前列 交通 强国 基础设施 规模 质量 技术装备 科技 创新能力 智能化 绿色 水平 位居 世界 前列 交通 强国 建设 纲要 摹画 一幅 中国 交通 现代化 宏伟蓝图 引领 国际 一流 水平 服务 国家 战略 需求 推动 行业 科技进步 发展 定位 传承 发扬 思行 合一 交融 成艺 同济 百年 交通 学科 办学 理念 团队 师生 立足 国情 创新 引领 科研 攻关 卓越 成绩 行业 领跑者 团队 承担 国家 计划 项目 国家 重点 研发 计划 项目 国家自然科学基金 重点项目 国防科技 军民 融合 项目 民航 能力 建设 资金 项目 科研任务 余项 发表 论文 余篇 授权 专利 余项 软著 余项 编写 标准规范 出版 专著 教材 国家 科技进步 二等奖 省部级 军队 科技 奖励 行业协会 科技 奖励 团队 深耕 机场 工程 领域 面向 新一代 飞机 系统 道面 道基 结构 体系 非线性 空间 响应 损伤 效应 研究 建立 机场 道面 结构 理论 提出 累计 损伤 原理 空间 通行 覆盖 理论 道基 道面 协调 变形 控制 道面 结构设计 方法 开发 道面 性能 评价 动态 维护 技术 自主 研发 我国 第一个 机场 道面 管理系统 提出 智慧 飞行区 智能 跑道 技术 框架 相关 成果 民用 军用机场 规范 采纳 全国 海外 多个 机场 支撑 我国 第一条 机场跑道 第一个 大型 军用 运输 机场 第一条 加铺 跑道 停航 改造 工程 全球 第一条 智能 跑道 建设 我国 机场 工程 领跑 跨越 发展 学子 提供 契合 交通 强国 战略 智能 时代 需求 培养 方案 平台 时代 机场 工程 人才培养 对家国 情怀 创新 思维 系统 观念 课程 思政 元素 天然 需求 挖掘 专业课程 承载 隐形 思政 功能 萦绕在 凌建明 心头 带领 团队 着力 课程 政体 建设 教学 育人 模式 改革 学子 提供 契合 交通 强国 战略 智能 时代 需求 培养 方案 平台 秉持 思政 教育 专业 教学 并行 基础知识 工程 案例 并重 教学 思路 凌建明 团队 引导 学生 国家 发展 行业 视角 思考 学习 重点 区域 经济 综合 交通 系统 思考 机场 工程 专业 行业 发展 研究进展 凌建明 动态 更新 教学内容 案例库 时代 大国 工程 案例 教学 提炼 中国 智慧 学生 纷纷表示 收获 满满的 干货 树立 投身 交通 强国 建设 信心 凌建明 教授 录制 在线 精品课程 团队 建立 专业课程 实践 平台 大师 讲坛 平台 育人 模式 互动式 专业课程 引导 学生 马克思主义 方法论 提挈 专业知识 服务 中国式 现代化 建设 沉浸 实践 教学 开发 全国 首个 机场 工程 虚拟 实验 平台 培养 学生 动手 能力 案例 大师 讲坛 邀请 港珠澳 大桥 管理局 党委书记 朱永灵 校友 工程 中国 智慧 团队 打造 课程 思政 同济 样本 凌建明 牵头 成立 国内 首个 交通 学科 思政 教育 研究 中心 交通运输 工程 专业 入选 上海 高校 课程 思政 领航 计划 团队 骨干 赵鸿铎 教授 主持 编写 全国 首部 专业 门类 课程 思政 教学 指南 交通运输 课程 思政 教学 指南 示范 效应 团队 导师 实施 崇尚 科学 德才兼备 人才培养 理念 高质量 履行 时代 大学生 教学 研究生 培养 职责 努力 认可 导师 国家 教学 成果 二等奖 上海市 高等教育 优秀 教学 成果 特等奖 中国 交通 教育 科学研究 优秀 成果奖 一等奖 同济大学 教学 成果奖 特等奖 同济大学 师德师 优秀教师 同济大学 名课 优师 荣誉 营造 同心 和衷共济 团队 文化氛围 满怀 期待 融入 团队 感受 大家庭 温暖 庆幸 高水平 平台 硕士 研究生 侯天 团队 老师 追求 卓越 科研 报国 作出 表率 老师 全方位 提携 行稳 致远 博士生 王增逸 会上 交流 近期 学业 收获 学生 感到 思考 乐趣 突破 喜悦 团队 现有 导师 博士生 硕士生 团队 研究 方向 科研项目 成员 数量 团队 构建 规范 管理制度 涵盖 工作 导则 例会 制度 指导 研究生 学习 科研 实习 方方面面 例会 制度 为例 团队 大组会 两周 导师 小组会 每周 即时 大组会 安排 项目 专题研讨 学术 成果 分享 文献 综述 汇报 研究 方向 学生 碰撞 学科 交叉 火花 小组会 侧重 解决 学生 个性化 难题 指导 学生 研究进展 团队 营造 同心 和衷共济 文化氛围 团队 研究生 党支部 持续 推进 助学 筑梦 尖子生 助学 圆梦 计划 点对点 教育 资金 筹集 线上 授课 助学 覆盖 福建省 松溪县 余名 贫困学生 帮扶 班级 升学率 提高 支部 入选 上海 高校 百个 学生 样板 党支部 导师 春风化雨 润物无声 培养 团队 学子 成绩 喜人 年来 团队 研究生 发表 论文 余篇 受邀 国际 学术会议 报告 余次 授权 专利 余项 申请 余项 校级 荣誉 奖项 余人次 包括 上海市 青年 五四 奖章 国家 奖学金 上海市 优秀 毕业生 团队 支持 研究生 面向社会 需求 行业 痛点 投身 创新 创业 实践 推动 成果 转化 年来 团队 研究生 创新 创业 比赛 奖项 余人次 赵鸿铎 教授 指导 学生 创新 创业项目 车路 交互 状态 集成 感知 模块 上海 申嘉湖 高速 上海 龙华 机场 试点 中国 互联网 交通运输 创新 创业 大赛 一等奖 挑战杯 中国 大学生 创业 计划 竞赛 银奖 上海市 金奖 学生 创新 创业项目 灵感 路表湿 状态 智能 监测 专家 北京 首都国际机场 成都 天府 国际 机场 多处 科研 新加坡 实里 机场 全球 首次 商业 挑战杯 上海市 大学生 创业 计划 竞赛 金奖 中国 创翼 创新 创业 大赛 上海市 二等奖 等奖项 入驻 创业 人大代表 一流 高校 教授 部委 科研 主任 企业 高管 余年 博士 硕士 出发 成长 德才兼备 堪当大任 行业 骨干 国家栋梁 交通 强国 建设 征程 建功立业,0.9969,1.0
