主题数,困惑度,一致性
2,-7.595789040274174,0.43336227037792774
3,-7.6912753003484156,0.3910466208173155
4,-7.72410167415063,0.3966067979075094
5,-7.783107308822763,0.41912963080455423
6,-7.840456916669379,0.40246838177265093
7,-7.922210065680076,0.4264084677371424
8,-8.040770459873167,0.4024777286439033
9,-8.175068794227887,0.42793196479518975
10,-8.392107350139076,0.43806838025349554
11,-8.596829712375012,0.4502880803220743
12,-8.801273611664747,0.3890108827653001
13,-8.94749754659273,0.44364533111210264
14,-9.076315007073953,0.40723402599348135
