主题数,困惑度,一致性
2,-7.454174481662662,0.31304989602626987
3,-7.46465976103233,0.31934123966973393
4,-7.497144603603926,0.3014268865336421
5,-7.545835629162931,0.3232866032342387
6,-7.553122411430903,0.33872016186944603
7,-7.779619415583816,0.311545431144817
8,-7.749401342164291,0.3447746528709146
9,-7.7807632649016965,0.27907500815302166
10,-7.932775584875625,0.30456057234843975
11,-8.018732477033474,0.31594220949370105
12,-8.10049055046517,0.3310744293523188
13,-8.099194148093567,0.3157420071468548
14,-8.194866764572273,0.3149458474955634
