主题数,困惑度,一致性
2,-9.591978855006742,0.6230611391771237
3,-9.450536974380796,0.5796683708122413
4,-9.432691164806567,0.6416652156911227
5,-9.37552869470817,0.7206804352132832
6,-9.47716087439994,0.6205941432888314
7,-9.520344614949959,0.7063374920488723
8,-9.660092212903704,0.7240948710785762
9,-9.976513895508777,0.7206046393086843
10,-10.291205378334602,0.7064466831815192
11,-10.693407843765051,0.69201241261471
12,-11.098158063351923,0.7238741261351431
13,-11.424105998664205,0.7079744558547201
14,-11.733837615243488,0.6873623355041693
