时间,fenci,主题概率,主题类型
2023-10-06,人类 社会 抵制 产品,"[(0, 0.0336224), (1, 0.033408556), (2, 0.03346263), (3, 0.8321744), (4, 0.033593133), (5, 0.03373891)]",3
2023-10-08,猪头,"[(0, 0.16796431), (1, 0.16579178), (2, 0.17680869), (3, 0.16075656), (4, 0.1687899), (5, 0.15988874)]",2
2023-10-08,喜欢,"[(0, 0.08426013), (1, 0.083961815), (2, 0.08340454), (3, 0.58106667), (4, 0.08394811), (5, 0.08335875)]",3
2023-10-23,原料 头痛 换成,"[(0, 0.04196457), (1, 0.0418309), (2, 0.041766956), (3, 0.7896703), (4, 0.041870672), (5, 0.042896617)]",3
2023-10-19,粉丝 模仿,"[(0, 0.055593006), (1, 0.05562777), (2, 0.055593107), (3, 0.7220041), (4, 0.05557871), (5, 0.055603337)]",3
2023-10-19,年老 不到 陪葬,"[(0, 0.042055305), (1, 0.79059047), (2, 0.041720226), (3, 0.04184789), (4, 0.04177443), (5, 0.042011667)]",1
2023-12-09,评论,"[(0, 0.083379045), (1, 0.083826266), (2, 0.083423674), (3, 0.08476705), (4, 0.083361566), (5, 0.5812424)]",5
2023-12-09,热度,"[(0, 0.08334504), (1, 0.083555095), (2, 0.083467185), (3, 0.58293784), (4, 0.08333482), (5, 0.08336001)]",3
2023-12-09,热度,"[(0, 0.08334504), (1, 0.083555065), (2, 0.08346719), (3, 0.58293784), (4, 0.08333482), (5, 0.08336001)]",3
2023-10-21,国事,"[(0, 0.16799693), (1, 0.16675799), (2, 0.17492923), (3, 0.16112813), (4, 0.1689431), (5, 0.16024458)]",2
2023-10-22,付以 负心 不值,"[(0, 0.041704334), (1, 0.041700155), (2, 0.7914956), (3, 0.041699864), (4, 0.041700233), (5, 0.04169981)]",2
2023-10-23,感觉 厉害,"[(0, 0.055569794), (1, 0.056036964), (2, 0.055681907), (3, 0.7213749), (4, 0.055629242), (5, 0.055707227)]",3
2023-10-23,思考 深邃,"[(0, 0.055747375), (1, 0.0557937), (2, 0.7215468), (3, 0.055596497), (4, 0.05562072), (5, 0.0556949)]",2
2023-10-23,厉害,"[(0, 0.08334016), (1, 0.0833627), (2, 0.08334018), (3, 0.582918), (4, 0.08334017), (5, 0.083698824)]",3
2023-11-01,废水,"[(0, 0.08376168), (1, 0.08389047), (2, 0.08352556), (3, 0.58126307), (4, 0.08345919), (5, 0.08410004)]",3
2023-12-19,禽兽 玩意儿,"[(0, 0.3889954), (1, 0.055704284), (2, 0.05560834), (3, 0.38850158), (4, 0.05560746), (5, 0.0555829)]",0
2023-11-01,抵制 日货 做起 忘记 消失,"[(0, 0.028052159), (1, 0.02783611), (2, 0.0278665), (3, 0.8606487), (4, 0.027804255), (5, 0.027792314)]",3
2023-11-08,管天 管地 放屁,"[(0, 0.04170593), (1, 0.04170588), (2, 0.04170602), (3, 0.041705534), (4, 0.7914712), (5, 0.041705474)]",4
2023-11-08,言说 照镜子 撒尿,"[(0, 0.041788377), (1, 0.041788213), (2, 0.04178868), (3, 0.041787103), (4, 0.041788515), (5, 0.79105914)]",5
2023-11-08,姿色,"[(0, 0.16831467), (1, 0.16644299), (2, 0.17447296), (3, 0.16112767), (4, 0.16939662), (5, 0.16024506)]",2
2024-01-23,互关,"[(0, 0.16771305), (1, 0.16598849), (2, 0.17706195), (3, 0.16079795), (4, 0.1685119), (5, 0.15992671)]",2
2023-11-24,挡风 可恶,"[(0, 0.05558744), (1, 0.055587396), (2, 0.72204465), (3, 0.0555871), (4, 0.055594202), (5, 0.055599153)]",2
2023-11-25,离谱,"[(0, 0.083379276), (1, 0.08341633), (2, 0.08334322), (3, 0.5830971), (4, 0.083343215), (5, 0.08342088)]",3
2023-12-07,文笔,"[(0, 0.083365284), (1, 0.58301556), (2, 0.08336535), (3, 0.08340116), (4, 0.08336998), (5, 0.08348267)]",1
2023-12-07,谦虚,"[(0, 0.16754226), (1, 0.16594017), (2, 0.17765799), (3, 0.1608135), (4, 0.16810824), (5, 0.15993783)]",2
2023-12-11,表态,"[(0, 0.58323395), (1, 0.08336389), (2, 0.08334894), (3, 0.0833373), (4, 0.08336187), (5, 0.08335408)]",0
2023-12-09,抵制 日货 做起 忘记,"[(0, 0.03372873), (1, 0.03336493), (2, 0.033341203), (3, 0.8328443), (4, 0.033372402), (5, 0.03334844)]",3
2023-12-27,玩意 秃头,"[(0, 0.055791877), (1, 0.055686105), (2, 0.0556893), (3, 0.05569026), (4, 0.05568645), (5, 0.721456)]",5
2023-12-29,体验 优质 加热器,"[(0, 0.042006735), (1, 0.34600055), (2, 0.48662972), (3, 0.041777372), (4, 0.041847944), (5, 0.041737672)]",2
2024-01-09,缺德,"[(0, 0.5832628), (1, 0.08334129), (2, 0.08334132), (3, 0.083341256), (4, 0.083341315), (5, 0.08337202)]",0
2023-12-31,开头,"[(0, 0.083360754), (1, 0.58319676), (2, 0.08336081), (3, 0.083360456), (4, 0.08336079), (5, 0.08336041)]",1
2024-01-14,牌子 软糖,"[(0, 0.7220865), (1, 0.05557001), (2, 0.055572942), (3, 0.05562442), (4, 0.055570044), (5, 0.055576127)]",0
2024-01-14,回复,"[(0, 0.08333927), (1, 0.5833038), (2, 0.083339274), (3, 0.0833392), (4, 0.08333928), (5, 0.083339185)]",1
2024-01-19,博导 确实 可恨,"[(0, 0.7913259), (1, 0.041697584), (2, 0.041684367), (3, 0.041686445), (4, 0.04184404), (5, 0.041761663)]",0
2024-01-19,忘本,"[(0, 0.08339855), (1, 0.08339847), (2, 0.0833987), (3, 0.083397835), (4, 0.08339864), (5, 0.5830078)]",5
2024-01-29,回来,"[(0, 0.08364799), (1, 0.083444215), (2, 0.08335316), (3, 0.083399475), (4, 0.58279747), (5, 0.08335767)]",4
2024-02-09,不枉,"[(0, 0.16822779), (1, 0.16582416), (2, 0.17696823), (3, 0.16076253), (4, 0.16832389), (5, 0.15989341)]",2
2024-02-09,出道 讨厌 矮子,"[(0, 0.0417926), (1, 0.35355127), (2, 0.4794331), (3, 0.041774623), (4, 0.04172308), (5, 0.041725326)]",2
2023-10-05,食品 不用,"[(0, 0.055564687), (1, 0.056554526), (2, 0.05558145), (3, 0.056586016), (4, 0.71923107), (5, 0.0564823)]",4
2023-10-05,地震 级别,"[(0, 0.055756204), (1, 0.7203516), (2, 0.056223437), (3, 0.055672314), (4, 0.05611943), (5, 0.055877008)]",1
2023-10-05,海啸 猛烈,"[(0, 0.0555692), (1, 0.72106814), (2, 0.055686243), (3, 0.055772725), (4, 0.055566836), (5, 0.056336813)]",1
2023-10-05,污水 引发 海啸 地震,"[(0, 0.033485), (1, 0.033564), (2, 0.0335975), (3, 0.033560477), (4, 0.033418093), (5, 0.8323749)]",5
2023-10-06,见到 话题,"[(0, 0.055599988), (1, 0.055713523), (2, 0.0558026), (3, 0.3859302), (4, 0.39111826), (5, 0.05583541)]",4
2023-10-27,核污染 排海 报复,"[(0, 0.04171976), (1, 0.26405016), (2, 0.041779835), (3, 0.041928373), (4, 0.041836902), (5, 0.56868494)]",5
2023-10-06,排放 抵制 日货 无力 发声,"[(0, 0.3621457), (1, 0.028093435), (2, 0.027888864), (3, 0.5260979), (4, 0.027874416), (5, 0.027899712)]",3
2023-10-10,内地,"[(0, 0.58306044), (1, 0.08334278), (2, 0.08335036), (3, 0.08334844), (4, 0.083555296), (5, 0.08334267)]",0
2023-10-09,月份,"[(0, 0.083444774), (1, 0.083363205), (2, 0.08345233), (3, 0.08381617), (4, 0.5822639), (5, 0.08365959)]",4
2023-10-08,谣言,"[(0, 0.083365306), (1, 0.083441116), (2, 0.08336538), (3, 0.08347119), (4, 0.08347654), (5, 0.58288044)]",5
2023-10-10,辐射,"[(0, 0.083473004), (1, 0.083629005), (2, 0.08377359), (3, 0.0836841), (4, 0.08407943), (5, 0.5813609)]",5
2023-10-29,爷爷 打架 偷排 污水,"[(0, 0.033427406), (1, 0.033388127), (2, 0.03338817), (3, 0.5924016), (4, 0.03339948), (5, 0.27399516)]",3
2023-11-02,传递信息 关注 普法,"[(0, 0.041755665), (1, 0.041771393), (2, 0.041766737), (3, 0.79102427), (4, 0.041796274), (5, 0.041885644)]",3
2023-11-02,传递信息 平台,"[(0, 0.055888467), (1, 0.055706207), (2, 0.055898458), (3, 0.05642499), (4, 0.055904955), (5, 0.72017694)]",5
2023-11-02,愉快,"[(0, 0.083348244), (1, 0.08334823), (2, 0.58304626), (3, 0.083555974), (4, 0.08335323), (5, 0.08334806)]",2
2023-11-18,排完,"[(0, 0.0833449), (1, 0.083344884), (2, 0.08334493), (3, 0.5829975), (4, 0.0833952), (5, 0.08357259)]",3
2023-11-25,负责 费用 开支,"[(0, 0.04174846), (1, 0.04198669), (2, 0.041722145), (3, 0.041810114), (4, 0.041764617), (5, 0.790968)]",5
2023-12-04,小伙伴 咖啡 超话 社区 看吧 回家 指路 咖啡,"[(0, 0.2511312), (1, 0.01867686), (2, 0.18472946), (3, 0.018596182), (4, 0.14240672), (5, 0.38445958)]",5
2024-01-03,专家 研究室 污水 放射性物质 污水 释放 国际原子能机构 报告 说法 释除 大众 疑虑,"[(0, 0.012916891), (1, 0.012882201), (2, 0.013003728), (3, 0.012957699), (4, 0.6160399), (5, 0.33219963)]",4
2024-01-03,民选,"[(0, 0.16774118), (1, 0.16606313), (2, 0.17701046), (3, 0.16090322), (4, 0.16825704), (5, 0.16002496)]",2
2024-01-03,能登 半岛 发生 强震 时间 地震 死亡 尚有 民众 废墟 死伤 人数 地震 导致 核电站 燃料 池水 溢出 广受 关注 核电站 置于 舆论 风口浪尖,"[(0, 0.052540384), (2, 0.4752296), (5, 0.4521168)]",2
2024-01-04,现状,"[(0, 0.08337945), (1, 0.083712325), (2, 0.08342419), (3, 0.083561055), (4, 0.083358414), (5, 0.5825646)]",5
2024-01-03,地震 听说 好像 泄露,"[(0, 0.033639554), (1, 0.5410671), (2, 0.03359961), (3, 0.32478252), (4, 0.033361986), (5, 0.03354917)]",1
2024-02-03,小节 大义,"[(0, 0.05572108), (1, 0.7218655), (2, 0.05559602), (3, 0.05561669), (4, 0.055595964), (5, 0.055604763)]",1
2024-02-27,标题 事实,"[(0, 0.05557719), (1, 0.05606449), (2, 0.05576867), (3, 0.251987), (4, 0.055772785), (5, 0.52482986)]",5
2024-02-04,全世界 垃圾,"[(0, 0.72146803), (1, 0.055612), (2, 0.05563841), (3, 0.055985227), (4, 0.05561422), (5, 0.05568217)]",0
2024-02-09,小伙伴 超话 社区 看吧 回家 指路,"[(0, 0.19714414), (1, 0.023893146), (2, 0.26083374), (3, 0.023937112), (4, 0.18982235), (5, 0.30436948)]",5
2024-02-11,脚盆 欠揍,"[(0, 0.05570347), (1, 0.05570326), (2, 0.05570386), (3, 0.05570184), (4, 0.055703644), (5, 0.72148395)]",5
2024-02-09,灭亡,"[(0, 0.5830122), (1, 0.08347544), (2, 0.0834575), (3, 0.08333807), (4, 0.08333813), (5, 0.083378635)]",0
2024-02-17,土下,"[(0, 0.16724592), (1, 0.1657678), (2, 0.17868881), (3, 0.16067639), (4, 0.16781639), (5, 0.1598047)]",2
2024-02-17,相比 告解 仪式,"[(0, 0.041826867), (1, 0.04178864), (2, 0.0417815), (3, 0.041780014), (4, 0.04178135), (5, 0.7910416)]",5
2024-02-16,核污染 水排 呼吁 加大 制裁 力度 保护 人类 健康,"[(0, 0.016740113), (1, 0.016734522), (2, 0.016769797), (3, 0.5346977), (4, 0.016985822), (5, 0.398072)]",3
2024-02-16,晚安,"[(0, 0.08339148), (1, 0.5832018), (2, 0.08334003), (3, 0.083368324), (4, 0.08335837), (5, 0.08333993)]",1
2024-02-24,数据 证明 废水,"[(0, 0.041767165), (1, 0.0417935), (2, 0.041844692), (3, 0.7907133), (4, 0.041811794), (5, 0.04206954)]",3
2024-02-24,洋流,"[(0, 0.08347093), (1, 0.08344602), (2, 0.08351369), (3, 0.582849), (4, 0.08334529), (5, 0.083375014)]",3
2023-10-05,距离,"[(0, 0.0834131), (1, 0.08389369), (2, 0.083470635), (3, 0.58157593), (4, 0.08424468), (5, 0.083401956)]",3
2023-10-01,丰盛,"[(0, 0.08336076), (1, 0.58319676), (2, 0.08336082), (3, 0.08336046), (4, 0.08336079), (5, 0.08336042)]",1
2023-11-01,貌似,"[(0, 0.08335433), (1, 0.08335431), (2, 0.58320963), (3, 0.08337332), (4, 0.08335436), (5, 0.08335406)]",2
2023-11-01,限流 肯定 操作,"[(0, 0.0418171), (1, 0.40701514), (2, 0.042130083), (3, 0.42491496), (4, 0.042320672), (5, 0.041802038)]",3
2023-11-02,愉快,"[(0, 0.083348244), (1, 0.08334823), (2, 0.58304566), (3, 0.08355656), (4, 0.08335323), (5, 0.08334806)]",2
2023-11-02,关注度 不高,"[(0, 0.055591684), (1, 0.05559166), (2, 0.7218101), (3, 0.055820905), (4, 0.055591762), (5, 0.055593833)]",2
2023-11-18,答应 事情,"[(0, 0.055594467), (1, 0.7210226), (2, 0.05561073), (3, 0.056321017), (4, 0.055660542), (5, 0.055790614)]",1
2023-12-14,请教 网友 薯是,"[(0, 0.041727252), (1, 0.041928865), (2, 0.04178815), (3, 0.04182563), (4, 0.041756906), (5, 0.7909732)]",5
2023-12-14,主页 案例 想法 私信 评论,"[(0, 0.027813904), (1, 0.2681938), (2, 0.0278368), (3, 0.62039876), (4, 0.02783563), (5, 0.027921068)]",3
2023-10-06,建议,"[(0, 0.08343142), (1, 0.08350308), (2, 0.083433464), (3, 0.08355832), (4, 0.5826364), (5, 0.08343728)]",4
2024-02-17,厉害 进化,"[(0, 0.055573266), (1, 0.055615183), (2, 0.055573303), (3, 0.72177565), (4, 0.055773754), (5, 0.055688884)]",3
2024-02-17,厉害,"[(0, 0.08334016), (1, 0.0833627), (2, 0.08334018), (3, 0.58291477), (4, 0.08334017), (5, 0.08370201)]",3
2023-11-24,内阁 内讧,"[(0, 0.055720706), (1, 0.72074187), (2, 0.05640314), (3, 0.055707265), (4, 0.05570911), (5, 0.05571791)]",1
2023-10-11,评论 求助 骗子 捐款 举报 捐款 账单 详情 点击 商家 投诉 发邮件 邮箱 申请 退款 词条,"[(0, 0.067930564), (2, 0.30762517), (3, 0.59455687), (4, 0.010083998)]",3
2023-10-28,呐喊,"[(0, 0.16816613), (1, 0.16601644), (2, 0.17653425), (3, 0.16087256), (4, 0.16841254), (5, 0.15999809)]",2
2023-10-04,污水,"[(0, 0.084096104), (1, 0.08361395), (2, 0.08362513), (3, 0.580621), (4, 0.08375329), (5, 0.08429049)]",3
2023-10-07,生气 难过,"[(0, 0.05560163), (1, 0.7219685), (2, 0.055603873), (3, 0.055674113), (4, 0.055572286), (5, 0.05557961)]",1
2023-10-11,接没 接触 堆芯 浓度 原因,"[(0, 0.027833635), (1, 0.028017137), (2, 0.8600517), (3, 0.028065491), (4, 0.027949898), (5, 0.028082121)]",2
2023-10-01,卧槽 吓人,"[(0, 0.055565953), (1, 0.055565942), (2, 0.05556598), (3, 0.7221605), (4, 0.055565983), (5, 0.055575646)]",3
2023-10-01,头胸甲 隆起 犹如 戏剧 脸谱 世界 类群 雌性 雄性 对称 步足 扁平 位于,"[(0, 0.8540138), (1, 0.011943537), (2, 0.011937692), (3, 0.011948003), (4, 0.09821829), (5, 0.011938728)]",0
2023-10-03,真假 忘记 污水 抵制 日货 做起,"[(0, 0.024020346), (1, 0.023842527), (2, 0.023831924), (3, 0.88051194), (4, 0.023850847), (5, 0.023942428)]",3
2023-10-03,排放 废水 热度 保命,"[(0, 0.35985473), (1, 0.033454537), (2, 0.0334444), (3, 0.5062266), (4, 0.033430856), (5, 0.033588905)]",3
2023-10-03,星球,"[(0, 0.08337453), (1, 0.08370385), (2, 0.0836147), (3, 0.5822488), (4, 0.08358926), (5, 0.083468854)]",3
2023-10-05,丧尸,"[(0, 0.08336402), (1, 0.08336398), (2, 0.08336409), (3, 0.083414964), (4, 0.5831293), (5, 0.08336364)]",4
2023-10-04,希望 重视 污水 排海 遗忘 淡忘 抵制 关乎 健康 环境 生态 可逆 发声,"[(0, 0.011965673), (1, 0.011936756), (2, 0.012043044), (3, 0.5032582), (4, 0.012036244), (5, 0.44876003)]",3
2023-10-04,舆论 带走 心疼,"[(0, 0.041695096), (1, 0.790636), (2, 0.042401258), (3, 0.041758347), (4, 0.041722804), (5, 0.04178645)]",1
2023-10-05,吓人,"[(0, 0.083344065), (1, 0.08334405), (2, 0.08334409), (3, 0.58327985), (4, 0.08334408), (5, 0.08334392)]",3
2023-10-07,苹果 手机,"[(0, 0.055590015), (1, 0.05562515), (2, 0.05560471), (3, 0.055587117), (4, 0.0564354), (5, 0.7211576)]",5
2023-10-12,表态,"[(0, 0.58323395), (1, 0.08336389), (2, 0.08334893), (3, 0.08333729), (4, 0.083361864), (5, 0.08335407)]",0
2023-10-06,表态,"[(0, 0.5832339), (1, 0.08336389), (2, 0.08334894), (3, 0.08333729), (4, 0.0833619), (5, 0.08335408)]",0
2023-10-08,症状,"[(0, 0.08342613), (1, 0.08334645), (2, 0.0833465), (3, 0.08334632), (4, 0.08334649), (5, 0.5831881)]",5
2023-10-08,门儿,"[(0, 0.16856244), (1, 0.1663978), (2, 0.17370497), (3, 0.16117515), (4, 0.16986819), (5, 0.16029151)]",2
2023-11-03,肯定 生态 显出 效果 时间,"[(0, 0.027873246), (1, 0.02787223), (2, 0.02792652), (3, 0.8602018), (4, 0.028096884), (5, 0.028029313)]",3
2023-10-07,没事 不到,"[(0, 0.055720277), (1, 0.05582241), (2, 0.05557566), (3, 0.055661384), (4, 0.055640712), (5, 0.72157955)]",5
2023-10-08,淡忘 排放,"[(0, 0.056337792), (1, 0.055670664), (2, 0.7190212), (3, 0.05634076), (4, 0.05600521), (5, 0.05662439)]",2
2023-10-09,电锯 不爽 开关 切开 地球,"[(0, 0.027821526), (1, 0.027830698), (2, 0.63650984), (3, 0.027920624), (4, 0.25209242), (5, 0.027824853)]",2
2023-10-09,打算 铁矿 变异 磁王,"[(0, 0.033469502), (1, 0.03343402), (2, 0.033484183), (3, 0.03346305), (4, 0.033402536), (5, 0.8327467)]",5
2023-10-13,资本 蛋糕,"[(0, 0.05621573), (1, 0.40174386), (2, 0.05557774), (3, 0.3752916), (4, 0.05557772), (5, 0.05559339)]",1
2023-10-13,理解 抵制,"[(0, 0.056096938), (1, 0.05582378), (2, 0.055750288), (3, 0.72089684), (4, 0.05565154), (5, 0.05578064)]",3
2023-10-14,保护 动物 助力,"[(0, 0.041752376), (1, 0.041702613), (2, 0.041759297), (3, 0.7912624), (4, 0.041737825), (5, 0.041785534)]",3
2023-10-15,点点,"[(0, 0.16794786), (1, 0.1658861), (2, 0.17690992), (3, 0.16080302), (4, 0.16852158), (5, 0.15993156)]",2
2023-10-16,打卡 不行 大爷 踩点 成功 欣慰 机子 暴力 起不来 起不来 摸鱼 打瞌睡,"[(0, 0.64227676), (1, 0.01309442), (2, 0.013017384), (3, 0.23414336), (4, 0.012852431), (5, 0.084615655)]",0
2023-10-16,电动车 不用 排队 挤到 斑马线 绿灯 冲出去,"[(0, 0.0209257), (1, 0.020962952), (2, 0.020925991), (3, 0.66585696), (4, 0.0209407), (5, 0.2503877)]",3
2023-10-20,破坏 片面 地球 所有物 处置 争议 地球 孕育 地球 地球 立场 伤害,"[(0, 0.01284135), (1, 0.012851962), (2, 0.012894436), (3, 0.8198472), (4, 0.012858462), (5, 0.12870656)]",3
2023-10-20,地震 海啸 病毒 人类 实力 招架 得住 会长 人类 吃不起,"[(0, 0.015216519), (1, 0.0152574135), (2, 0.5822068), (3, 0.35664496), (4, 0.015268117), (5, 0.015406169)]",2
2023-10-20,感兴趣 流浪狗 开通 超话 社区 超话 社区 旗下 兴趣 社区 小伙伴 交流 流浪狗,"[(0, 0.4943247), (1, 0.012070975), (2, 0.4578353), (3, 0.011935849), (4, 0.011914628), (5, 0.011918557)]",0
2023-10-21,娱乐圈 骨头,"[(0, 0.055632412), (1, 0.055646658), (2, 0.057438355), (3, 0.05566679), (4, 0.055625755), (5, 0.7199901)]",5
2023-10-28,支持,"[(0, 0.0837555), (1, 0.08337817), (2, 0.58220816), (3, 0.083775885), (4, 0.08343985), (5, 0.08344244)]",2
2023-10-27,玩儿 玩儿 少管,"[(0, 0.04170985), (1, 0.0417098), (2, 0.041709945), (3, 0.79145116), (4, 0.0417099), (5, 0.041709356)]",3
2023-10-25,我姥,"[(0, 0.16825348), (1, 0.16685706), (2, 0.17450581), (3, 0.1612152), (4, 0.16884188), (5, 0.16032656)]",2
2023-10-25,姥加 个微,"[(0, 0.068654776), (1, 0.06857851), (2, 0.6575516), (3, 0.06830408), (4, 0.06866351), (5, 0.06824759)]",2
2023-10-27,办法 阻止,"[(0, 0.05561985), (1, 0.056033853), (2, 0.055863015), (3, 0.33038968), (4, 0.056428235), (5, 0.4456654)]",5
2023-10-27,流量 媒体 社会 本质,"[(0, 0.033532854), (1, 0.03349347), (2, 0.8321071), (3, 0.03362616), (4, 0.033473756), (5, 0.03376661)]",2
2023-10-29,辐射 物品,"[(0, 0.05567702), (1, 0.05580642), (2, 0.7195336), (3, 0.055940334), (4, 0.056177065), (5, 0.05686552)]",2
2023-10-27,听闻 日资 控股,"[(0, 0.041862123), (1, 0.0418454), (2, 0.041846022), (3, 0.4793372), (4, 0.04184583), (5, 0.35326344)]",3
2023-10-30,水资源 危机,"[(0, 0.055827692), (1, 0.05558904), (2, 0.055691067), (3, 0.05567034), (4, 0.055580415), (5, 0.7216414)]",5
2023-10-30,沙漠 动物 植物,"[(0, 0.041778214), (1, 0.04174967), (2, 0.041695304), (3, 0.52656364), (4, 0.041717403), (5, 0.30649576)]",3
2023-10-30,视频 直观 感受 世界 野心 膨胀 挑衅 拱火 愤青 人性 仇视 鄙夷,"[(0, 0.012913504), (1, 0.012889005), (2, 0.708176), (3, 0.01290569), (4, 0.0129045835), (5, 0.24021119)]",2
2023-10-30,耳机 放到 了白 首歌 听到 首歌 莫名 首歌 故事 悲痛,"[(0, 0.015213604), (1, 0.67473257), (2, 0.015211571), (3, 0.15304586), (4, 0.015190554), (5, 0.12660581)]",1
2023-11-03,没事,"[(0, 0.08333923), (1, 0.083534606), (2, 0.083339244), (3, 0.08342463), (4, 0.083339244), (5, 0.583023)]",5
2023-11-04,商场 柜台 日本产 回家 发现,"[(0, 0.33418706), (1, 0.02788005), (2, 0.02791361), (3, 0.027897876), (4, 0.20860794), (5, 0.37351343)]",5
2023-11-04,买到 咋办,"[(0, 0.3885356), (1, 0.055585634), (2, 0.38896567), (3, 0.055661585), (4, 0.05558572), (5, 0.055665772)]",2
2023-11-07,冷凝水,"[(0, 0.1677403), (1, 0.16610575), (2, 0.1768401), (3, 0.16094217), (4, 0.1683098), (5, 0.1600619)]",2
2023-11-08,举报 行走,"[(0, 0.055575144), (1, 0.05559583), (2, 0.38910645), (3, 0.05572332), (4, 0.38842434), (5, 0.05557492)]",2
2023-12-09,想发 发到 小号,"[(0, 0.041711707), (1, 0.04171165), (2, 0.79144245), (3, 0.04171125), (4, 0.04171176), (5, 0.041711178)]",2
2023-11-09,水木 戊土 雪花,"[(0, 0.52632785), (1, 0.04180825), (2, 0.041750167), (3, 0.04174917), (4, 0.041750085), (5, 0.30661446)]",0
2023-11-09,六神 水木,"[(0, 0.72200614), (1, 0.055598896), (2, 0.05559906), (3, 0.055598494), (4, 0.055599008), (5, 0.05559843)]",0
2023-11-12,标记 脑弹,"[(0, 0.055707257), (1, 0.05570704), (2, 0.05570767), (3, 0.05570558), (4, 0.055707444), (5, 0.721465)]",5
2023-11-13,忘记 话题,"[(0, 0.057113998), (1, 0.05562899), (2, 0.05567662), (3, 0.7202729), (4, 0.055656422), (5, 0.05565111)]",3
2023-11-13,天理,"[(0, 0.08337261), (1, 0.08337256), (2, 0.5831155), (3, 0.08339451), (4, 0.08337266), (5, 0.083372116)]",2
2023-11-17,媒体 不发 关心,"[(0, 0.041720882), (1, 0.041762598), (2, 0.042145066), (3, 0.7907508), (4, 0.04171834), (5, 0.041902285)]",3
2023-11-17,好像,"[(0, 0.5815905), (1, 0.0839557), (2, 0.083405904), (3, 0.084213644), (4, 0.083338186), (5, 0.0834961)]",0
2023-11-18,手机 辐射,"[(0, 0.055621386), (1, 0.055703957), (2, 0.05572306), (3, 0.05565561), (4, 0.05591084), (5, 0.7213851)]",5
2023-11-18,智能手机 甲状腺癌 增加 苹果 手机 电磁辐射 好像 辐射 病友 真假 不知,"[(0, 0.014062064), (1, 0.013962635), (2, 0.013940255), (3, 0.014000731), (4, 0.013959665), (5, 0.9300747)]",5
2023-11-19,外媒 偷换 主题 排放,"[(0, 0.033540044), (1, 0.033426356), (2, 0.033532985), (3, 0.033503827), (4, 0.033394422), (5, 0.8326024)]",5
2023-11-27,感兴趣 预制 开通 超话 社区 超话 社区 旗下 兴趣 社区 小伙伴 交流 预制,"[(0, 0.34126708), (1, 0.18110833), (2, 0.4417236), (3, 0.011932867), (4, 0.0119170565), (5, 0.012051102)]",2
2023-12-02,原产地 核污染 洋流 估计 海水 人工 辐射 指标 好于,"[(0, 0.016698001), (1, 0.016742319), (2, 0.01683816), (3, 0.6258274), (4, 0.3070025), (5, 0.01689163)]",3
2023-12-08,烧到 发现 现象 灾难 伤害 发生 预防 反制 力度 卵用,"[(0, 0.1163353), (1, 0.015195491), (2, 0.015259864), (3, 0.01525805), (4, 0.015397035), (5, 0.8225543)]",5
