标题,时间,新闻内容,新闻链接,分词,情感分值
"
7位哈工大人荣获何梁何利奖
",2023年02月18日,哈工大全媒体（商艳凯/文）2月17日，何梁何利基金2021和2022年度颁奖大会在京举行。国务院副总理刘鹤出席大会并讲话，全国人大常委会副委员长吉炳轩，全国政协副主席、中国科协主席万钢等出席大会。共有7位哈工大人获奖，其中曹喜滨院士获2021年度科学与技术进步奖，王爱杰教授获2022年度科学与技术创新奖；彭永臻、陈新两位校友分获2021年度科学与技术进步奖和科学与技术创新奖，高文、张旭辉、张福成3位校友获2022年度科学与技术进步奖。何梁何利基金由香港爱国金融家何善衡、梁銶琚、何添、利国伟共同捐资4亿元港币于1994年创立，旨在奖励中国杰出科学家，服务国家现代化建设。29年来，共遴选奖励1526位杰出科技工作者，成为中国社会力量创建科技奖项的成功范例，为激发中国科技发展活力、培养自主创新人才发挥了积极作用。2021和2022年度何梁何利基金科学与技术奖共授予112名杰出科技工作者，受疫情影响，2021及2022年度颁奖典礼合并举行。其中，2021和2022年度何梁何利基金科技进步奖授予66位在数学力学、生命科学、工程技术等领域取得重大科学发现，或作出突出贡献的优秀科技工作者。何梁何利基金科技创新奖下设青年创新奖、产业创新奖、区域创新奖三大类，此次共授予44位优秀科技工作者，包括产业创新奖18人、青年创新奖16人、区域创新奖10人。曹喜滨，中国工程院院士，我校副校长，航天学院教授、博士生导师，我国飞行器总体设计专家，小卫星领域主要开拓者。自20世纪90年代，投身于小卫星设计理论、创新技术与工程应用研究。提出小卫星一体化设计方法，主持研制了多型号小卫星，为其在深空探测等领域应用作出重大贡献。以第一完成人获国家技术发明二等奖2项、国家科技进步二等奖1项。3项成果入选中国高校十大科技进展。出版专著2部，获授权发明专利100余项。获全国模范教师和首届全国创新争先奖状等荣誉。王爱杰，我校环境学院教授、博士生导师，现担任城市水资源与水环境国家重点实验室副主任。她长期从事污水资源化工程科技研究，发展了生物过程优化控制理论，形成了系列核心工艺和优化集成技术系统，引领了低碳水处理与资源化方向的发展。第一或通讯作者发表SCI论文280余篇，入选ESI高被引学者；申请和授权专利100余件；获国家技术发明二等奖2项（第一完成人1项）、国家科技进步二等奖2项（第一完成人1项）、中国专利优秀奖、中国产学研合作奖等。彭永臻，中国工程院院士，北京工业大学教授、博士生导师，污水处理专家。1976年，本科毕业于我校给水排水工程专业并留校工作，先后获市政工程硕士学位和环境工程博士学位，1993年晋升为教授。高文，中国工程院院士，鹏城实验室主任，北京大学博雅讲席教授，计算机专家。分别于1985年和1988年获我校计算机体系结构硕士和计算机应用博士学位，1991年至2003年任我校计算机系教授、博士生导师。张旭辉，中国航天科技创新研究院常务副院长，长期从事运载火箭总体设计和预研创新工作。1998年，本科毕业于我校航天工程与力学专业。陈新，曾任广东工业大学党委书记、校长等职务。1985年至1988年，就读于我校机械制造专业，获硕士学位。张福成，河北省政协副主席，华北理工大学校长。本科、硕士先后毕业于燕山大学，1990年至1993年，在我校金属材料专业学习，获博士学位。,http://news.hit.edu.cn/2023/0218/c1510a232762/page.htm,哈工大 媒体 商艳凯 何梁 何利 基金 年度 颁奖 大会 在京举行 国务院 总理 刘鹤 出席 大会 讲话 全国人大常委会 副委员长 吉炳轩 全国政协 主席 中国科协 主席 万钢 出席 大会 共有 哈工大 获奖 曹喜滨 院士 年度 科学 技术 进步奖 王爱杰 教授 年度 科学 技术 创新奖 彭永臻 陈新 两位 校友 分获 年度 科学 技术 进步奖 科学 技术 创新奖 高文 张旭 张福成 校友 年度 科学 技术 进步奖 何梁 何利 基金 香港 爱国 金融家 何善衡 何添 利国 捐资 亿元 港币 创立 旨在 奖励 中国 杰出 科学家 服务 国家 现代化 建设 年来 遴选 奖励 杰出 科技 工作者 中国 社会 力量 创建 科技 奖项 成功 范例 激发 中国 科技 发展 活力 培养 自主 创新 人才 发挥 作用 年度 何梁 何利 基金 科学 技术奖 授予 杰出 科技 工作者 疫情 影响 年度 颁奖典礼 合并 年度 何梁 何利 基金 科技 进步奖 授予 数学 力学 生命科学 工程技术 领域 科学 发现 作出 突出贡献 优秀 科技 工作者 何梁 何利 基金 科技 创新奖 下设 青年 创新奖 产业 创新奖 区域 创新奖 三大类 授予 优秀 科技 工作者 包括 产业 创新奖 青年 创新奖 区域 创新奖 曹喜滨 中国工程院 院士 我校 副校长 航天 学院 教授 博士生 导师 我国 飞行器 总体设计 专家 卫星 领域 开拓者 世纪 年代 投身于 卫星 设计 理论 创新 技术 工程 研究 提出 卫星 一体化 设计 方法 主持 研制 型号 卫星 深空 探测 领域 作出 重大贡献 第一 人获 国家 技术 发明 二等奖 国家 科技进步 二等奖 成果 入选 中国 高校 十大 科技 进展 出版 专著 授权 发明专利 余项 全国 模范 教师 首届 全国 创新 争先 奖状 荣誉 王爱杰 我校 环境 学院 教授 博士生 导师 担任 城市 水资源 环境 国家 重点 实验室 主任 长期 污水 资源化 工程 科技 研究 发展 生物 过程 优化 控制 理论 系列 核心 工艺 优化 集成 技术 系统 引领 碳水 资源化 方向 发展 第一 通讯 作者 发表 论文 余篇 入选 学者 申请 授权 专利 余件 国家 技术 发明 二等奖 第一 国家 科技进步 二等奖 第一 中国专利 优秀奖 中国 产学研 合作 彭永臻 中国工程院 院士 北京工业大学 教授 博士生 导师 污水处理 专家 本科毕业 我校 给水 排水工程 专业 留校 工作 市政工程 硕士学位 环境工程 博士学位 晋升为 教授 高文 中国工程院 院士 鹏城 实验室 主任 北京大学 博雅 讲席 教授 计算机 专家 我校 计算机 体系结构 硕士 计算机 博士学位 年任 我校 计算机系 教授 博士生 导师 张旭 中国航天 科技 创新 研究院 常务副 院长 长期 运载火箭 总体设计 预研 创新 工作 本科毕业 我校 航天 工程 力学 专业 陈新 曾任 广东 工业 大学 党委书记 校长 职务 就读于 我校 机械制造 专业 硕士学位 张福成 河北省 政协 主席 华北 理工大学 校长 本科 硕士 毕业 燕山大学 我校 金属材料 专业 学习 博士学位,0.9963
"
《人民日报》“讲述·弘扬科学家精神”专栏报道秦裕琨院士事迹
",2023年02月15日,哈工大全媒体（马晓雪/文）2月15日，《人民日报》“讲述·弘扬科学家精神”专栏大篇幅报道了我校秦裕琨院士秉承“学就学好，干就干好”“有所为，无所求”的信念，近70年来始终心怀大我，身体力行，围绕国家重大需求科研报国，坚持为党育人、为国育才，不仅为我国能源事业做出巨大贡献，也为后辈们带去温暖与能量，以实际行动践行科学家精神的事迹。秦裕琨（右）在和同事研究图纸   (冯健 摄)报道全文如下： 我国热能工程领域专家、哈尔滨工业大学教授秦裕琨——研发新技术 提升热效率（讲述·弘扬科学家精神）张艺开 闫明星人物名片　　秦裕琨：1933年生，中国工程院院士，我国热能工程领域研究的奠基人，参与创建了新中国第一个锅炉制造专业，设计制造了中国第一台自然循环热水锅炉，发明了用于火力发电厂的风控浓淡煤粉燃烧等技术。　　近70年来，他始终围绕国家重大战略需求，长期从事煤炭高效清洁利用领域研究，主持完成多项国家级煤炭先进燃烧技术项目，为国家能源事业以及煤炭的安全、高效、清洁利用作出突出贡献。曾获“全国师德标兵”“国家技术发明奖二等奖”等荣誉。 “第一个百年奋斗目标，我有幸赶上了。我还要再奋斗十几年，希望还能与你们一起看到、亲身感受到我国基本实现社会主义现代化。”声音洪亮，目光有神，如今仍然坚持在教学一线的秦裕琨，正在为学生们作报告。学术交流研讨、科技成果鉴定、科研团队指导……如今，90岁的秦裕琨依然忙碌着。正如他所专注的“燃烧”事业一样，他身体力行，不仅为我国能源事业做出了巨大贡献，也为后辈们带去温暖与能量。 　　学一点、讲一点，从零开始摸索筹建锅炉制造专业秦裕琨生于上海，幼年时经历过战乱，上海解放后，他逐渐感受到：“中国有了希望！”从上海交通大学提前一年毕业时，秦裕琨正赶上新中国第一个“五年计划”开始实施。“当时，我的哥哥姐姐都在外地，父亲年事已高，作为家里最小的孩子，我本可以留在上海，但我的3个分配志愿分别填写了东北、西北、华北。”当时的秦裕琨心中只有一个信念：“要到祖国最需要的地方去，参与建设新中国。” 1953年，坐了三天四夜火车的秦裕琨，来到了哈尔滨工业大学攻读师资研究生。入冬的哈尔滨，寒风凛冽、滴水成冰，条件虽艰苦，但秦裕琨干劲十足，“工厂在建设，大学在建设，城市在建设……看着新中国的蓬勃发展，别提有多高兴。”上完一年俄语预科后，学校研究决定抽调他跟随外国专家边学习、边讲课，筹建锅炉制造专业。“接触这个专业之前，我并不知道具体要做什么，但既然要筹建，就从头开始学，啃下这个硬骨头！”原本想学机械设计的秦裕琨毫不犹豫地改了行，开始了从零摸索。“我们一边当学生，一边当老师，边学边教，总怕自己吃不透、讲不明。”那时，21岁的秦裕琨晚上熬夜钻研教学教材，并准备俄文讲义给外国专家看，修改完成后再译成中文讲义讲给学生们，“学一点、讲一点，我甚至都不敢讲太快，自己没学透的课程坚决不能上讲台！”　　面对无专门教材可用的困境，秦裕琨开始琢磨“自力更生”，挤出时间编写，终于在1959年完成初稿并油印出版。1963年，这本内部教材正式成为新中国锅炉制造专业的第一本国家统编教材。后来，他相继出版的5部著作，大多也是该领域的开山之作。20世纪50年代，800多名像秦裕琨一样的青年师生响应国家号召，从全国各地奔赴哈尔滨工业大学。在短短10余年里，他们在这里共创办了24个新专业，以机电、电气、土木、工程经济等为主的专业教学体系基本建成，为国家工业化建设解了“燃眉之急”。当时，这支教师队伍，平均年龄只有27.5岁。 深耕煤炭燃烧领域，艰苦科研攻关，研发煤粉燃烧等新技术“光在屋里搞理论不行，科研成果必须接受实践检验。”这是秦裕琨在科研事业中始终坚持的理念。20世纪六七十年代，国内普遍使用强制循环热水锅炉，通过蒸汽采暖，这种方式热得快，凉得也快，且一旦停电，锅炉运行安全就难以保障。对其进行改造，成了当时业内亟须解决的难题。“如果采用热水供暖，变强制循环为自然循环，问题就能迎刃而解。”秦裕琨提出热水锅炉自然循环的学术构想，为了将其变为现实，他昼夜不停地绘制草图，吃住都在锅炉房里，一熬就是两个月，经过连续攻关，终于拿出了设计图纸。　　此后，秦裕琨制造出我国第一台自然循环锅炉，至今，我国很多地区冬季采暖仍然采用这种锅炉。　　除了推动我国工业锅炉制造技术创新升级，秦裕琨也为很多地区的锅炉“看病问诊”，让它们“重焕生机”。20世纪70年代末，某流化床两台锅炉面临“不改造就报废”的窘境，秦裕琨受邀进行“诊治”。反复实验后，他“对症下药”，提出“播煤风”技术理论，成功改造了这两台锅炉，避免了近亿元损失。这种稳定燃烧煤矸石的技术应用在当时尚属世界前沿，也为我国劣质燃料的大规模应用开拓了广阔前景。　　上世纪80年代中后期，水电、核能等清洁能源快速发展，不少专家认为，在煤炭燃烧这样的传统领域，很难再有大的技术突破。但秦裕琨认为：“我国煤炭资源丰富，煤炭利用研究仍有很大空间。”面对煤炭燃烧效率低、污染高等问题，秦裕琨向更尖端的煤炭利用技术发起冲锋。三年攻关，他成功研发煤粉燃烧新技术，各处奔走、推广试用，却处处碰壁、无人敢用。“大厂子不愿意用，咱就找小厂子；新锅炉不让改，咱就改旧锅炉。”秦裕琨毫不泄气。最终，团队找到了一台几乎报废的锅炉，改造后，热效率竟反超了新锅炉。　　此后，针对不同燃烧方式和煤炭种类，秦裕琨带领团队研发了系列风包粉浓淡煤粉燃烧器。其中，水平浓淡直流燃烧器性能达到国际领先水平，被制造厂和电厂普遍采用，每年创造直接经济效益近5亿元，创新应用的风控浓淡煤粉燃烧技术，也获得2000年度国家技术发明奖二等奖。 三尺讲台上辛勤耕耘近七十载，科研育人传承家国情怀无论做普通教师，还是担任学校领导，秦裕琨都强调“立德树人、科研报国”。建立教学检查组，完善职称评定体系……担任哈尔滨工业大学副校长时，秦裕琨把各系的基础课全都听了个遍，随后不断完善管理考核制度，全校教学水平迅速提升。 “10多年前，秦老师就要求我们转型，研究煤炭清洁利用技术，随着‘双碳’目标的提出，秦老师的预判让我们抢得先机。”从本科到博士，哈尔滨工业大学碳中和能源技术研究所教授孙飞师从秦裕琨15年，“对实验中的小细节和科研里的大方向，秦老师都十分敏锐。他常说，‘成果转化要始终围绕国民经济主战场’。”在三尺讲台上辛勤耕耘了近70年，秦裕琨至今依然是深受大家尊敬的“秦先生”。“我最看重的身份就是人民教师。”他坚持开门办学，主动面向社会办锅炉培训班，让渴望深造的年轻人获得学习机会；他走向镜头前，在全国观众面前分享自己科研育人的心得；他在中国航天日开办讲座，为中学生讲述科研工作者的家国情怀……进入21世纪，秦裕琨开始专注于煤炭清洁利用及节能技术研究，在他的带领下，哈尔滨工业大学能源学院碳中和能源技术研究所教工党支部以“国家的需求就是我的专业”为目标，形成了以党建引领人才培养的工作机制，相关技术累计为行业企业创造经济效益超300亿元。正如秦裕琨常说的：“要干就干别人干不了的，要啃就啃别人啃不动的。” 　　（吉星参与采写）   记者手记：奋力求索  科研报国“学就学好，干就干好”“有所为，无所求”“成果转化要始终围绕国民经济主战场”……心怀大我，毕生求索，秦裕琨始终前行在科研报国的道路上。　　一次次从无到有、从有到优、从优到精的突破背后，是砥砺奋斗心，是铮铮报国志。秦裕琨谦虚且忘我，他常说，取得成绩时不要沾沾自喜，一定要想想还能为国家做点什么，更不要忘了别人的付出和努力。　　秦裕琨的故事中，浓缩了一代科研人的青春热血，鼓舞了一代代莘莘学子的奋勇斗志。正如他的学生所说，他就像一团熊熊燃烧的火，走到哪里，就在哪里发光发热。 报道原文：http://paper.people.com.cn/rmrb/html/2023-02/15/nw.D110000renmrb_20230215_2-06.htm,http://news.hit.edu.cn/2023/0215/c1510a232756/page.htm,哈工大 媒体 马晓雪 人民日报 讲述 弘扬 科学家 精神 专栏 大篇幅 报道 我校 秦裕琨 院士 秉承 学好 有所为 所求 信念 年来 始终 心怀 身体力行 围绕 国家 需求 科研 报国 育人 为国 育才 我国 能源 事业 做出 巨大贡献 后辈 温暖 能量 实际行动 践行 科学家 精神 事迹 秦裕琨 同事 研究 图纸 冯健 报道 全文如下 我国 热能 工程 领域专家 哈尔滨工业大学 教授 秦裕琨 研发 技术 提升 热效率 讲述 弘扬 科学家 精神 张艺开 明星 人物 名片 秦裕琨 年生 中国工程院 院士 我国 热能 工程 领域 研究 奠基人 参与 创建 中国 第一个 锅炉 制造 专业 设计 制造 中国 第一台 自然 循环 热水锅炉 发明 用于 火力发电厂 风控 浓淡 煤粉 燃烧 技术 年来 始终 围绕 国家 战略 需求 长期 煤炭 高效 清洁 利用 领域 研究 主持 多项 国家级 煤炭 先进 燃烧 技术 项目 国家 能源 事业 煤炭 高效 清洁 利用 作出 突出贡献 全国 师德 标兵 国家 技术 发明奖 二等奖 荣誉 第一个 百年 奋斗目标 有幸 赶上 奋斗 十几年 希望 感受 我国 现代化 声音洪亮 目光 有神 教学 一线 秦裕琨 学生 报告 学术交流 研讨 科技 成果鉴定 科研 团队 指导 秦裕琨 依然 忙碌 专注 燃烧 事业 身体力行 我国 能源 事业 做出 巨大贡献 后辈 温暖 能量 一点 一点 从零开始 摸索 筹建 锅炉 制造 专业 秦裕琨 生于 上海 幼年 经历 战乱 上海 解放后 感受 中国 希望 上海交通大学 提前 一年 毕业 秦裕琨 正赶上 中国 第一个 五年计划 实施 哥哥 姐姐 外地 父亲 年事已高 家里 最小 孩子 我本 留在 上海 分配 志愿 填写 东北 西北 华北 秦裕琨 心中 信念 祖国 地方 参与 建设 中国 三天 四夜 火车 秦裕琨 来到 哈尔滨工业大学 攻读 师资 研究生 入冬 哈尔滨 寒风凛冽 滴水成冰 条件 艰苦 秦裕琨 干劲十足 工厂 建设 大学 建设 城市 建设 看着 中国 蓬勃发展 别提 一年 俄语 预科 学校 研究 抽调 跟随 外国专家 学习 讲课 筹建 锅炉 制造 专业 接触 专业 并不知道 筹建 从头开始 啃下 硬骨头 原本 机械设计 秦裕琨 毫不犹豫 地改 摸索 学生 老师 边学边 吃不透 不明 秦裕琨 晚上 熬夜 钻研 教学 教材 俄文 讲义 外国专家 修改 译成 中文 讲义 学生 一点 一点 讲太快 没学透 课程 讲台 面对 教材 可用 困境 秦裕琨 琢磨 自力更生 挤出 时间 编写 终于 初稿 油印 出版 这本 内部 教材 正式 中国 锅炉 制造 专业 第一本 国家 统编 教材 相继 出版 著作 领域 开山 之作 世纪 年代 多名 秦裕琨 青年 师生 响应 国家 号召 全国 奔赴 哈尔滨工业大学 短短 余年 创办 专业 机电 电气 土木 工程 经济 专业 教学 体系 建成 国家 工业化 建设 解了 燃眉之急 这支 教师队伍 平均年龄 深耕 煤炭 燃烧 领域 艰苦 科研 攻关 研发 煤粉 燃烧 技术 光在 屋里 理论 不行 科研成果 接受 实践 检验 这是 秦裕琨 科研 事业 始终 理念 世纪 六七十年代 国内 强制 循环 热水锅炉 蒸汽 采暖 方式 热得快 凉得 停电 锅炉 运行 难以 保障 改造 业内 亟须 解决 难题 采用 热水 供暖 强制 循环 自然 循环 迎刃而解 秦裕琨 提出 热水锅炉 自然 循环 学术 构想 变为 现实 昼夜 不停 绘制 草图 锅炉房 一熬 两个 连续 攻关 终于 拿出 设计 图纸 秦裕琨 制造 我国 第一台 自然 循环 锅炉 我国 地区 冬季 采暖 采用 锅炉 推动 我国 工业锅炉 制造 技术创新 升级 秦裕琨 地区 锅炉 看病 问诊 重焕 生机 世纪 年代 流化床 两台 锅炉 面临 改造 报废 窘境 秦裕琨 受邀 诊治 反复 实验 对症下药 提出 播煤风 技术 理论 成功 改造 这两台 锅炉 亿元 损失 稳定 燃烧 煤矸石 技术 尚属 世界 前沿 我国 劣质 燃料 大规模 开拓 广阔 前景 世纪 年代 中后期 水电 核能 清洁 能源 快速 发展 专家 煤炭 燃烧 传统 领域 很难 技术 突破 秦裕琨 我国 煤炭资源 煤炭 利用 研究 很大 空间 面对 煤炭 燃烧 效率 污染 高等 秦裕琨 尖端 煤炭 利用 技术 发起 冲锋 三年 攻关 成功 研发 煤粉 燃烧 技术 各处 奔走 推广 试用 碰壁 无人 厂子 厂子 锅炉 不让 改旧 锅炉 秦裕琨 泄气 最终 团队 找到 一台 报废 锅炉 改造 热效率 反超 锅炉 燃烧 方式 煤炭 种类 秦裕琨 带领 团队 研发 系列 风包粉 浓淡 煤粉 燃烧器 水平 浓淡 直流 燃烧器 性能 国际 领先水平 制造厂 电厂 采用 创造 经济效益 亿元 创新 风控 浓淡 煤粉 燃烧 技术 年度 国家 技术 发明奖 二等奖 三尺 讲台 辛勤耕耘 七十 科研 育人 传承 家国 情怀 教师 担任 学校 领导 秦裕琨 立德 科研 报国 建立 教学 检查组 完善 职称评定 体系 担任 哈尔滨工业大学 副校长 秦裕琨 各系 基础课 不断完善 管理 考核制度 全校 教学 水平 提升 多年 老师 转型 研究 煤炭 清洁 利用 技术 双碳 目标 提出 老师 预判 先机 本科 博士 哈尔滨工业大学 碳中 能源技术 研究所 教授 孙飞 师从 秦裕琨 实验 细节 科研 大方向 老师 敏锐 他常 成果 转化 始终 围绕 国民经济 主战场 三尺 讲台 辛勤耕耘 秦裕琨 依然 深受 尊敬 看重 身份 教师 开门办学 主动 面向社会 锅炉 培训班 渴望 深造 年轻人 学习 机会 走向 镜头 全国 观众 面前 分享 科研 育人 心得 中国航天 开办 讲座 中学生 讲述 科研 工作者 家国 情怀 世纪 秦裕琨 专注 煤炭 清洁 利用 节能 技术 研究 带领 哈尔滨工业大学 能源 学院 碳中 能源技术 研究所 教工 党支部 国家 需求 专业 目标 党建 引领 人才培养 工作 机制 相关 技术 累计 行业 企业 创造 经济效益 亿元 秦裕琨常 干不了 不动 吉星 参与 采写 记者 手记 奋力 求索 科研 报国 学好 有所为 所求 成果 转化 始终 围绕 国民经济 主战场 心怀 毕生 求索 秦裕琨 始终 前行 科研 报国 道路 一次次 突破 背后 砥砺 奋斗 铮铮 报国志 秦裕琨 谦虚 忘我 他常 成绩 沾沾自喜 想想 国家 做点 付出 努力 秦裕琨 故事 浓缩 一代 科研 青春 热血 鼓舞 一代代 莘莘学子 斗志 学生 所说 一团 熊熊燃烧 发光 发热 报道 原文,0.9949
"
我校举办一校三区2023年黑龙江省著名中学招生工作论坛
",2023年02月15日,哈工大全媒体（叶楠 文/图）为加强我校和黑龙江重点生源中学的交流与合作，推动大学与中学教育资源的有效衔接，2月10日，我校在深圳校区举办一校三区2023年黑龙江省著名中学招生工作论坛。副校长沈毅出席论坛，与龙江优质生源校精准对接、着重推介，并为20所“人才培养战略合作伙伴中学”授牌。沈毅在致辞中代表学校向与会重点中学多年来为哈工大输送优秀学子表示感谢，并结合学习贯彻落实党的二十大精神、习近平总书记致哈工大建校100周年贺信精神，重点推介了建校百年来学校在人才培养、科学研究等方面所取得的成就，希望与重点中学持续深化交流合作，携手共创中学、大学衔接教育的新局面。会上，本科生院负责人介绍了我校人才培养改革情况，航天学院李传江教授作“哈工大与中国航天”科普报告。论坛期间，与会代表参观了深圳校区实验与创新实践教育中心。深圳校区党委书记吴德林出席论坛。一校三区招生工作相关负责人、黑龙江省重点中学负责人、黑龙江省招生组负责人等参加论坛。论坛现场沈毅与吴德林共同为“人才培养战略合作伙伴中学”授牌,http://news.hit.edu.cn/2023/0215/c1510a232758/page.htm,哈工大 媒体 叶楠 我校 黑龙江 重点 生源 中学 交流 合作 推动 大学 中学 教育资源 衔接 我校 深圳 校区 举办 一校 三区 黑龙江省 著名 中学 招生 工作 论坛 副校长 沈毅 出席 论坛 龙江 优质 生源 精准 对接 着重 推介 人才培养 战略 合作伙伴 中学 授牌 沈毅 致辞 代表 学校 与会 重点中学 多年 哈工大 输送 优秀 学子 表示感谢 学习 贯彻落实 二十大 精神 习近平 总书记 哈工大 建校 周年 贺信 精神 重点 推介 建校 百年 学校 人才培养 科学研究 成就 希望 重点中学 持续 深化 交流 合作 携手 共创 中学 大学 衔接 教育 局面 会上 本科生 负责人 介绍 我校 人才培养 改革 情况 航天 学院 李传江 教授 哈工大 中国航天 科普 报告 论坛 期间 与会代表 参观 深圳 校区 实验 创新 实践 教育 中心 深圳 校区 党委书记 德林 出席 论坛 一校 三区 招生 工作 相关 负责人 黑龙江省 重点中学 负责人 黑龙江省 招生 负责人 参加 论坛 论坛 现场 沈毅 德林 人才培养 战略 合作伙伴 中学 授牌,0.9883
"
黑龙江省协同创新中心，数字创意设计“数字创意设计协同创新中心”获批黑龙江省协同创新中心
",2023年02月15日,哈工大全媒体（徐丽薇 董慰/文）日前，黑龙江省教育厅下发《关于认定2022年度黑龙江省协同创新中心的通知》，新认定13个省级协同创新中心，我校牵头建设的“数字创意设计协同创新中心”获批。数字创意设计协同创新中心聚焦数字化工业设计、计算传播与智能媒体、智慧人居、数字文旅4个方向，将发挥我校学科优势，协同优势行业资源，扎根龙江土壤，以“创意设计+”的顶层思维，聚焦“数字经济”“创意设计”“冰雪经济”三大新兴产业，对标全球顶级创意设计机构，以数字创意设计为主体，以培育战略性新兴产业改造传统产业为重点，整合数字创意技术研发和产业资源，努力建成支撑黑龙江省创意设计产业核心共性技术研发和转移的重要基地与全球性创意设计中心，深度赋能龙江产业升级，打造“换道超车”新引擎，积极为“创新龙江”和哈尔滨“创意设计之都”建设贡献哈工大力量。   ,http://news.hit.edu.cn/2023/0215/c1510a232759/page.htm,哈工大 媒体 徐丽薇 董慰 日前 黑龙江省 教育厅 下发 认定 年度 黑龙江省 协同 创新 中心 通知 认定 省级 协同 创新 中心 我校 牵头 建设 数字 创意设计 协同 创新 中心 获批 数字 创意设计 协同 创新 中心 聚焦 数字化 工业 设计 计算 传播 智能 媒体 智慧 人居 数字 文旅 方向 发挥 我校 学科 优势 协同 优势 行业 资源 扎根 龙江 土壤 创意设计 顶层 思维 聚焦 数字 经济 创意设计 冰雪 经济 三大 新兴产业 对标 全球 顶级 创意设计 机构 数字 创意设计 主体 培育 战略性 新兴产业 改造 传统产业 重点 整合 数字 创意 技术 研发 产业 资源 努力 建成 支撑 黑龙江省 创意设计 产业 核心 共性 技术 研发 转移 基地 全球性 创意设计 中心 深度 赋能 龙江 产业 升级 打造 换道 超车 引擎 创新 龙江 哈尔滨 创意设计 建设 贡献 哈工大 力量,0.9988
"
校领导检查开学准备工作 哈工大等你回家
",2023年02月14日,哈工大全媒体（张又元/文 辛然 张钧瑞 总务处/图）2月13日，校党委书记熊四皓、校长韩杰才深入学生公寓、教学楼、图书馆、食堂、体育场馆等，检查开学准备情况。校领导深入到西大直街门岗、A07公寓、B02公寓、一校区紫丁香餐厅、二校区天香食堂、健康驿站等，了解学生返校情况、学生公寓改造情况、餐饮保障情况、疫情防控情况等，看望慰问一线工作人员，并要求相关部门把各项工作做得更加细致扎实，为学生全面开启新学期新生活创造安全舒适的学习和生活环境。在实地考察图书馆、致知楼、正心楼、体育馆、二校区文体中心时，校领导详细了解图书馆自习区容量、教室使用情况、运动场馆使用情况，听取相关部门负责人汇报，并与在场学生进行交流，认真倾听学生对教学条件、公寓环境、文体活动场馆、美丽哈工大建设的意见与建议。在今年1月刚刚竣工的A01公寓体育馆，校领导仔细询问场地使用面积、器械种类和安全保障等有关事项，要求相关单位和工作人员坚持以师生为中心，通过更加细致、便利、有效的服务，为师生参与体育运动、增强身体素质提供良好条件。副校长甄良、范峰，校长助理、学校办公室主任陈蕊参加检查。据悉，按照学校统一部署，A01公寓地下一层改造为综合性体育运动场馆，该工程于2023年1月末竣工，现已投入使用，为师生增加健身活动场地3300平方米。A01公寓体育馆面向全校师生开放，主要分为乒乓球、慢跑、健身器械3个功能区，现有乒乓球台18个、跑步机以及其他综合健身器械43套。场馆实行预约制，可最多容纳200人同时健身，每天6: 00至22: 00开放，为师生提供充足的运动时间，即日起师生可登陆哈工大APP或校园门户网站http://i.hit.edu.cn/进行场地预约。该体育场馆设置常规出入口2处，所在公寓学生从楼内进入，其他师生从A01公寓A栋旁体育馆入口进出。同时，该场馆还配备了完善的新风系统、铺设了实木运动地板，全方位提升师生的运动体验。校领导实地检查开学准备情况开学准备回到学校的学子全新开放的A01公寓体育馆,http://news.hit.edu.cn/2023/0214/c1510a232754/page.htm,哈工大 媒体 辛然 张钧瑞 总务处 党委书记 熊四皓 校长 韩杰 学生公寓 教学楼 图书馆 食堂 体育场馆 检查 开学 情况 校领导 西大直 街门 公寓 公寓 校区 紫丁香 餐厅 校区 天香 食堂 健康 驿站 学生 返校 情况 学生公寓 改造 情况 餐饮 保障 情况 疫情 防控 情况 看望 慰问 一线 工作人员 相关 部门 各项 工作 细致 扎实 学生 开启 新学期 生活 创造 舒适 学习 生活 环境 实地考察 图书馆 致知 正心楼 体育馆 校区 文体 中心 校领导 详细 图书馆 自习 容量 教室 情况 运动 场馆 情况 听取 相关 部门 负责人 汇报 在场 学生 交流 倾听 学生 教学 条件 公寓 环境 文体活动 场馆 美丽 哈工大 建设 意见 建议 刚刚 竣工 公寓 体育馆 校领导 仔细 询问 场地 面积 器械 种类 保障 事项 相关 单位 工作人员 师生 中心 细致 便利 服务 师生 参与 体育运动 增强 身体素质 提供 良好条件 副校长 甄良 范峰 校长助理 学校 办公室 主任 陈蕊 参加 检查 学校 统一 部署 公寓 地下 一层 改造 综合性 体育运动 场馆 工程 月末 竣工 现已 投入使用 师生 增加 健身活动 场地 平方米 公寓 体育馆 面向 全校师生 开放 分为 乒乓球 慢跑 健身 器械 功能区 现有 乒乓球台 跑步机 综合 健身 器械 场馆 实行 预约 容纳 健身 开放 师生 提供 充足 运动 时间 即日起 师生 登陆 哈工大 校园 门户网站 场地 预约 体育场馆 设置 常规 出入口 公寓 学生 从楼 师生 公寓 体育馆 入口 进出 场馆 配备 完善 新风 系统 铺设 实木 运动 地板 全方位 提升 师生 运动 体验 校领导 实地 检查 开学 情况 开学 回到 学校 学子 全新 开放 公寓 体育馆,0.9972
