主题数,困惑度,一致性
2,-8.55161711156497,0.4332415901266909
3,-8.663378769696845,0.4541564774886672
4,-8.75319524440725,0.4680459343303208
5,-8.863500758314627,0.4405651653140046
6,-8.954217502678127,0.47795288048687673
7,-9.088412411923267,0.4271638841605005
8,-9.2685349390656,0.4095549863526802
9,-9.509582618501499,0.4393096788488766
10,-9.963844277732978,0.4549466322277464
11,-10.535957238872772,0.44308946862984955
12,-11.485519683138014,0.4710040708666334
13,-12.52460647109086,0.3814861578932035
14,-14.338936914918898,0.4348072858529587
15,-16.830455851322675,0.47033689935633116
