所属主题,文章数量,特征词,主题强度
Topic0,4600,便宜、照亮、善良、确实、灵魂、造谣、稳定、说话、尊重、民警、痛苦、光芒、恐怖、遇难者、共情、对立、人渣、漂亮、火光、心扉,0.065572
Topic1,17227,关注、转发、受害者、法律、打人、缺席、保护、人生、地方、新闻、告慰、恶魔、保护伞、罪犯、依法严惩、家属、应有、坏人、事件、女性,0.24557
Topic2,4647,恶劣、快乐、理由、美好、能量、判得、平安、开车、和谐、不负、继志、明灯、烧烤店、性质、嚣张、精神、看着、发泄、修养、互联网,0.066242
Topic3,31814,正义、支持、严惩、判决、社会、死刑、法律、法治、希望、体现、逝者、凶手、事情、无辜、警示、回复、安息、效应、事件、表态,0.4535
Topic4,5984,视频、努力、好像、官方、梦想、善心、微博、出警、交通、女人、以善、朋友、自信、邪恶、简单、天地、抢救、决心、奉献、取舍,0.0853
Topic5,5880,伤害、温暖、轻伤、以善、严查、坚定、不想、人才、幸福、法律制裁、撞死、重伤、感受、家暴、善行、很好、遇见、势力、可惜、警告,0.083818
