主题数,困惑度,一致性
2,-7.650394429845571,0.3663489386876041
3,-7.729227755221217,0.37712325297507415
4,-7.811331693981393,0.3537632043665466
5,-7.863888515498567,0.3397929214998029
6,-7.9171431685003615,0.3512814399328987
7,-7.95010635027098,0.36640520690718514
8,-7.990904503070631,0.38114579382654723
9,-8.048148763896478,0.37226889330396873
10,-8.065642191287296,0.37192632958170957
11,-8.111524784831406,0.3752837576475627
12,-8.143855747503157,0.3813237935770665
13,-8.195609439277984,0.38208782780175315
14,-8.236463863893153,0.3869373151154089
