主题数,困惑度,一致性
2,-7.695044657448224,0.44875682482488677
3,-7.7907833680726615,0.41846868768176587
4,-7.869533648615632,0.46168605049796624
5,-7.983211046265657,0.4373826165083473
6,-7.989879819054102,0.4431150699103717
7,-8.066883386803328,0.4550410631074234
8,-8.16774690204157,0.4214736561746968
9,-8.24102459396532,0.3832702708533024
10,-8.290181954723106,0.41419687165900065
11,-8.385069167681804,0.4093605731597416
12,-8.36554634198164,0.381264476490214
13,-8.473610310449642,0.3862020372946542
14,-8.519011569859616,0.39694787973503576
