word,counts
女主,112
喜欢,106
真的,96
感觉,79
好看,70
剧情,48
看不下去,48
演技,40
不想,40
为啥,38
讨厌,38
郭沁,38
这部,36
电视剧,34
原著,30
男主,30
希望,28
演员,27
一点,26
第一集,26
感情,25
评论,23
适合,23
扎西,23
冠军,23
角色,22
导演,22
不好,22
主演,22
结局,21
理解,21
几个,20
不行,20
孩子,18
实在,18
莲花,17
支持,17
可惜,16
儿子,16
女主角,16
编剧,16
符合,16
一部,15
有没有,15
年代,15
西平,15
观众,14
不错,14
医生,14
看过,14
罗子君,14
看着,14
地方,13
只能,13
两个,13
粉丝,13
台词,13
爱情,13
唐晶,13
节目,13
喜剧,13
那种,13
老师,12
完美,12
开头,12
广告,12
终极,12
笔记,12
造型,12
男女,11
说实话,11
东西,11
回来,11
古装,11
现实,11
特别,11
阿奇,11
阿成,11
版本,11
那英,11
鞠躬,11
表达,10
能力,10
小说,10
关系,10
李沁,10
音乐,10
宋佳,10
鹿晗,10
现场,10
抄袭,10
可怜,9
性格,9
夸张,9
也许,9
有人,9
黑粉,9
小哥,9
贺涵,9
综艺,9
