word,counts
喜欢,1842
真的,1444
好看,820
这部,799
演技,670
感觉,666
希望,612
剧情,589
演员,558
期待,510
电视剧,452
角色,449
电影,421
一部,357
终于,344
孩子,338
特别,333
生活,324
不错,316
爱情,251
可爱,239
真实,238
人物,231
努力,231
故事,216
一点,215
看过,213
莲花,212
导演,202
值得,196
哪吒,189
支持,187
一种,186
两个,182
老师,175
鹿晗,168
原著,164
一季,164
永远,162
细节,162
第一集,160
发现,160
中国,160
加油,160
评论,158
有没有,158
观众,155
在线,151
那种,150
点赞,149
人生,147
现实,146
开心,145
结局,143
朋友,142
小说,142
成长,139
世界,139
男主,134
有人,134
搞笑,131
看完,129
看着,125
粉丝,124
女主,123
这剧,123
第二季,122
完美,119
公寓,119
感情,118
作品,116
父母,116
越来越,114
眼神,114
快乐,113
超级,113
适合,112
剧中,111
第一次,111
家庭,111
表演,109
时间,109
台词,108
几个,108
半夏,108
兄弟,107
热巴,107
很棒,105
剧里,105
回来,105
女儿,105
选择,104
更好,103
男人,103
朱一龙,103
地方,102
颜值,101
好多,100
追剧,100
推荐,100
