word,counts
真的,250
朋友,236
感觉,195
喜欢,184
社交,89
不想,76
摆烂,69
屁事,68
特别,61
真实,57
控制,54
事情,50
视频,48
拖延,45
人格,45
内心,44
有时候,43
相处,43
符合,41
测试,40
东西,40
老师,40
好像,38
人生,38
关系,37
确实,37
工作,37
讨厌,36
一点,36
性格,35
热内,35
冷漠,35
想法,34
每次,32
麻烦,32
唯一,32
开心,32
生活,31
希望,30
发现,30
聊天,29
情绪,28
时间,28
那种,28
两个,27
内耗,27
一模一样,26
一句,25
感受,24
想要,24
独处,23
矛盾,23
我会,23
内热,23
身边,22
随便,22
导致,21
学习,21
不到,21
热情,21
说话,21
状态,20
主动,20
无所谓,20
能力,20
表达,20
焦虑,20
表面,20
自我,19
同学,19
分析,19
难过,19
舒服,19
有没有,18
适合,18
害怕,18
改变,18
反复,18
交流,18
有人,17
做事,17
在意,17
痛苦,17
情感,16
目标,16
兴趣,16
理解,16
一种,15
本来,15
努力,15
共情,15
男朋友,15
感情,15
家人,15
快乐,15
救命,15
天秤,15
作业,14
两次,14
其他人,14
