主题数,困惑度,一致性
2,-8.07093763510918,0.4544772224582164
3,-8.222296914337099,0.4577722694919108
4,-8.32419831853199,0.4954214093764067
5,-8.420447914899475,0.4954267043790108
6,-8.480933621207967,0.5473824209246455
7,-8.516066808805606,0.547545052457514
8,-8.573968813236004,0.5173079623584973
9,-8.62964637981819,0.5149483411012528
10,-8.660295209937882,0.5099286699944565
11,-8.736739227613324,0.5049701854906888
12,-8.790437585814093,0.4968829340440031
13,-8.851856038933914,0.4915351026945869
14,-8.903229361633484,0.500423535582349
