主题数,困惑度,一致性
2,-6.738366291778211,0.454746971345222
3,-6.846096281468548,0.45640763287554514
4,-6.945280861605013,0.44357455914194166
5,-7.045973059608626,0.42211227080332075
6,-7.1077437387688525,0.44124231880287956
7,-7.118500324273003,0.4410712443180442
8,-7.24996462454987,0.46114853563505465
9,-7.307635227213296,0.42509756663065834
10,-7.275813320624091,0.38068427424388424
11,-7.361216924759425,0.4102338924860596
12,-7.39532403891707,0.40535840827036673
13,-7.402135542627731,0.4037088117187805
14,-7.49250656927573,0.39104187996244516
15,-7.485523208955918,0.37474460415208544
16,-7.51157251819555,0.40195499997836376
17,-7.588508507178044,0.377763403313032
18,-7.617070962751473,0.3956031836826497
19,-7.666358918881704,0.3978680454224273
20,-7.651590469175662,0.41444569483768035
