主题数,困惑度,一致性
2,-6.617753181098693,0.4115591903369684
3,-6.742252355155572,0.4103425851160724
4,-6.8142194077315725,0.4091596684533275
5,-6.87046439938646,0.38935894394200427
6,-6.943933175052504,0.38710945192166024
7,-6.995091321674341,0.35976324564353057
8,-7.067225365573903,0.3686353973532359
9,-7.053557492328219,0.38183045999377474
10,-7.151158861100555,0.3836571877301448
11,-7.208608049023908,0.34439881178352866
12,-7.222413914771938,0.3621291745481223
13,-7.251205882821456,0.3516343844039479
14,-7.332233222609415,0.3635962948262638
15,-7.355389699704988,0.3518886039839371
16,-7.420821960576675,0.3631386439311449
17,-7.403054873751356,0.35475212550241275
18,-7.454051576042435,0.3424808355442154
19,-7.5249670222518885,0.3391394085818142
20,-7.494764954316513,0.36241369653907063
