,Topic number,coherence_values
0,2,0.42747580572405786
1,3,0.30108224010953843
2,4,0.3921969312888516
3,5,0.30564223361762355
4,6,0.3410255191480099
5,7,0.3351556315625238
6,8,0.4005174630323396
7,9,0.33938406896133133
8,10,0.3532122737785653
9,11,0.34482510099823566
10,12,0.3703010111696426
11,13,0.36252222928254657
12,14,0.3418261253808637
13,15,0.3389642736969398
