主题数,困惑度,一致性
2,-6.728174797469307,0.4338328052531578
3,-6.849289249831397,0.4434203838934638
4,-6.961315444074045,0.3823635294294853
5,-6.988235326537449,0.3762678194750232
6,-7.092849983624233,0.3503198301917017
7,-7.211895988768985,0.32632976024478794
8,-7.191093876985609,0.36151027461164
9,-7.1806527146444346,0.3320118421572379
10,-7.401579117824292,0.3280454064721785
11,-7.428319931960221,0.34616585620424095
12,-7.472944567568154,0.33209776810944364
13,-7.502246691060624,0.3965533151133916
14,-7.494475889915583,0.3633632724219219
15,-7.535417503688416,0.32583732344290456
16,-7.669289036228136,0.35495653714690417
17,-7.694464609296747,0.37970559082867417
18,-7.54807123674206,0.33931246283140326
19,-7.678689530565898,0.3518785125614957
20,-7.816619572542209,0.3472738584970263
