主题数,困惑度,一致性
2,-7.931038922844198,0.31197779356224253
3,-8.014924853392015,0.31268215789528253
4,-8.085162318856055,0.3201537580086863
5,-8.164844468307024,0.31488742629969807
6,-8.247889820638656,0.32655262586089856
7,-8.32720338382617,0.321396650332419
8,-8.429779090075192,0.3258214213140084
9,-8.504980033285333,0.3280755798937862
10,-8.542042314436703,0.32913805070841134
11,-8.634332472005369,0.3174337623962903
12,-8.72074991157101,0.32454238215938214
13,-8.74784684305824,0.3287792381173236
14,-8.867207434022605,0.3310685547466978
15,-8.959779365853578,0.3368827441877861
