主题数,困惑度,一致性
2,-7.404524408679184,0.7015548054377316
3,-7.454730880105118,0.6928715993530657
4,-7.485406279450663,0.6625588880124864
5,-7.5148986838092,0.647459832926927
6,-7.5480854256849454,0.6728009194770812
7,-7.612816311116999,0.667497354524122
8,-7.6596947818457535,0.6471501800809318
9,-7.741677253501577,0.6824703147942911
10,-7.80736744581054,0.6632114703809019
11,-7.843641584678703,0.688135802479012
12,-7.891103616531311,0.6782987979951721
13,-7.932487719639667,0.6895049121575093
14,-7.964276776990856,0.6625904966369827
