所属主题,文章数量,特征词,主题强度
Topic0,2361,宽敞、空间、后排、舒服、设计、座椅、不错、驾驶、新能源、真的、喜欢、很大、油耗、动力、内饰、外观、颜值、车内、够用、配置,0.64491
Topic1,1300,宽敞、后排、空间、不错、设计、座椅、外观、舒服、动力、内饰、驾驶、喜欢、真的、储物、车内、很大、前排、颜值、油耗、足够,0.35509
