主题数,困惑度,一致性
2,80.89404757277158,0.23159256769979703
3,83.67877432163725,0.23675232352608833
4,85.14295509159837,0.23575690915667136
5,86.64444151777752,0.23468053798959848
6,88.86528466554265,0.24171692559163213
7,91.2593246735527,0.2548657630150375
8,94.71868053497663,0.25302093701404715
9,98.58753398643584,0.2587773098024619
10,103.76170618219709,0.25994008247787
11,108.04113328927843,0.25125674188958025
12,112.17064084644686,0.24903900248547947
13,116.51482947414166,0.26505462610886105
14,121.26974667500531,0.24609200213031007
