主题数,困惑度,一致性
2,-7.856539830499282,0.28429993696878864
3,-7.956913176671818,0.26375693018219176
4,-8.028592412751687,0.2927647356115528
5,-8.086797386314245,0.32904834137419786
6,-8.155834154448504,0.33247922035444905
7,-8.199257765542669,0.3109231824586577
8,-8.224929098142752,0.3845601689283743
9,-8.287055376367993,0.3268048968548487
10,-8.32075250888586,0.33393386980267664
11,-8.336563273523554,0.35930440287098386
12,-8.399829025304964,0.369890386066063
13,-8.420113851251212,0.3435616831319524
14,-8.459645562636481,0.3503581204865066
