主题数,困惑度,一致性
2,-7.384278479913983,0.4555868672271951
3,-7.501418671496677,0.4659300528777752
4,-7.566179816153223,0.42985733463196735
5,-7.631784061362348,0.44409208904365194
6,-7.664142552903216,0.43210457091995735
7,-7.687919760512652,0.44647948303727203
8,-7.790314546980063,0.40104614693662943
9,-7.744091962985285,0.4320190361136227
10,-7.876431449031526,0.46919373286343424
11,-7.840290900173523,0.4423644279717035
12,-7.94124548545407,0.434869123616688
13,-7.928760718861206,0.3979065308570373
14,-7.9264677998969395,0.4473555462758331
