主题数,困惑度,一致性
2,-7.295145803124365,0.4427680049267689
3,-7.407735107966003,0.45327354724815355
4,-7.469836511084053,0.4552451770595892
5,-7.477855338000323,0.4725956276706934
6,-7.540961721778786,0.4541582714350458
7,-7.574123253758517,0.4569156513143596
8,-7.6485557073514245,0.5007765103620766
9,-7.694519289972718,0.4878269412926028
10,-7.687721053005135,0.49684703526368723
11,-7.683702742038272,0.4771049850009997
12,-7.749748000640358,0.46669884098476405
13,-7.766103413940346,0.46769751680620675
14,-7.853416292655787,0.4942277477170041
