word,counts
女孩,511
女人,316
男孩,294
男人,293
希望,220
工作,209
喜欢,198
手机,190
学校,175
时间,170
同学,145
回复,138
发现,137
年轻人,132
北农,130
电话,128
生活,123
朋友,123
一种,121
永远,119
世界,115
老婆,110
真的,108
北京,101
学生,97
娃娃,97
谢谢,96
告诉,94
活动,94
留下,88
比赛,86
东西,85
帖子,83
联系方式,83
中国,83
一楼,82
报名,81
感觉,78
专业,76
力量,76
回家,75
社团,74
第一名,74
手指,74
幸福,73
新生,73
老师,73
有人,72
事情,71
回来,70
农学院,70
豌豆荚,69
游戏,68
机会,66
男友,66
大学,65
学生会,65
社会,65
不想,63
孤独,62
星座,62
有没有,62
努力,62
镇楼,61
魔王,61
终于,59
两个,58
一点,58
地方,57
用户,57
妇女,57
毕业,56
孩子,55
开心,55
补考,55
分手,54
那天,54
晚上,54
看着,53
爱心,53
情况,53
国际,53
参加,52
爱情,52
楼下,51
梦想,51
也许,51
心情,51
一年,51
精神,51
女友,50
快乐,49
能力,49
回去,49
伤害,49
生命,49
小学,48
发言,48
离开,47
美国,47
