word,counts
真的,111
喜欢,80
感觉,65
情绪,61
朋友,56
相处,39
情感,29
不想,29
社交,27
感情,26
东西,25
未来,24
理解,23
事情,23
恋爱,23
逻辑,22
确实,21
表达,21
特别,21
视频,20
对象,20
情况,19
老师,19
关系,19
一点,19
有时候,18
分析,18
两个,17
希望,17
爆发,17
谈恋爱,17
讨厌,16
发现,16
爱情,16
好像,15
想法,15
感受,15
内心,15
安慰,15
说话,15
时间,14
不到,14
计划,13
生活,13
冷漠,13
摆烂,13
分手,13
我会,12
吵架,12
符合,12
那种,12
人生,12
回应,12
身边,12
类型,12
性格,12
需求,11
生气,11
关心,11
沟通,11
接受,11
自我,11
麻烦,10
学习,10
工作,10
思考,10
状态,10
建议,10
冷静,10
懒得,9
观察,9
看不到,9
本来,8
聊天,8
家人,8
交往,8
能力,8
独处,8
情绪化,8
分享,8
形容,8
想要,8
开心,8
很好,8
大部分,8
平常,8
包括,8
一种,8
伴侣,8
规划,7
在意,7
理智,7
影响,7
想到,7
真实,7
动手,7
经历,7
怎麼,7
提出,7
人格,7
