所属主题,文章数量,特征词,主题强度
Topic0,15,核污染、日方、核辐射、废水、辐射、证明、收起、核电站、污水、排放、海水、生物、人类、风险、危害、报告、发生、全球、遭受、受害、大陆、方案、下降、时间、数据、代表、标准、处置、排海、超话、食盐、地球、事情、抢购、导致、现象、陆地、道歉、富集、生存、变异、告诉、困难、引发、原因、博物馆、赔偿、预言、事故、全世界、内容、条约、专家、后果、世界、水排、肌肤、有待、措施、有效性、去除、原则、可靠性、国际、电力公司、选择、正当性、运行、技术、符合、含量、核素、作用、视频、日本鬼子、国家、人体、垃圾、食用盐、脑子、干净、海域、责任、环境、海啸、食物、灭亡、操作、植被、带到、切割、新冠、环流、决心、恢复、放大、大气、丰沛、村核、免疫力,0.088235
Topic1,26,核污染、食盐、辐射、废水、人体、排放、收起、污水、危害、盐业、公司、海水、女性、排海、核电站、抢购、全省、自由、稀释、远离、超话、产品、充足、疾病、现象、市民、支持、市场、正式、采购、变异、化妆品、日用品、孩子、起排、做能、风险、日方、国际、时间、世界、人类、相关、全世界、食用盐、环境、海产品、做好、企业、引发、保供、事件、摄入、稳价、保障、地区、狩猎、生存、定点、鱼类、身体、配享、视频、原料、科技、病毒、日子、控制、时报、呼吸、下锅、恶心、证明、代表、电力公司、地震、数据、健康、水排、含有、发布、方案、人生、海盐、地球、新冠、国家、排入、发生、水循环、星空、全球、链接、担忧、新闻、介绍、显示、网页、水产品、关注,0.15294
Topic2,40,废水、食盐、污水、超话、肌肤、收起、民众、计划、历史、地球、海盐、排放、全球、民族、人类、核污染、风险、选择、提醒、世界、充足、保障、提取物、明眸、玫瑰、生态、眼部、国家、辐射、排海、日方、恐慌、市场、科学、海水、盐业、责任、食用盐、抢断、火星、移民、自私、后果、事件、视频、明知、骗人、全人类、起底、灾难、前夫、支持、爱玩、教授、排入、估计、毁灭、无耻、日子、脑子、环境、担忧、海域、抢购、愤慨、水产、变得、受损、效果、淡化、减少、年轻、含量、修复、眼睛、相关、带来、引发、专家、关注、渠道、消息、危险、发声、社会、不明、危害、核事故、购买、慌张、环境监测、周边国家、国际、措施、小节、核辐射、承认、全世界、现象、承担,0.23529
Topic3,36,废水、超话、关系、视频、收起、理解、抨击、抵制、新闻、危害、人类、日方、政治、恶心、社会、立场、女王、放射性物质、国际、水产品、提出、生物链、导致、科学、元素、激进、担心、抢完、看不到、毛病、核污染、排放、全球、辐射、证明、好像、核电站、毁灭、希望、本质、报道、支持、感觉、确实、层面、不顾、领海、数据、水排、原产地、法则、不行、办法、朋友圈、辩解、流氓、方式、应对、交涉、身经百战、外交、拿出、仙子、证据、不剩、声称、责任、奉行、思维、肮脏、食盐、人为、喜欢、渠道、官方、边境、撤销、看法、执意、日本首相、措施、坏事、大学、大使、局面、祖国、指出、出发、仙境、饮用水、公平正义、表达、层层、递进、含量、个人行为、代表、偷排、标准、生态,0.21176
Topic4,25,废水、收起、污水、排放、生物、超话、虚伪、日料、社区、地球、日子、世界、治水、水域、民众、情况、排核、核电、辣鸡、行径、老百姓、难过、只能、寿司、图片、危害、排到、海啸、发生、小节、角度、老师、可怜、专家、恶心、辐射、国家、人类、无力、希望、日方、公开、不用、计划、食盐、排入、不见、事件、看过、全世界、吃饭、犯下、稀释、全人类、分享、群山、邪念、停止、实为、公意、托词、生存、执意、枉顾、看着、灾变、满员、禁止、徇私、来到、倭奴、轮回、平仄、东风、价高、控制、君子、生意、寻觅、错误、内陆、人祸、地狱、蕞尔小国、万金、不顾、晚餐、荧幕、坏透、可笑、环抱、无义、知识、警笛、签证、法则、空文、道歉、排量、和谐,0.14706
Topic5,28,核污染、污水、日方、全球、收起、水产品、人类、海盐、记者、视频、恐慌、食盐、国家、国际、社会、提问、妈妈、风险、海域、排放、证明、水排、盐业、海水、排海、民众、原产地、相关、抢购、健康、食用盐、日本鬼子、核事故、强行、生态、食品、引发、保障、充足、担忧、废水、环境、超话、自私、计划、放射性物质、处置、利益、发布、维护、质疑、停止、建议、核电站、责任、历史、新闻、科学、市场、热议、发生、消息、市民、解决、关注、专家、跟风、愤慨、世界、担心、全世界、提出、产品、正当、准确性、可靠性、合法性、查阅、谴责、禁令、错误、负责、数据、老百姓、无视、装置、公告、有效性、办公室、国际原子能机构、核泻、国际法、企业、请问、记得、介绍、负责人、储备量、效仿、链接,0.16471
