内容,主题概率,主题类型
好吃 回购 新鲜,"[(0, 0.09060348), (1, 0.805671), (2, 0.10372556)]",1
回购 好吃 品质,"[(0, 0.08901053), (1, 0.8248798), (2, 0.086109675)]",1
宝贝 收到 可收 回购,"[(0, 0.069421045), (1, 0.38250214), (2, 0.5480768)]",2
购买 经济 实惠 好吃,"[(0, 0.07003435), (1, 0.32708672), (2, 0.602879)]",2
经济 实惠 好吃 几次,"[(0, 0.07002722), (1, 0.37839893), (2, 0.5515739)]",2
特别 好吃 经济 实惠,"[(0, 0.07768913), (1, 0.29216003), (2, 0.63015085)]",2
收到 好吃 个头,"[(0, 0.09652191), (1, 0.09952666), (2, 0.80395144)]",2
经济 实惠 好吃 营养,"[(0, 0.07015608), (1, 0.07291403), (2, 0.85692984)]",2
好吃 夏威夷,"[(0, 0.12424971), (1, 0.7512459), (2, 0.12450438)]",1
好吃 真的 好吃 二次 回购 值得 购买,"[(0, 0.043054957), (1, 0.91381204), (2, 0.043132972)]",1
香脆 可口 好吃 回购,"[(0, 0.6483023), (1, 0.2822515), (2, 0.069446154)]",0
果子 味道,"[(0, 0.4163506), (1, 0.111213475), (2, 0.47243592)]",2
夏威夷 质量 重量 满意,"[(0, 0.070088126), (1, 0.078404635), (2, 0.85150725)]",2
欧克 味道 入手,"[(0, 0.83272165), (1, 0.08350886), (2, 0.083769485)]",0
直播间 确实 大个儿,"[(0, 0.5854533), (1, 0.33010325), (2, 0.08444346)]",0
父母 果子 不错 口感,"[(0, 0.06878052), (1, 0.26908836), (2, 0.66213113)]",2
好吃 回购 孩子 喜欢,"[(0, 0.71045655), (1, 0.22057699), (2, 0.06896643)]",0
好吃 个头 饱满,"[(0, 0.09467062), (1, 0.09689829), (2, 0.8084311)]",2
日期 新鲜 奶香 浓郁 好吃,"[(0, 0.059756834), (1, 0.85563594), (2, 0.08460717)]",1
日期 新鲜 很脆,"[(0, 0.08541521), (1, 0.08794582), (2, 0.826639)]",2
质量第一 直播 主播,"[(0, 0.4051108), (1, 0.50295794), (2, 0.0919313)]",1
夏威夷 好吃 第二次 购买,"[(0, 0.07027846), (1, 0.85958886), (2, 0.07013272)]",1
口感 不错 好吃 一单,"[(0, 0.078460775), (1, 0.4180076), (2, 0.50353163)]",2
好吃 不贵,"[(0, 0.122482374), (1, 0.14687361), (2, 0.73064405)]",2
好吃 果子 香味,"[(0, 0.08671071), (1, 0.46005484), (2, 0.4532345)]",1
物流 很快 味道 不错,"[(0, 0.8589017), (1, 0.06763626), (2, 0.07346208)]",0
物流 很快 好吃 值得 购买,"[(0, 0.439532), (1, 0.50106233), (2, 0.059405677)]",1
核桃 好吃 下次,"[(0, 0.3660414), (1, 0.5331036), (2, 0.10085501)]",1
好吃 价格 复购,"[(0, 0.08823598), (1, 0.5040304), (2, 0.4077336)]",1
夏威夷,"[(0, 0.19086342), (1, 0.6123404), (2, 0.19679622)]",1
不错 夏威夷 好吃 香味,"[(0, 0.07991199), (1, 0.7735358), (2, 0.14655223)]",1
果子 味道 大小 直播间 宣传 相符,"[(0, 0.3949553), (1, 0.17893137), (2, 0.4261133)]",2
好吃 奶香 果肉 香脆,"[(0, 0.83660007), (1, 0.087628864), (2, 0.075771056)]",0
好吃 奶香 回购 两次,"[(0, 0.07034985), (1, 0.86039585), (2, 0.06925429)]",1
东西 好吃 特别 下次,"[(0, 0.08467016), (1, 0.5730267), (2, 0.34230307)]",1
果子 口味,"[(0, 0.11314573), (1, 0.1173892), (2, 0.7694651)]",2
不错 一口气 干光 一袋,"[(0, 0.41270897), (1, 0.06922431), (2, 0.5180667)]",2
二次 购买 味道 不错 大人 小孩,"[(0, 0.6023719), (1, 0.34672877), (2, 0.050899312)]",0
质量 不错 颗粒 饱满 果子 开口,"[(0, 0.048529852), (1, 0.04818132), (2, 0.9032888)]",2
推荐 质量 不错 回购,"[(0, 0.07160434), (1, 0.5042663), (2, 0.42412934)]",1
味道 特别 新鲜 推荐,"[(0, 0.38883793), (1, 0.5316671), (2, 0.07949494)]",1
货真价实 确实 新鲜 好吃,"[(0, 0.83080584), (1, 0.0821006), (2, 0.08709357)]",0
日期 新鲜 好吃 回购,"[(0, 0.0707805), (1, 0.6732009), (2, 0.25601864)]",1
好吃 好吃 购买,"[(0, 0.08858584), (1, 0.82318175), (2, 0.08823241)]",1
好吃 一种 奶牛 香味,"[(0, 0.06807127), (1, 0.8635252), (2, 0.06840353)]",1
口感 分量 很足 价格便宜 值得 购买,"[(0, 0.14976405), (1, 0.5248221), (2, 0.32541385)]",1
剥开 香味扑鼻 酥脆可口,"[(0, 0.8267224), (1, 0.08404403), (2, 0.08923355)]",0
口感 真的 脆甜,"[(0, 0.08490514), (1, 0.09362476), (2, 0.82147014)]",2
好吃 经买,"[(0, 0.11604865), (1, 0.76797134), (2, 0.115979984)]",1
喜欢 下次,"[(0, 0.44875807), (1, 0.42884824), (2, 0.12239368)]",0
口感 不错 两三个 果肉 粘皮 现象,"[(0, 0.07086803), (1, 0.4606521), (2, 0.46847984)]",2
果肉 好吃 满意 好评,"[(0, 0.075362094), (1, 0.087759696), (2, 0.8368782)]",2
第二次 回购 好评 口感,"[(0, 0.068617165), (1, 0.46997625), (2, 0.46140662)]",1
第二次 复购 挺好吃 坚果 实惠,"[(0, 0.058869705), (1, 0.7023704), (2, 0.23875983)]",1
好吃 份量,"[(0, 0.13618013), (1, 0.3748903), (2, 0.48892954)]",2
好吃 不错 下次,"[(0, 0.09517089), (1, 0.55531377), (2, 0.34951535)]",1
挺大 一口气 一包,"[(0, 0.38492343), (1, 0.084921405), (2, 0.5301552)]",2
好吃 回来 孩子 喜欢,"[(0, 0.8493274), (1, 0.07563834), (2, 0.0750343)]",0
份量 口感 物流 很快 五星 好评,"[(0, 0.09490438), (1, 0.04832086), (2, 0.8567748)]",2
实惠 好吃 确实 不错,"[(0, 0.4449537), (1, 0.07471709), (2, 0.4803292)]",2
好吃 价格便宜 购买,"[(0, 0.41143382), (1, 0.49957204), (2, 0.08899417)]",1
味道 值得 购买,"[(0, 0.33502093), (1, 0.5798494), (2, 0.08512967)]",1
好吃 两次 每次 失望,"[(0, 0.06837043), (1, 0.86351204), (2, 0.068117544)]",1
东西 收到 果子 好吃,"[(0, 0.0730748), (1, 0.07471267), (2, 0.8522125)]",2
实惠 很大 实惠 满意,"[(0, 0.06937382), (1, 0.071246825), (2, 0.85937935)]",2
口感 价廉物美,"[(0, 0.11167566), (1, 0.45694813), (2, 0.43137622)]",1
挺好吃 剥开 价格 两袋,"[(0, 0.2786719), (1, 0.44225264), (2, 0.27907547)]",1
物流 包装 完好 回购,"[(0, 0.8382087), (1, 0.08959222), (2, 0.07219913)]",0
好吃 香味 十足,"[(0, 0.08672724), (1, 0.46065998), (2, 0.45261276)]",1
味道 物流 很快 下次 回购,"[(0, 0.61641264), (1, 0.32355565), (2, 0.060031712)]",0
好吃 香味 性价比,"[(0, 0.4038699), (1, 0.50825775), (2, 0.0878724)]",1
宝贝 收到 包装 无损 好吃,"[(0, 0.061396997), (1, 0.060705457), (2, 0.87789756)]",2
好吃 妮爸 推荐 下次,"[(0, 0.06927841), (1, 0.86105084), (2, 0.069670685)]",1
特别 好吃 孩子 喜欢,"[(0, 0.8505974), (1, 0.07974671), (2, 0.06965589)]",0
果子 个头 很大 很脆 价格便宜,"[(0, 0.15703686), (1, 0.055886127), (2, 0.787077)]",2
物流 好吃 回购 几次,"[(0, 0.31788605), (1, 0.6112568), (2, 0.0708572)]",1
收到 夏夷果 广告 一至 好吃,"[(0, 0.35960582), (1, 0.5764679), (2, 0.06392634)]",1
好吃 好吃 值得 购买 下次,"[(0, 0.057503298), (1, 0.8842833), (2, 0.058213446)]",1
夏威夷 收到 好吃 下次 回购,"[(0, 0.059419848), (1, 0.87408036), (2, 0.06649978)]",1
添加剂,"[(0, 0.16700006), (1, 0.16699341), (2, 0.66600657)]",2
好吃 喜欢 回购 几次,"[(0, 0.3198395), (1, 0.6115017), (2, 0.06865879)]",1
不错 喜欢 回购 几次,"[(0, 0.4363391), (1, 0.4884316), (2, 0.075229295)]",1
喜欢 回购 几次,"[(0, 0.3601387), (1, 0.5557389), (2, 0.0841224)]",1
收到 饱满 味道 不错,"[(0, 0.29292136), (1, 0.06933201), (2, 0.6377466)]",2
新鲜 好吃 足量 夏威夷 最佳 选择,"[(0, 0.51553845), (1, 0.42932972), (2, 0.05513181)]",0
好吃 速度 很快,"[(0, 0.8180217), (1, 0.093344726), (2, 0.088633575)]",0
口感 很好 回够,"[(0, 0.3407567), (1, 0.08384639), (2, 0.5753969)]",2
好吃 外面 便宜 好多 果子 很大,"[(0, 0.16530699), (1, 0.2857668), (2, 0.54892623)]",2
夏威夷 收到 个儿 份量 超足 好吃,"[(0, 0.051705033), (1, 0.05494906), (2, 0.8933459)]",2
第二次 味道 物美价廉,"[(0, 0.38239107), (1, 0.531933), (2, 0.08567589)]",1
棒极了 太爱,"[(0, 0.7770528), (1, 0.1116012), (2, 0.11134595)]",0
夏威夷 颗粒 饱满 好吃,"[(0, 0.07288684), (1, 0.08280095), (2, 0.8443122)]",2
好吃 很脆 回购,"[(0, 0.09091254), (1, 0.64101607), (2, 0.26807138)]",1
特别 好吃 果率 百分之 特别 好吃,"[(0, 0.050912954), (1, 0.89983517), (2, 0.049251866)]",1
坏果 一颗 打不开 好吃,"[(0, 0.11277736), (1, 0.35794196), (2, 0.52928066)]",2
克拉斯,"[(0, 0.6600267), (1, 0.17111194), (2, 0.16886134)]",0
果子 口感 全新 坏果,"[(0, 0.07111272), (1, 0.06690068), (2, 0.86198664)]",2
味道 不错 值得 拥有 下次 光顾,"[(0, 0.25191993), (1, 0.69386804), (2, 0.054212052)]",1
宝贝 收到 日期 新鲜 口感,"[(0, 0.056469698), (1, 0.05778117), (2, 0.8857491)]",2
好吃 实体店 便宜 购买,"[(0, 0.36024362), (1, 0.5629391), (2, 0.07681729)]",1
好吃 中果 回购,"[(0, 0.44596463), (1, 0.45492366), (2, 0.099111736)]",1
物美价廉 特别 好吃 满意,"[(0, 0.07139201), (1, 0.85788244), (2, 0.070725545)]",1
夏威夷 质量,"[(0, 0.1205668), (1, 0.1297381), (2, 0.74969506)]",2
果肉 饱满 香甜 好吃 停不下来,"[(0, 0.061375428), (1, 0.06235962), (2, 0.8762649)]",2
果子 很大 好吃,"[(0, 0.092109814), (1, 0.095148794), (2, 0.8127414)]",2
划算 好吃 好评,"[(0, 0.08896562), (1, 0.09518039), (2, 0.815854)]",2
回购 真的 不错,"[(0, 0.09804336), (1, 0.69306684), (2, 0.20888984)]",1
东西 收到 挺好吃,"[(0, 0.091727346), (1, 0.38690317), (2, 0.52136946)]",2
香味 很足 好吃,"[(0, 0.08640869), (1, 0.82054824), (2, 0.09304306)]",1
足秤 果子 新鲜 值得 推荐 回购,"[(0, 0.048632614), (1, 0.6958386), (2, 0.25552884)]",1
果子 拨开 坚果 奶香 物有所值,"[(0, 0.56630546), (1, 0.06226234), (2, 0.3714322)]",0
新鲜 好吃 香味,"[(0, 0.08914696), (1, 0.8034217), (2, 0.10743141)]",1
经纪 实惠 好吃,"[(0, 0.08917031), (1, 0.095849566), (2, 0.81498015)]",2
很快 不贵 美好,"[(0, 0.1203511), (1, 0.0835998), (2, 0.7960491)]",2
袋子 评论 挺好吃,"[(0, 0.08343136), (1, 0.53749126), (2, 0.37907735)]",1
分量 香超 好吃 下次 回购,"[(0, 0.056899447), (1, 0.8847724), (2, 0.058328085)]",1
货真价实 确实 推荐,"[(0, 0.5377918), (1, 0.3771764), (2, 0.08503184)]",0
物美价廉 超级 喜欢 口味,"[(0, 0.32091764), (1, 0.13048063), (2, 0.5486017)]",2
日期 新鲜 分量 好吃 停不下来,"[(0, 0.05801961), (1, 0.06835078), (2, 0.8736296)]",2
好吃 下单 三次 下次 购买,"[(0, 0.25041875), (1, 0.6877998), (2, 0.06178138)]",1
不错 口感 小孩子,"[(0, 0.41863453), (1, 0.085421585), (2, 0.49594387)]",2
夏威夷 无数次 回购,"[(0, 0.08708524), (1, 0.8265082), (2, 0.08640655)]",1
好吃 经济 实惠 朋友,"[(0, 0.070264705), (1, 0.080707416), (2, 0.84902793)]",2
孩子 好吃 买回去 一包,"[(0, 0.55992204), (1, 0.074665025), (2, 0.36541298)]",0
收到 好吃 第二次 购买,"[(0, 0.07033665), (1, 0.8514152), (2, 0.078248136)]",1
太好了 好吃,"[(0, 0.11616112), (1, 0.76836544), (2, 0.11547343)]",1
果子 很大 好吃 满意,"[(0, 0.07270888), (1, 0.08310192), (2, 0.8441892)]",2
挺好吃 两天,"[(0, 0.11119559), (1, 0.4443821), (2, 0.44442233)]",2
便宜 好吃 香脆 份量 良心,"[(0, 0.2901133), (1, 0.64338005), (2, 0.066506594)]",1
香味 很足 好吃 值得 购买,"[(0, 0.05677896), (1, 0.8841746), (2, 0.059046447)]",1
夏威夷 挺好吃,"[(0, 0.11681038), (1, 0.76546913), (2, 0.11772048)]",1
好吃 香味 十足 孩子 特别 喜欢,"[(0, 0.46114635), (1, 0.29661372), (2, 0.24223989)]",0
好吃 份量 个头,"[(0, 0.10141264), (1, 0.100328736), (2, 0.7982586)]",2
好吃 第三次 孩子 喜欢,"[(0, 0.5588156), (1, 0.3725127), (2, 0.06867169)]",0
味道 不错 你家 购买,"[(0, 0.3970897), (1, 0.52531946), (2, 0.07759085)]",1
夏威夷 好吃 地方 便宜 值得 购买,"[(0, 0.25483733), (1, 0.69203293), (2, 0.05312977)]",1
无限 回购 办公室 零食,"[(0, 0.07145313), (1, 0.7311028), (2, 0.19744404)]",1
爽口 质量 份量 描述 相符,"[(0, 0.71117824), (1, 0.05715081), (2, 0.23167099)]",0
好吃 打算 回购,"[(0, 0.47848558), (1, 0.4352247), (2, 0.086289674)]",0
特别 好吃 奶香,"[(0, 0.09325142), (1, 0.81805176), (2, 0.08869686)]",1
第二次 回购 真的 不错,"[(0, 0.07738251), (1, 0.8298949), (2, 0.09272257)]",1
品质 果大 充实 好吃,"[(0, 0.8371926), (1, 0.09060932), (2, 0.0721981)]",0
物美价廉 包装 完好无损 下次 回购,"[(0, 0.4000751), (1, 0.5336351), (2, 0.06628988)]",1
好吃 坏果 个头 实惠 份量,"[(0, 0.06666069), (1, 0.060643233), (2, 0.8726961)]",2
真的 好吃 停不下来 每颗 饱满,"[(0, 0.26559526), (1, 0.06847614), (2, 0.66592866)]",2
好评 好吃 很大,"[(0, 0.09215047), (1, 0.095225744), (2, 0.81262374)]",2
到货 大袋 看着 新鲜 不错,"[(0, 0.057698313), (1, 0.05988069), (2, 0.882421)]",2
夏威夷 收到 饱满 满意,"[(0, 0.07096848), (1, 0.0824282), (2, 0.84660333)]",2
干果 好吃 个头 新果 值得 购买,"[(0, 0.06361222), (1, 0.7382854), (2, 0.19810237)]",1
挺好吃 孩子 喜欢 那种,"[(0, 0.6369306), (1, 0.2960203), (2, 0.06704914)]",0
满意 果实 饱满 奶香 浓郁,"[(0, 0.3224268), (1, 0.48962206), (2, 0.18795118)]",1
回购 新鲜 好吃,"[(0, 0.09060342), (1, 0.80567706), (2, 0.10371954)]",1
购买 第一次 好吃,"[(0, 0.09155667), (1, 0.8197969), (2, 0.08864642)]",1
好吃 实惠 便宜,"[(0, 0.09192919), (1, 0.10531181), (2, 0.802759)]",2
口感 吃没 回购,"[(0, 0.41194728), (1, 0.262237), (2, 0.32581568)]",0
买过 好吃 这家 经济 实惠,"[(0, 0.27750212), (1, 0.05946918), (2, 0.6630287)]",2
特别 好吃 价格便宜 喜欢,"[(0, 0.850012), (1, 0.07984936), (2, 0.07013857)]",0
口感 价格 优惠,"[(0, 0.08537647), (1, 0.08353786), (2, 0.8310857)]",2
特别 好吃 香味儿 十足 推荐,"[(0, 0.061477564), (1, 0.6267049), (2, 0.31181753)]",1
第一次 发货 味道 不错,"[(0, 0.8560504), (1, 0.07038739), (2, 0.07356223)]",0
好吃 主播 好吃,"[(0, 0.0921946), (1, 0.82014626), (2, 0.087659106)]",1
包装 挺好吃,"[(0, 0.40493235), (1, 0.46283236), (2, 0.13223533)]",1
份量 果子 理想,"[(0, 0.086074404), (1, 0.09013931), (2, 0.82378626)]",2
好吃 孩子 推介,"[(0, 0.45005584), (1, 0.46372893), (2, 0.08621524)]",1
妮爸 夏威夷 收到 好吃,"[(0, 0.07371246), (1, 0.8422253), (2, 0.0840622)]",1
一如既往 实惠,"[(0, 0.11486497), (1, 0.44395396), (2, 0.44118106)]",1
口感 酥脆 挺好吃,"[(0, 0.08577355), (1, 0.38052338), (2, 0.533703)]",2
比较满意 购物 好评,"[(0, 0.3079823), (1, 0.353794), (2, 0.3382237)]",1
好吃 声音 那种 好评,"[(0, 0.5269405), (1, 0.077181846), (2, 0.39587763)]",0
果子 很好 新鲜 好评,"[(0, 0.06751195), (1, 0.067835204), (2, 0.8646529)]",2
日期 分量 味道 不错,"[(0, 0.25628573), (1, 0.07703547), (2, 0.66667885)]",2
味道 很正 几次,"[(0, 0.6036929), (1, 0.31245658), (2, 0.08385056)]",0
好吃 份量 特棒,"[(0, 0.093937315), (1, 0.80406934), (2, 0.101993375)]",1
味道 奶香 好吃,"[(0, 0.77136046), (1, 0.13543841), (2, 0.09320115)]",0
好吃 奶香 酥脆 回购,"[(0, 0.074992046), (1, 0.8373804), (2, 0.08762758)]",1
收到 货后 不错 下次 回购,"[(0, 0.059194814), (1, 0.36196914), (2, 0.578836)]",2
分量 日期 新鲜 味道 不错 喜欢,"[(0, 0.3622355), (1, 0.05420055), (2, 0.583564)]",2
回购 性价比 份量,"[(0, 0.6333239), (1, 0.27377325), (2, 0.09290282)]",0
好吃 大个 值得 购买,"[(0, 0.0684855), (1, 0.6235193), (2, 0.30799517)]",1
好吃 入口 奶香 浓郁,"[(0, 0.071097516), (1, 0.8585807), (2, 0.07032176)]",1
确实 香脆,"[(0, 0.7756478), (1, 0.11289152), (2, 0.11146064)]",0
好吃 颗料 饱满 回购,"[(0, 0.06977117), (1, 0.7760919), (2, 0.15413699)]",1
夏威夷 收到 好吃 两包,"[(0, 0.4807271), (1, 0.41606316), (2, 0.10320973)]",0
好吃 新鲜 实惠 不错,"[(0, 0.073181085), (1, 0.07624023), (2, 0.85057867)]",2
分量 符合 直播 描述 口感,"[(0, 0.49791437), (1, 0.06380438), (2, 0.4382812)]",0
香味 回购,"[(0, 0.113063656), (1, 0.77402645), (2, 0.112909906)]",1
夏威夷 收到 挺好吃 五星 好评,"[(0, 0.057480104), (1, 0.3067037), (2, 0.6358162)]",2
回购 几次 特别 好吃 品相,"[(0, 0.3042478), (1, 0.6389608), (2, 0.05679142)]",1
份量 挺足 果子 想象 很好,"[(0, 0.05668828), (1, 0.062757954), (2, 0.8805538)]",2
好吃 奶香 好吃,"[(0, 0.092197806), (1, 0.8170189), (2, 0.09078325)]",1
快递 包装 尚好 打开,"[(0, 0.23948355), (1, 0.07268153), (2, 0.6878349)]",2
夏威夷 收到 重量 品质 不错,"[(0, 0.06312045), (1, 0.19089761), (2, 0.74598193)]",2
夏威夷 挺好吃 回购 确实 不错,"[(0, 0.36725235), (1, 0.5689497), (2, 0.06379792)]",1
挺好吃 品质,"[(0, 0.11478119), (1, 0.772793), (2, 0.11242579)]",1
好吃 价格 划算,"[(0, 0.08943134), (1, 0.09514111), (2, 0.81542754)]",2
价格 牌子 划算 回购,"[(0, 0.06877935), (1, 0.45940882), (2, 0.4718119)]",2
收到 打开 好吃 味道 美极了,"[(0, 0.26294753), (1, 0.062329333), (2, 0.67472315)]",2
分量 日期,"[(0, 0.11119501), (1, 0.14678451), (2, 0.7420204)]",2
好评 颗粒 饱满 孩子 喜欢 好评,"[(0, 0.3205399), (1, 0.04798682), (2, 0.63147324)]",2
大肉 满意 购物,"[(0, 0.08514645), (1, 0.56328064), (2, 0.35157284)]",1
宝贝 收到 质量 好吃,"[(0, 0.07058667), (1, 0.07522128), (2, 0.854192)]",2
好吃 实惠 孩子 喜欢,"[(0, 0.64663243), (1, 0.072572775), (2, 0.28079477)]",0
分量 很足 一斤,"[(0, 0.083962865), (1, 0.1006059), (2, 0.81543124)]",2
好吃 有淡 奶油味,"[(0, 0.09406751), (1, 0.8171684), (2, 0.08876407)]",1
新鲜 好吃 回购 三次,"[(0, 0.43249434), (1, 0.486903), (2, 0.08060269)]",1
不错 果子 香味 十足 个头 饱满,"[(0, 0.049484637), (1, 0.057568148), (2, 0.8929472)]",2
好吃 味道 不错 价格 实惠,"[(0, 0.2732547), (1, 0.060124725), (2, 0.66662055)]",2
新果 挺好吃 购买,"[(0, 0.08352267), (1, 0.8327013), (2, 0.083776005)]",1
挺好吃 第二次 回购,"[(0, 0.08483271), (1, 0.8317403), (2, 0.08342694)]",1
分量 回购 第三次,"[(0, 0.08426275), (1, 0.82966524), (2, 0.086072005)]",1
特别 好吃 很大 味十足,"[(0, 0.8424048), (1, 0.07990196), (2, 0.07769322)]",0
果子 饱满 好吃 老公,"[(0, 0.34298286), (1, 0.07406407), (2, 0.58295304)]",2
味道 不错 一包,"[(0, 0.3796946), (1, 0.08571457), (2, 0.53459084)]",2
坚果 好吃 一会 一包,"[(0, 0.07541441), (1, 0.69559026), (2, 0.22899535)]",1
分量 个头,"[(0, 0.119094685), (1, 0.13293758), (2, 0.7479677)]",2
足够,"[(0, 0.16677065), (1, 0.66354436), (2, 0.169685)]",1
好多 感觉,"[(0, 0.12500694), (1, 0.7470619), (2, 0.12793113)]",1
夏威夷 每颗 满意,"[(0, 0.4907546), (1, 0.41277623), (2, 0.09646916)]",0
口感 快递 包装,"[(0, 0.09298982), (1, 0.08945154), (2, 0.81755865)]",2
报着 试看 态度 口感,"[(0, 0.27948403), (1, 0.23045446), (2, 0.49006152)]",2
袋装 没买 瓶装,"[(0, 0.09832787), (1, 0.08350522), (2, 0.8181669)]",2
夏威果 收到 大小 均匀 购买 第二次,"[(0, 0.05914545), (1, 0.8617678), (2, 0.079086706)]",1
生产日期 新鲜 口感 质量 不错,"[(0, 0.057319995), (1, 0.05692774), (2, 0.88575226)]",2
好吃 新果,"[(0, 0.11603856), (1, 0.7686228), (2, 0.11533859)]",1
好吃 回购 几次 味道 喜欢,"[(0, 0.48603743), (1, 0.4568481), (2, 0.05711445)]",0
果实 还行 苦果,"[(0, 0.8300409), (1, 0.08350858), (2, 0.08645055)]",0
口感 味道 喜欢 下次 回购,"[(0, 0.42699215), (1, 0.3054847), (2, 0.26752317)]",0
超级 好吃 味十足,"[(0, 0.44678208), (1, 0.095743775), (2, 0.45747417)]",2
收到 不知 味道,"[(0, 0.3215918), (1, 0.0856168), (2, 0.5927914)]",2
东西 好吃 下次 再来,"[(0, 0.072321944), (1, 0.09228154), (2, 0.8353965)]",2
拿到 真的 好吃,"[(0, 0.092904374), (1, 0.79584974), (2, 0.1112459)]",1
看着 新果 味道 不错,"[(0, 0.30752227), (1, 0.28372657), (2, 0.4087512)]",2
发货 足量 回购,"[(0, 0.3627513), (1, 0.5537044), (2, 0.083544336)]",1
挺好吃 平时 孩子 喜欢 味道,"[(0, 0.722017), (1, 0.22061493), (2, 0.05736803)]",0
果实 饱满 甜而不腻 好吃,"[(0, 0.6549261), (1, 0.07513392), (2, 0.26994)]",0
果子 新鲜 好吃 物流 很快,"[(0, 0.38634956), (1, 0.061050907), (2, 0.55259955)]",2
夏威夷 好吃 颗粒 饱满,"[(0, 0.07288681), (1, 0.08286235), (2, 0.84425086)]",2
果子 味道 不错 孩子 特爱 推荐,"[(0, 0.55727875), (1, 0.15627156), (2, 0.2864497)]",0
口感 二次 购买 真的 好吃,"[(0, 0.05714948), (1, 0.6959735), (2, 0.24687697)]",1
个头 物美价廉,"[(0, 0.1372575), (1, 0.33718425), (2, 0.5255583)]",2
经济 实惠 好吃 值得 购买,"[(0, 0.057671674), (1, 0.48819423), (2, 0.45413414)]",1
收到 一袋 孩子 大人,"[(0, 0.6755348), (1, 0.072152406), (2, 0.25231278)]",0
香味 十是 回购,"[(0, 0.08440242), (1, 0.83131397), (2, 0.08428363)]",1
夏威夷 收到,"[(0, 0.12348998), (1, 0.13941742), (2, 0.7370926)]",2
商品 很好 划算 好吃,"[(0, 0.07040176), (1, 0.077314734), (2, 0.85228354)]",2
夏威夷 好吃 放心 够买,"[(0, 0.07094174), (1, 0.47182623), (2, 0.457232)]",1
好吃 喜欢 姐妹 下单,"[(0, 0.62132305), (1, 0.100645155), (2, 0.27803177)]",0
夏威夷 收到 图片 相符 价格合理,"[(0, 0.51966244), (1, 0.063725926), (2, 0.41661167)]",0
真不错 值得 购买 大个,"[(0, 0.2666445), (1, 0.45559007), (2, 0.27776536)]",1
嘎嘣脆 好吃 下次 拍点,"[(0, 0.06975245), (1, 0.5701227), (2, 0.36012486)]",1
挺好吃 不太好,"[(0, 0.112125516), (1, 0.7765639), (2, 0.11131062)]",1
第二次 购买 便宜 好吃,"[(0, 0.070244744), (1, 0.85745203), (2, 0.072303176)]",1
超级 好吃 坏果 真的 喜欢,"[(0, 0.42589915), (1, 0.06964668), (2, 0.50445414)]",2
第二次 购买 上瘾,"[(0, 0.08421018), (1, 0.80642664), (2, 0.10936313)]",1
好吃 很大 划算,"[(0, 0.09291738), (1, 0.09515824), (2, 0.81192434)]",2
日期 新鲜 味道 回购,"[(0, 0.3153343), (1, 0.32811102), (2, 0.3565547)]",2
描述 相符 不错,"[(0, 0.8237567), (1, 0.08486129), (2, 0.091382004)]",0
实惠 好吃 口感 不错,"[(0, 0.072018236), (1, 0.07414563), (2, 0.8538361)]",2
不错 香味 浓郁 好吃,"[(0, 0.079887025), (1, 0.8247212), (2, 0.0953918)]",1
大果 好吃,"[(0, 0.7417308), (1, 0.13823652), (2, 0.120032705)]",0
果子 好吃 购买 第二次,"[(0, 0.06899051), (1, 0.62332034), (2, 0.30768913)]",1
好吃 个头 不错,"[(0, 0.101450436), (1, 0.097627744), (2, 0.8009218)]",2
好吃 价格 实惠 好评,"[(0, 0.07003048), (1, 0.07294028), (2, 0.8570292)]",2
真的 下次 回购,"[(0, 0.085232735), (1, 0.8268815), (2, 0.08788572)]",1
好吃 小朋友 喜欢 下次,"[(0, 0.5737786), (1, 0.3534782), (2, 0.072743215)]",0
口感 不错 分量 好吃 不错,"[(0, 0.060274515), (1, 0.06673609), (2, 0.8729894)]",2
口感 坏果 购买,"[(0, 0.09694818), (1, 0.27679765), (2, 0.62625414)]",2
果仁 很脆 个头儿 匀实 中果,"[(0, 0.061511457), (1, 0.058960725), (2, 0.8795278)]",2
还行 新鲜 五分 好评,"[(0, 0.21530433), (1, 0.06794565), (2, 0.71675)]",2
好吃 工具 值得 购买,"[(0, 0.07350882), (1, 0.85119617), (2, 0.07529496)]",1
味道 不错 大包装,"[(0, 0.3775152), (1, 0.08459488), (2, 0.5378899)]",2
真心 不错 值得 购买 推荐,"[(0, 0.059722412), (1, 0.58342284), (2, 0.35685474)]",1
夏威夷 果粒 饱满 价廉物美 好吃,"[(0, 0.30943465), (1, 0.514788), (2, 0.17577742)]",1
口感 舒适 香味 不错 拓壳,"[(0, 0.0567892), (1, 0.07228865), (2, 0.87092215)]",2
中果 好吃 酥脆 小朋友,"[(0, 0.83306986), (1, 0.07559341), (2, 0.09133679)]",0
主播 介绍 好吃 便宜,"[(0, 0.07162639), (1, 0.8563389), (2, 0.072034724)]",1
不错 好吃 奶香 十足,"[(0, 0.0766733), (1, 0.09017354), (2, 0.8331531)]",2
特别 好吃 奶香 十足 果实 很大,"[(0, 0.549652), (1, 0.061692767), (2, 0.38865525)]",0
口感 不错 果子 挺大 下次 回购,"[(0, 0.05080478), (1, 0.25424564), (2, 0.6949496)]",2
挺好吃 侄子 喜欢,"[(0, 0.48121136), (1, 0.434827), (2, 0.08396163)]",0
