主题数,困惑度,一致性
2,-6.376524019062898,0.25671032673982586
3,-6.405718709846138,0.3239974663971347
4,-6.489815265241798,0.3233962268689991
5,-6.5375764497693645,0.2811836848306317
6,-6.595306001201574,0.29541328509506837
7,-6.643317534236853,0.30467673110159244
8,-6.754816949158755,0.28460030484808235
9,-6.876635204495126,0.291870350491854
10,-7.021088918053916,0.29229449894456805
11,-7.244798682939975,0.2688822323945583
12,-7.518335512036522,0.29887925803016724
13,-7.9440953153059315,0.28509168241714833
14,-8.404257948975651,0.32269495500914547
