主题数,困惑度,一致性
2,-8.597424758086845,0.2906754775446855
3,-8.735382495170242,0.2804236294383619
4,-8.84017504283413,0.2926433193004273
5,-8.896853400452125,0.33866750844663196
6,-8.98879572584361,0.3943205207798048
7,-9.108638823306341,0.37937179441443514
8,-9.309317061966903,0.4252430189606283
9,-9.607409744221531,0.42122671830934666
10,-10.010579773546873,0.4523746487163969
11,-10.543033539689617,0.4443219488107648
12,-10.98945963530486,0.4675555075708843
13,-11.320344328713192,0.4604626283690219
14,-11.594256071592676,0.4909521820086769
15,-11.839897417382883,0.4771925402565957
