主题数,困惑度,一致性
2,-7.614930263711157,0.3904597757157744
3,-7.763355744862846,0.3535599836810441
4,-7.8313287353764505,0.37744600159305913
5,-7.830612500550566,0.40086822739784334
6,-7.905388215018402,0.365763369842592
7,-7.82991605082062,0.36530777388976193
8,-7.977623731873444,0.33692757889618363
9,-7.984892439896664,0.3661133522265665
10,-8.081429448957316,0.3607045713562775
11,-8.139092703447066,0.36025710194462274
12,-8.216902103588133,0.3713074952676217
13,-8.294877639417336,0.3561152321965695
14,-8.389968437497885,0.3656345012148951
