内容,主题概率,主题类型
杭州 亚运会 田径 女子 决赛 中国 选手 葛曼棋 收获 金牌 祝贺,"[(0, 0.92840195), (1, 0.011961014), (2, 0.011955564), (3, 0.011921171), (4, 0.01191711), (5, 0.011923714), (6, 0.011919518)]",0
杭州 亚运会 羽毛球 男子 团体 半决赛 中国队 战胜 日本队 闯进 决赛 加油,"[(0, 0.31300178), (1, 0.6319127), (2, 0.011030467), (3, 0.011010363), (4, 0.0110114), (5, 0.011020028), (6, 0.011013251)]",1
结束 杭州 亚运会 田径 男子 决赛 中国 选手 谢震业 夺冠 祝贺,"[(0, 0.9284101), (1, 0.011954606), (2, 0.011940134), (3, 0.011925967), (4, 0.011923415), (5, 0.011925795), (6, 0.011919945)]",0
中国 选手 严思宇 努力 努力 何超 夺得 杭州 亚运会 跳水 男子 双人 决赛 金牌 祝贺,"[(0, 0.4467343), (2, 0.5085279)]",2
杭州 亚运会 田径 男子 链球 比赛 中国 选手 王琦 成绩 夺得 金牌 祝贺,"[(0, 0.2501864), (1, 0.698598), (2, 0.010258091), (3, 0.010236461), (4, 0.010246069), (5, 0.0102411), (6, 0.010233854)]",1
中国 选手 全红 芋汐 陈乐 惊艳 亮相 夺得 杭州 亚运会 跳水 女子 双人 跳台 决赛 金牌 祝贺,"[(0, 0.95222616)]",0
亚运会 遇上 中秋佳节 亚运村 充满 浓厚 节日 氛围 昨天 来到 运动员 偶遇 中国 游泳 运动员 雪儿 中国 击剑 运动员 许诺 中国香港 田径 运动员 梅政揚 体验 节日 特色 活动 体验 沉浸 探村,"[(1, 0.6023493), (2, 0.1509039), (6, 0.22876808)]",1
杭州 亚运会 羽毛球 女子 团体 半决赛 中国队 战胜 日本队 晋级 决赛,"[(0, 0.011949158), (1, 0.9283872), (2, 0.011955855), (3, 0.011921969), (4, 0.011923691), (5, 0.011931487), (6, 0.011930602)]",1
谁家 场馆 杭州 电子科技 大学 体育馆 击剑 比赛 现场 视觉效果 心动,"[(0, 0.011984098), (1, 0.011997073), (2, 0.011997927), (3, 0.01196147), (4, 0.011967451), (5, 0.011988385), (6, 0.9281036)]",6
杭州 亚运会 吉祥物 一组 名为 江南 机器人 神人 兽面 头饰 灵感 源自 良渚 古城 遗址 荷叶 头饰 三潭印月 代表 西湖 头顶 钱江潮 额头 嵌以 图案 代表 京杭大运河 本届 亚运会 杭州 三大 世界 文化遗产 融入 吉祥物 形象设计 融合 杭州 历史 人文 自然生态 创新 基因 空中 鸟瞰 杭州 奥体中心 体育场 宛若 一朵 绽放 钱塘江 莲花 造型 效果 奇佳 场馆 造型 取意 古老 丝绸 纹理 编织 体系 建筑 体态 源于 钱塘江 动态 杭州 亚运会 奖牌 湖山 方形 玉琮 圆形 奖牌 融为一体 杭州 亚运会 奖牌 绶带 润泽 渐变 虹韵 映日红 水墨 交融 细微处 展露出 含蓄 深情 杭州 生活 美学 气韵,"[(2, 0.10210703), (4, 0.8904578)]",4
杭州 亚运会 乒乓球 混双 金牌 王楚钦 孙颖莎 战胜 高远 王艺迪 夺得 冠军 恭喜,"[(0, 0.010243339), (1, 0.63522804), (2, 0.010256568), (3, 0.010216228), (4, 0.31355634), (5, 0.010262241), (6, 0.010237217)]",1
杭州 亚运会 女子 决赛 一名 选手 奋力 奔跑 现场 观众 加油 鼓掌 体育精神,"[(0, 0.010249018), (1, 0.010265368), (2, 0.93842906), (3, 0.010242824), (4, 0.010274773), (5, 0.010236481), (6, 0.010302496)]",2
今天下午 结束 杭州 亚运会 男篮 小组赛 约旦 战胜 小组 对手 菲律宾 锁定 八强 席位 约旦 头号 得分手 霍利斯 佛森 全场 篮板 助攻 率队 晋级 身穿 球衣 身材 体型 样貌,"[(4, 0.9712831)]",4
何超 严思宇 努力 努力 亚运会 跳水 男子 双人 获胜 拿下 中国跳水队 杭州 亚运,"[(0, 0.010258244), (1, 0.010237242), (2, 0.9386018), (3, 0.010231259), (4, 0.010221353), (5, 0.01022732), (6, 0.010222806)]",2
杭州 亚运会 乒乓球 决赛 中国 组合 孙颖莎 王曼昱 负于 日本 组合 张本 美和 木原 陈梦 王艺迪 不敌 印度 组合 止步 亚运会 国乒 加油 赛场 努力,"[(1, 0.96694297)]",1
杭州 亚运会 跳水 女子 双人 跳台 决赛 中国 组合 全红 芋汐 陈乐 惊艳 亮相 默契 展现 水花 消失 夺得 冠军 祝贺,"[(0, 0.71644354), (2, 0.250988)]",0
亚运会 游泳 比赛 迎来 收官 女子 决赛 中国 选手 张雨霏 分获 金银牌 日本 选手 池江璃 花子 铜牌 颁奖 台上 张雨霏 头上 池江 手腕 熊猫 惹眼 张雨霏 赛后 送给 池江 礼物 希望 池江 中国,"[(1, 0.97466755)]",1
杭州 亚运会 网球 决赛 中国 选手 张之臻 击败 日本 选手 绵贯 阳介 摘得 金牌 尽全力 赢得 胜利 恭喜,"[(1, 0.95480216)]",1
杭州 亚运会 女子 跨栏 预赛 赛后 吴艳妮 成绩 满意 睡醒 成都 大运会 成绩 银牌 明晚 女子 决赛 吴艳妮 希望 成绩 突破 两位 姑娘 加油,"[(2, 0.9656447)]",2
中国 跳水 梦之队 亮相 女子 双人 跳台 联手 上演 水花 消失 田径赛 乒乓球 混合双打 决赛 中国队 提前 锁定 金牌 中国 举重队 登场 精彩 期待,"[(0, 0.9656213)]",0
中秋佳节 杭州 亚运会 组委会 丰富多彩 活动 力求 运动员 教练员 工作人员 中国 难忘 中秋节 点击 跟着 中国日报 镜头 看一看,"[(2, 0.801304), (6, 0.16088557)]",2
杭州 亚运会 乒乓球 女子双打 决赛 中国香港 成竹 组合 落后 韩国队 情况 三局 最终 逆转 获胜 八强 赛后 采访 观众 一声 呐喊 一点 追回 比分,"[(1, 0.35804078), (2, 0.5227393), (4, 0.09622207)]",2
杭州 亚运会 乒乓球 混双 决赛 中国 组合 王楚钦 孙颖莎 战胜 高远 王艺迪 冠军 祝贺,"[(1, 0.68391246), (4, 0.26829162)]",1
杭州 亚运会 食品安全 指挥 中心 发言人 丁炯 介绍 杭州 亚运会 菜单 特别 杭帮菜 经典 菜品 浙江 百县 千碗 菜品 纳入 东坡肉 宋嫂 代表 运动员 菜品 排行榜 中遥 领先 亚运村 餐厅 每道菜 配有 中英文 菜单 标注 详细 信息 包括 食材 烹制 手法 过敏原 信息 运动员 安心 食用,"[(2, 0.9816634)]",2
杭州 亚运会 食品安全 指挥 中心 发言人 丁炯 例行 万人次 运动员 随队 官员 亚运村 分村 接待 酒店 餐厅 用餐 运动员 总体 满意度 菜品 覆盖 中餐 东亚 南亚次大陆 阿拉伯 中东 欧陆 七种 风味 需求 运动员 特别 温馨 生日 病号 服务 远道而来 国际 朋友 感受 东道主 真情 关怀 值得一提的是 本次 杭州 亚运会 一道 杭州 名点 定胜糕 纳入 运动员 茶点 品类 以此 祝福 品尝 定胜糕 运动员 佳绩,"[(2, 0.98651516)]",2
傍晚 女子 双人 跳台 决赛 中国 组合 全红 芋汐 发挥 出色 总分 绝对优势 摘金 中国 梦之队 跳水 打响 头炮 恭喜,"[(0, 0.95895684)]",0
杭州 亚运会 跳水 男子 双人 决赛 中国 组合 严思宇 努力 努力 何超 金牌 中国队 亚运会 跳水 男子 双人 跳板 六连冠,"[(0, 0.9590716)]",0
整体 感受 有家 亚运村 设施 设备 齐全 安心 备战 城市 美好 杭州 亚运会 运动员 关怀 服务 主题 中国 代表团 体操 运动员 张博恒 介绍 杭州 印象 参赛 体验 饮食 介绍 喜欢 运动员 餐厅 菜肴 体验 各式各样 菜色 运动员 营养 搭配 均衡,"[(3, 0.9789989)]",3
杭州 亚运会 跳水 女子 双人 跳台 决赛 中国 组合 全红 芋汐 陈乐 惊艳 亮相 默契 展现 水花 消失 夺得 冠军,"[(0, 0.70068383), (2, 0.26519337)]",0
杭州 亚运会 女子 速度 轮滑 积分 淘汰赛 钱塘 轮滑 中心 开赛 积分 比拼 最终 中国台北队 施沛妤 杨合贞 积分 包揽 该项 目的 银牌,"[(0, 0.2843037), (1, 0.28266504), (2, 0.40809163)]",2
杭州 亚运会 男子 速度 轮滑 场地 积分 淘汰赛 决赛 钱塘 轮滑 中心 中国 选手 张振海 银牌 韩国 选手 郑秉熹 崔因镐 金牌 铜牌 积分 淘汰赛 速度 轮滑 精彩 刺激 确定性 比赛 本届 杭州 亚运会 男子 积分 淘汰赛 比赛 中共 积分 积分 第一名 第二名 运动员 争夺 积分 名次 积分 积分 排列 名次 积分 高者 名次 列前 积分 固定 淘汰 淘汰 一名 多名 处于 落后 运动员 淘汰 顺序排列 名次,"[(1, 0.98713976)]",1
杭州 亚运会 网球 决赛 中国 选手 张之臻 击败 日本 选手 绵贯 阳介 摘得 金牌 亚运会,"[(1, 0.94631934)]",1
日晚 亚运会 火炬 杭州 奥体中心 燃起 火炬 采用 燃料 绿色 甲醇 首次 大型 体育赛事 用到 绿色 燃料 甲醇 燃料 优势 绿色 甲醇 过程 专家 科普,"[(1, 0.86405873), (6, 0.108297504)]",1
杭州 亚运会 以往 历届 亚运会 火炬 杭州 亚运会 媒体 中心 展出 历届 亚运会 火炬 各有特色 新德里 亚运会 火炬 印有 亚洲 地图 曼谷 亚运会 火炬 锥形 刻有 泰国 传统 花卉 纹样 北京 亚运会 火炬 顶部 北京 亚运会 长城 会标 火炬 身部 雕刻 中国 祥云 环绕 图案 广州 亚运会 火炬 名字 潮流 半段 正圆形 过渡 半段 方形 象征 天圆地方,"[(6, 0.98516023)]",6
中秋佳节 杭州 亚运会 举办 丰富多彩 庆祝 活动 共庆 一份 团圆 亚运村 媒体 悬挂 花灯 身着 传统 服饰 志愿者 节日 氛围 烘托 浓郁 中外记者 品尝 美食 餐厅 现场 制作 月饼 共度 美好 佳节,"[(6, 0.97390676)]",6
早安 中国队 杭州 亚运会 上共 奖牌 包括 金牌 银牌 铜牌 位居 奖牌榜 国家航天局 消息 工程 嫦娥 六号 按计划 研制 工作 计划 实施 发射 嫦娥 六号 月球 背面 采样 返回 长航 江耀 轮缓 驶入 船厢 标志 为期 三峡 升船机 第三次 计划性 停航 检修 圆满 收官 复航 值得 关注 科技 看吧,"[(2, 0.9827239)]",2
跳跃 腾空 奋力 精彩 画面 一幕 定格 杭州 亚运会 赛场 运动 健儿 梦想 竭尽全力 摆脱 地心引力 束缚 便是 飞翔,"[(4, 0.9569365)]",4
中国体育代表团 发布 杭州 亚运会 半程 介绍 半程 比赛 亮点 提到 三届 奥运会 冠军 马龙 东京 奥运会 男子 混合泳 金牌 突破 汪顺 汪順 老将 保持良好 竞技状态 勇夺 亚运会 金牌,"[(1, 0.49905097), (3, 0.14006346), (5, 0.34108138)]",1
结束 跳水 女子 双人 跳台 决赛 首次 参加 亚运会 中国 选手 芋汐 全红 表现出色 同步 表演 水花 消失 最终 金牌 女子 双人 跳台 本届 亚运会 跳水 赛场 首个 完赛 芋汐 全红婵 中国 跳水 梦之队 开了个 好头,"[(0, 0.6182147), (3, 0.36239326)]",0
杭州 亚运会 网球 决赛 中国 选手 张之臻 击败 日本 选手 绵贯 阳介 摘得 金牌,"[(1, 0.9427452)]",1
日晚 今晚 田径 男子 决赛 谢震业 成绩 夺得 冠军 赛后 谢震业 身披 国旗 场边 运动员 妻子 陆敏佳 拥抱 庆祝 现场 响起 首歌 谢震业 陆敏佳 首歌 送给,"[(0, 0.82954067), (1, 0.14386417)]",0
杭州 亚运会 跳水 女子 双人 十米 决赛 中国队 组合 全红 芋汐 五轮 动作 发挥 完美 最终 夺冠,"[(2, 0.95219857)]",2
中国 跳水 梦之队 亮相 女子 双人 跳台 联手 上演 水花 消失 田径赛 乒乓球 混合双打 决赛 中国队 提前 锁定 金牌 中国 举重队 登场,"[(0, 0.9626446)]",0
日晚 杭州 亚运会 跳水 女子 双人 前三名 选手 提问 金牌 获得者 全红 全红婵 兵来将挡 水来土掩 现场 爆笑,"[(2, 0.9521231)]",2
下午 杭州 亚运会 两场 乒乓球 四分之一 决赛 先是 中国 选手 孙颖莎 王曼昱 负于 日本 选手 张本 美和 木原 陈梦 王艺迪 负于 印度 选手 蒂尔 慕克吉 艾茜卡 慕克吉 爆出 冷门 两对 中国 选手 无缘 本届 亚运会 乒乓球 半决赛,"[(1, 0.5727002), (4, 0.40842795)]",1
日晚 萧山 体育中心 体育馆 杭州 亚运会 女子 举重 公斤 决赛 东京 奥运会 公斤 冠军 侯志慧 升级 参赛 最终 抓举 公斤 挺举 公斤 总成绩 公斤 成绩 铜牌 月初 沙特 举重 世锦赛 侯志慧 参加 公斤 比赛,"[(1, 0.7688716), (3, 0.21064083)]",1
何超 严思宇 努力 努力 亚运会 跳水 男子 双人 获胜 拿下 中国跳水队 杭州 亚运,"[(0, 0.010255823), (1, 0.010237238), (2, 0.9386042), (3, 0.0102312565), (4, 0.010221351), (5, 0.010227318), (6, 0.010222804)]",2
杭州 亚运会 奥体中心 网球 中心 场馆 莲花 活跃 一支 香港大学 香港科技大学 赛会 志愿者 队伍 志愿者 场馆 团队 组织 场馆 培训 岗位培训 香港 志愿者 体育 运动员 足球 跆拳道 香港 小青荷 观众 服务 礼宾 接待 领域 为期 赛事 志愿 服务 中秋节 香港 赛会 志愿者 服务 杭州 电子科技 大学 香港科技大学 赛会 志愿者 社会 志愿者 共庆 中秋佳节 多名 师生 齐唱 歌唱祖国,"[(2, 0.98512435)]",2
中国 女子 举重队 公斤 小花 蒋惠花 运气 不算 两年 东京 奥运会 选拔赛 输给 侯志慧 顺利 夺得 奥运冠军 月初 沙特 举重 世锦赛 蒋惠花 战胜 侯志慧 夺冠 回家 杭州 亚运会 蒋惠花 赶上 时隔 四年 重出江湖 朝鲜 女将 李盛金 状态 极佳 综合性 大赛 金牌 无缘 赛后 蒋惠花 评价 对手 佩服 真的 震惊 真的 厉害 公斤 水平 真的 李盛金 试举 公斤 挑战 成功 蒋惠花 训练 成功 挺举 公斤 表现 公斤 巴黎 奥运会 举重 运动员 参赛 资格 比赛 次数 相关 李盛金 回答 参加 巴黎 奥运会,"[(1, 0.31418324), (5, 0.67694426)]",5
下午 杭州 亚运会 跳水 女子 双人 比赛 可谓 悬念 奥运冠军 全红 芋汐 大赛 断层 领先 方式 夺冠 总分 领先 第二名 超过 两位 选手 第一枚 亚运 金牌 一场 稳赢 比赛 两位 中国 小将 完美 发挥 观众 奉献 一场 视觉 盛宴,"[(0, 0.1461267), (1, 0.522322), (2, 0.31717324)]",1
朝鲜 运动员 李盛金 挺举 公斤 冲击 世界纪录 成功 试举 中国队 蒋惠花 挺举 公斤 公斤 公斤 成功 淘汰 李盛金 成功 挺起 公斤 总成绩 公斤 创下 世界纪录 夺得 本届 亚运会 女子 举重 公斤 冠军 蒋惠花 总成绩 公斤 银牌 两年 东京 奥运会 侯志慧 东京 奥运会 级别 夺冠 总成绩 公斤 朝鲜 女子 举重 强势 出击 现场 观众 深刻 感受 真的,"[(1, 0.6499015), (5, 0.33752987)]",1
杭州 亚运会 网球 结束 冠军 争夺 中国 选手 张之臻 直落 两盘 击败 日本 选手 绵贯 阳介 夺得 冠军 中国 男子 网球 时隔 夺得 亚运 冠军 大比分 第二盘 争夺 激烈 打到 七才 分出 胜负,"[(1, 0.7072392), (5, 0.27165833)]",1
日晚 杭州 亚运会 女子 铅球 决赛 参加 亚运会 巩立 成功 亚运会 三连冠 夺冠 莲花 上空 响起 巩立 演唱 勇气 全场 大合唱 巩立 姣与 队友 宋佳媛 身披 国旗 观众 互动 田径项目 体育 团队 本届 亚运会 田径比赛 选手 享受 待遇 赛前 搜集 运动员 喜欢 演唱 歌曲 时刻 亚运 记忆 丰盈 体展 团队 运动员 喜好 高光 时刻 专属 主题曲,"[(1, 0.9257586), (6, 0.061615206)]",1
杭州 亚运会 田径 女子 决赛 中国 选手 葛曼棋 成绩 夺得 金牌 赛场 响起 音乐 夜空 最亮 葛曼棋 身披 国旗 绕场 一周,"[(1, 0.960791)]",1
亚运会 女子 预赛 中国 选手 林雨薇 吴艳妮 预赛 两名 顺利 晋级 林雨薇 创造 成绩 比赛 影响 烈日 暴雨 高强度 训练 水到渠成 我会 决赛 吴艳妮 期待 中国 双姝 日晚 决赛 精彩 表现,"[(0, 0.5288858), (2, 0.4486694)]",0
杭州 亚运会 乒乓球 混双 金牌 王楚钦 孙颖莎 战胜 高远 王艺迪 夺得 冠军 恭喜,"[(0, 0.0102433385), (1, 0.6353547), (2, 0.010256567), (3, 0.010216227), (4, 0.3134297), (5, 0.01026225), (6, 0.01023722)]",1
亚运会 赛场 金牌 闭幕 之外 本届 赛会 开幕 金牌 最少 中国 梦之队 登场 跳水 迎来 女子 双人 跳台 男子 双人 跳板 对决 芋汐 全红 婵将 出战 十米 举重 赛场 开启 夺金 热潮 蒋惠花 侯志慧 成绩 发起 挑战 田径赛 男女 百米 飞人 大战 谢震业 韦永丽 选手 冲击 成绩 中青报 中青网 智人 青小璇 陪伴 感受 智能 亚运,"[(0, 0.18267338), (1, 0.26305383), (3, 0.54402363)]",3
杭州 亚运会 女足 比赛 中国女足 战胜 亚洲 排名 第八 泰国队 成功 晋级 中国女足 日本 女足 半决赛 相遇,"[(1, 0.9521038)]",1
亚运会 赛事 正酣 留学生 喜欢 运动员 马来西亚 胡敏俐 东京 奥运会 杭州 亚运会 一睹 全红 凌空 称为 知心 赵姐 辅导员 赵颖虹 带领 大学生 宣讲团 打造 分钟 党史 栏目 引领 一群 使命 担当 成就 一群 人生 梦想 京西 镇岗 浩荡 云岗 航天城 见证 中国 飞航 导弹 事业 不凡 历程 珍贵 历史 文化 地标 中青报 中国 在线 首屏 一眼 温暖 可视化 栏目 青春 向上 向善 活法 地方 中青报 温暖,"[(3, 0.9871287)]",3
杭州 亚运会 乒乓球 决赛 中国 组合 孙颖莎 王曼昱 负于 日本 组合 张本 美和 木原 陈梦 王艺迪 不敌 印度 组合 止步 亚运会 国乒 加油 赛场 努力,"[(1, 0.96694326)]",1
吴艳妮 出生 中国 田径 运动员 世界 大学生 夏季 运动会 女子 决赛 成绩 吴艳妮 短跑 跨栏 交替 独特 状态 竞赛 速度 奔跑 速度 耐力 支撑 后半程 加速 能力 栏架 朋友 用心 反馈 吴艳妮 告诉,"[(1, 0.65283126), (2, 0.325986)]",1
昨晚 杭州 亚运会 女子 决赛 中国 名将 张雨霏 夺冠 赛后 日本 选手 池江璃 花子 相拥 万众瞩目 天才 少女 白血病 艰难 复出 池江 故事 感动 鼓励 张雨霏 带病 摘金 提起 池江 张雨 霏红 眼眶 领奖 泳池 竞争对手 相惜 朋友 赛场 再见,"[(1, 0.829299), (2, 0.1531956)]",1
亚运会 跳水 比赛 全红 芋汐 陈乐 悬念 杭州 亚运会 女子 双人 比赛 断层 夺金 中国跳水队 杭州 亚运 祝贺,"[(2, 0.95475084)]",2
女子 双人 比赛 全红 芋汐 陈乐 上演 水花 消失 动作 完美 堪比 复制粘贴 红婵陈 芋汐 复制粘贴 画面,"[(2, 0.35410607), (3, 0.27574775), (5, 0.33827087)]",2
中国 游泳队 本届 杭州 亚运会 比赛 结束 共计 斩获 张雨霏 结束 世锦赛 大运会 亚运会 连续作战 奖牌 沉甸 荣誉 挂满 胸前 真的,"[(0, 0.76089185), (1, 0.14488792), (2, 0.06809805)]",0
杭州 亚运会 羽毛球 女子 团体 半决赛 中国队 战胜 日本队 闯进 决赛 女羽 姑娘 太棒了 陈雨菲 贾一凡 陈小白 何冰娇 郑雨 殊贤,"[(0, 0.4874144), (1, 0.47839206)]",0
近日 浙江 杭州 游泳 比赛 中国队 夺冠 全场 起立 小女孩 大声 唱国歌,"[(0, 0.011046967), (1, 0.011058941), (2, 0.93373954), (3, 0.011028912), (4, 0.0110490825), (5, 0.011036058), (6, 0.011040533)]",2
日晚 杭州 亚运会 女子 铅球 决赛 第四次 站上 亚运 舞台 巩立 姣以 成绩 卫冕 亚运 女子 铅球 三连冠 赛后 蝉联 秘诀 抛弃 放弃 希望 一届 世界大赛 中国 女子 铅球 领奖台,"[(1, 0.97220933)]",1
杭州 亚运会 女子 跨栏 预赛 赛后 吴艳妮 成绩 满意 睡醒 成都 大运会 成绩 银牌 明晚 女子 决赛 吴艳妮 希望 成绩 突破 两位 姑娘 加油,"[(2, 0.96564263)]",2
亚运 赛场 幕后 英文 播报 播音员 毕业 浙江 传媒 学院 李吉理 播报 过程 自信 大方 充满 力量 中国队 李吉理 满脸 骄傲 播报 中国队 金牌,"[(2, 0.21019548), (5, 0.7610811)]",5
亚运会 女子 预赛 吴艳妮 第九 出发 比赛 吴艳妮 专注 眼神 霸气 最终 成功 拿到 小组第一 晋级 决赛 恭喜,"[(2, 0.95464516)]",2
结束 杭州 亚运会 田径 女子 预赛 林雨薇 小组第一 成绩 成功 晋级 决赛 创造 成绩 面对 赛时 场地 下雨 突发 情况 林雨薇 赛后 采访 烈日 暴雨 训练 尝试 很高 强度 环境 影响 决赛 时会 更好 成绩 冲刺,"[(2, 0.97673035)]",2
前不久 杭州 亚运会 火炬 传递 活动 一位 特别 灿烂 火炬手 女孩 名叫 译文 译文 最早 熟知 上大 一的 保护 同学 身中 称为 女孩 杭州 亚运会 译文 火炬手 宁波 赛区 亚帆 中心 一名 志愿者 爱笑 平安 信念 勇气 传递 更多,"[(3, 0.97844934)]",3
杭州 亚运会 揭幕 比赛 金牌 跳水 赛场 最先 女子 双人 十米 金牌 芋汐 全红婵 金牌 组合 跳水 梦之队 打头阵 奥运冠军 两人 首次 参加 亚运会 田径赛 男女 百米 飞人 大战 晚间 上演 吴艳妮 女子 跨栏 预赛 上演 本届 亚运会,"[(0, 0.25335047), (2, 0.2006411), (3, 0.53130436)]",3
杭州 亚运会 跳水 开赛 女子 双人 十米 决赛 中国队 组合 全红 芋汐 陈乐 五轮 动作 发挥 完美 最终 夺冠 恭喜,"[(2, 0.95903695)]",2
杭州 亚运会 乒乓球 混双 金牌 王楚钦 孙颖莎 战胜 高远 王艺迪 夺得 冠军 恭喜,"[(0, 0.01024334), (1, 0.63527346), (2, 0.010256569), (3, 0.010216228), (4, 0.31351092), (5, 0.010262244), (6, 0.010237219)]",1
杭州 亚运会 女足 比赛 中国女足 战胜 亚洲 排名 第八 泰国队 成功 晋级 中国女足 日本 女足 半决赛 相遇,"[(1, 0.952104)]",1
杭州 亚运会 乒乓球 决赛 中国 组合 孙颖莎 王曼昱 负于 日本 组合 张本 美和 木原 陈梦 王艺迪 不敌 印度 组合 止步 亚运会 国乒 加油 赛场 努力,"[(1, 0.96694267)]",1
杭州 亚运会 跳水 开赛 女子 双人 十米 决赛 中国队 组合 全红 芋汐 陈乐 五轮 动作 发挥 完美 最终 夺冠 恭喜,"[(2, 0.9590383)]",2
杭州 亚运会 网球 决赛 中国 选手 张之臻 击败 日本 选手 绵贯 阳介 摘得 金牌 恭喜,"[(1, 0.94632673)]",1
中国 跳水 梦之队 亮相 女子 双人 跳台 联手 上演 水花 消失 田径赛 乒乓球 混合双打 决赛 中国队 提前 锁定 金牌 中国 举重队 登场 精彩 期待,"[(0, 0.96562105)]",0
杭州 亚运会 乒乓球 混双 决赛 王楚钦 孙颖莎 战胜 队友 高远 高远 王艺迪 冠军,"[(0, 0.010237113), (1, 0.31510127), (2, 0.010251058), (3, 0.010217571), (4, 0.6337021), (5, 0.010255825), (6, 0.0102350935)]",4
杭州 亚运会 田径 男子 百米 飞人 大战 中国 选手 谢震业 金牌,"[(0, 0.92841244), (1, 0.011949452), (2, 0.011930713), (3, 0.011948641), (4, 0.01191637), (5, 0.011919066), (6, 0.011923356)]",0
杭州 亚运会 女足 四分之一 决赛 中国队 战胜 泰国队 晋级 祝贺,"[(0, 0.013033595), (1, 0.9218716), (2, 0.013042726), (3, 0.013004366), (4, 0.0130246375), (5, 0.013009678), (6, 0.013013363)]",1
杭州 亚运会 田径 女子 决赛 中国 选手 葛曼棋 金牌,"[(0, 0.91408104), (1, 0.014352196), (2, 0.014346451), (3, 0.01430545), (4, 0.014301531), (5, 0.014308005), (6, 0.014305323)]",0
杭州 亚运会 羽毛球 男子 团体 半决赛 中国队 战胜 日本队 闯进 决赛,"[(0, 0.36631322), (1, 0.5740158), (2, 0.011949255), (3, 0.01192615), (4, 0.011926609), (5, 0.011937495), (6, 0.011931445)]",1
何超 严思宇 努力 努力 亚运会 跳水 男子 双人 获胜 拿下 中国跳水队 杭州 亚运,"[(0, 0.010255468), (1, 0.010237237), (2, 0.93860453), (3, 0.010231256), (4, 0.01022135), (5, 0.010227318), (6, 0.010222804)]",2
杭州 亚运会 乒乓球 四分之一 决赛 樊振东 战胜 中国台北队 老将 庄智渊 晋级,"[(0, 0.011965973), (1, 0.011978752), (2, 0.9282035), (3, 0.0119309295), (4, 0.012006199), (5, 0.011957077), (6, 0.01195752)]",2
亚运会 跳水 比赛 全红 芋汐 悬念 杭州 亚运会 女子 双人 比赛 断层 夺金 中国跳水队 杭州 亚运 祝贺,"[(2, 0.9522396)]",2
杭州 亚运会 乒乓球 四分之一 决赛 中国 选手 王楚钦 战胜 韩国 选手 林钟勋 晋级,"[(0, 0.01025784), (1, 0.616042), (2, 0.3327196), (3, 0.01022093), (4, 0.010255426), (5, 0.010248993), (6, 0.0102552045)]",1
杭州 亚运会 羽毛球 女子 团体 半决赛 中国队 战胜 日本队 闯进 决赛 女羽 姑娘 太棒了 陈雨菲 贾一凡 陈小白 何冰娇 郑雨,"[(0, 0.41015768), (1, 0.55396974)]",1
杭州 亚运会 网球 男子单打 决赛 中国 选手 张之臻 战胜 日本 选手 绵贯 阳介 祝贺,"[(1, 0.94274896)]",1
杭州 亚运会 乒乓球 女单 四分之一 决赛 中国 选手 孙颖莎 战胜 朝鲜 选手 卞松京 晋级,"[(1, 0.9426244)]",1
杭州 亚运会 乒乓球 男双 四分之一 决赛 樊振东 王楚钦 战胜 中国香港 组合 黄镇 何钧杰 晋级,"[(2, 0.94256395)]",2
杭州 亚运会 游泳 收官 中国 游泳队 最终 笑傲 群英 打破 广州 亚运会 历史 最佳 战绩 张雨霏 海洋 斩获 六金 五金 中国 代表团 领跑 奖牌榜,"[(1, 0.7922573), (5, 0.040930834), (6, 0.14377016)]",1
杭州 亚运会 乒乓球 比赛 结束 中国乒乓球队 收官 恭喜 国乒 期待 未来 再创 佳绩,"[(0, 0.22784421), (1, 0.7209288), (2, 0.010255093), (3, 0.010237663), (4, 0.0102308), (5, 0.010248458), (6, 0.010254979)]",1
杭州 亚运会 乒乓球 孙颖莎 击败 日本 选手 田希娜 夺得 冠军 恭喜,"[(0, 0.0119437035), (1, 0.9283809), (2, 0.011953495), (3, 0.011915957), (4, 0.01192949), (5, 0.011946116), (6, 0.011930315)]",1
杭州 亚运会 乒乓球 男子双打 决赛 两位 中国 选手 稳定 发挥 中国队 一枚 金牌,"[(0, 0.93858075), (1, 0.010264721), (2, 0.010262081), (3, 0.01021821), (4, 0.010219159), (5, 0.010229928), (6, 0.010225127)]",0
杭州 亚运会 电子竞技 刀塔 决赛 中国队 击败 蒙古 该项 赛事 金牌,"[(0, 0.9281968), (1, 0.011983709), (2, 0.011996298), (3, 0.01197503), (4, 0.011935201), (5, 0.011944023), (6, 0.011968939)]",0
结束 杭州 亚运会 乒乓球 决赛 中国队 选手 王楚钦 比分 战胜 队友 樊振东 夺得 冠军 祝贺,"[(1, 0.9462245)]",1
杭州 亚运会 田径 女子 跳远 决赛 中国 选手 熊诗麒 小熊 熊诗麒 冠军 昨天 另一名 中国 选手 王嘉男 男子 跳远 金牌 恭喜,"[(0, 0.20422722), (2, 0.7632391)]",2
今晚 杭州 亚运会 田径 女子 撑竿跳高 决赛 中国 选手 李玲 静诛 该项 目的 冠军 祝贺,"[(0, 0.9462368)]",0
杭州 亚运会 跳水 男子 跳板 决赛 中国 选手 王宗源 稳定 发挥 总分 绝对优势 夺冠 另一名 中国 选手 彭健 成绩 亚军,"[(0, 0.95909077)]",0
