word,counts
sanxingdui,4
don,4
english,4
antikythera,4
ancient,4
culture,3
subtitle,3
love,3
video,3
person,3
amazing,3
language,3
ruin,2
represent,2
light,2
origin,2
discovery,2
humanity,2
archimedes,2
indiana,2
jones,2
relic,2
exhibition,2
nice,2
wow,2
mysterious,2
understand,2
song,2
bronze,2
people,2
learn,2
knowing,2
original,1
fine,1
art,1
thailand,1
tai,1
ethnic,1
kingdom,1
tan,1
dian,1
wisdom,1
inspires,1
innovative,1
spirit,1
convince,1
unesco,1
jordan,1
monument,1
petra,1
relief,1
black,1
desert,1
dated,1
plane,1
drone,1
satellite,1
helicopter,1
archaeologist,1
nowadays,1
embryo,1
specie,1
stage,1
development,1
human,1
planet,1
officially,1
confirmed,1
biologist,1
delight,1
eye,1
activate,1
documentation,1
jordanian,1
authority,1
scientific,1
archaeological,1
cultural,1
object,1
pile,1
universiade,1
expect,1
excavation,1
genshin,1
hpw,1
share,1
chinise,1
mesmerizing,1
loop,1
released,1
nicer,1
footage,1
pls,1
read,1
broken,1
petroglyph,1
prehispanic,1
civilization,1
mexico,1
central,1
