word,counts
学校,2355
专业,1814
谢谢,1371
学姐,1292
北农,1245
同学,1236
农学院,1225
有没有,1213
学长,1208
北京,1112
请问,877
学生,862
新生,830
老师,807
考研,707
考试,563
时间,521
工作,514
希望,505
宿舍,490
研究生,464
毕业,434
资料,422
学习,416
告诉,411
学院,386
贵校,354
管理,346
帮忙,331
食品,308
大学,305
录取,301
图书馆,300
农业,297
园林,289
英语,287
开学,285
小伙伴,283
环境,280
志愿,257
动物,257
听说,256
考生,249
就业,245
感谢,243
价格,241
调剂,236
麻烦,235
实习,231
信息,226
介绍,225
情况,222
解答,219
朋友,216
上课,216
华电,215
专科,214
本科,213
地方,200
复试,197
哪位,195
问问,194
晚上,192
经验,192
咨询,188
参加,188
联系方式,178
学弟,177
学妹,177
有人,176
报考,175
女生,174
课程,171
植物,171
资源,169
几个,167
电话,166
高考,165
二本,165
报名,165
大四,164
复习,164
成绩,162
毕业生,161
风景园林,160
活动,159
小时,159
喜欢,154
大神,153
第一,150
公司,150
兽医,149
食堂,148
明天,146
提供,146
找到,145
微信,145
内容,144
东西,144
一年,143
