页面网址,关键词,名称,名称链接,名称ID,内容1,内容2,是否回复,回复,回复用户链接,包含短链,图片url_1,图片url_2,视频url,推文链接,发布时间,发表时间,转推数,评论数,点赞数,标签,转发的原文内容,转发的原文图片url,原文名称,原文名称ID,原文名称链接,原文时间,原文发布时间,clearn_comment,entropy_values,主题概率,主题类型
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Safety is the Biggest Luxury of #ElectricVehicles 

CTB Collision Test — The deformation of the vehicle side pillar on impact is reduced 45%",,,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1549548590606872576,Jul 20,2022-07-20T00:15:47.000Z,28,11,102,#ElectricVehicles;,,,,,,,,safety biggest luxury ctb collision test deformation vehicle pillar impact reduced,3.459431618637298,"[(0, 0.013911661), (1, 0.013901613), (2, 0.0139051275), (3, 0.01392103), (4, 0.9304262), (5, 0.013934372)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Safety is the Biggest Luxury of #ElectricVehicles 

CTB Collision Test — The deformation of the vehicle side pillar on impact is reduced 45%","0:47
3,867 views",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1549548590606872576,Jul 20,2022-07-20T00:15:47.000Z,28,11,102,#ElectricVehicles;,,,,,,,,safety biggest luxury ctb collision test deformation vehicle pillar impact reduced,3.459431618637298,"[(0, 0.013911662), (1, 0.013901611), (2, 0.013905124), (3, 0.013921084), (4, 0.93042624), (5, 0.013934232)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"The BYD K9 electric buses  that circulate in Santiago have a range of 250 km.

This is equivalent to a trip from Santiago to Talca, enough autonomy for a whole day's service on the public transport network 

 #BuildYourDreams #innovacion #sustentable","Quote Tweet
BYD Chile
@ChileBYD
·
Jul 18
Dato #BYD: Los buses eléctricos BYD K9 que circulan por Santiago tienen una autonomía de 250 kms. 

Eso equivale a un viaje de Santiago a Talca, autonomía suficiente para el servicio de todo un día en la red de transporte público

#BuildYourDreams #innovacion #sustentable",,,,,https://pbs.twimg.com/media/FX9EBbEWYAMQQtu?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1549090113778372609,Jul 19,2022-07-18T17:53:58.000Z,9,1,51,"#BuildYourDreams;_x000D_
#innovacion;_x000D_
#sustentable;","Dato #BYD: Los buses eléctricos BYD K9 que circulan por Santiago tienen una autonomía de 250 kms. 

Eso equivale a un viaje de Santiago a Talca, autonomía suficiente para el servicio de todo un día en la red de transporte público

#BuildYourDreams #innovacion #sustentable","https://pbs.twimg.com/media/FX9EBbEWYAMQQtu?format=jpg&name=small""",BYD Chile,@ChileBYD,https://twitter.com/ChileBYD,2022-07-18 14:01:25,Jul 18,byd electric bus circulate santiago range equivalent trip santiago talca autonomy day service public transport network,3.875,"[(3, 0.9507506)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Safety is the Biggest Luxury of #ElectricVehicles 

CTB Collision Test — The deformation of the vehicle side pillar on impact is reduced 45%","0:41
3,867 views",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1549548590606872576,Jul 20,2022-07-20T00:15:47.000Z,28,11,102,#ElectricVehicles;,,,,,,,,safety biggest luxury ctb collision test deformation vehicle pillar impact reduced,3.459431618637298,"[(0, 0.013911663), (1, 0.013901612), (2, 0.013905126), (3, 0.013921136), (4, 0.93042624), (5, 0.013934189)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Safety is the Biggest Luxury of #ElectricVehicles 

CTB Collision Test — The deformation of the vehicle side pillar on impact is reduced 45%","3,867 views
0:10 / 0:51",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1549548590606872576,Jul 20,2022-07-20T00:15:47.000Z,28,11,102,#ElectricVehicles;,,,,,,,,safety biggest luxury ctb collision test deformation vehicle pillar impact reduced,3.459431618637298,"[(0, 0.013911662), (1, 0.013901613), (2, 0.0139051275), (3, 0.013921119), (4, 0.930426), (5, 0.013934465)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,Battery ; EV Technology #allinpod,,是,@Jason,https://twitter.com/Jason；,https://twitter.com/Jason；,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1547011572400152578,Jul 13,2022-07-13T00:14:35.000Z,0,0,5,,,,,,,,,battery ev technology,1.584962500721156,"[(0, 0.041953944), (1, 0.041980628), (2, 0.041958462), (3, 0.78993565), (4, 0.041980475), (5, 0.042190794)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Quick, Nimble, Agile. 

CTB Technology is Coming #BuildYourDreams 

#electricvehicle #electricvehicles #EVNews",,,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1546937280044011520,Jul 13,2022-07-12T19:19:22.000Z,30,10,136,"#BuildYourDreams;_x000D_
#electricvehicle;_x000D_
#electricvehicles;_x000D_
#EVNews;",,,,,,,,quick nimble agile ctb technology coming,2.584962500721156,"[(0, 0.024111744), (1, 0.02384332), (2, 0.02393686), (3, 0.8799886), (4, 0.024164217), (5, 0.023955282)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,We're very excited about this!,,是,@JayinShanghai,https://twitter.com/JayinShanghai；,https://twitter.com/JayinShanghai；,,,,https://twitter.com/BYDCompany/status/1546561492056621057,Jul 12,2022-07-11T18:26:08.000Z,0,0,3,,,,,,,,,excited,0.0,"[(0, 0.08334887), (1, 0.08334851), (2, 0.083778195), (3, 0.5827057), (4, 0.08334661), (5, 0.0834721)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Quick, Nimble, Agile. 

CTB Technology is Coming #BuildYourDreams 

#electricvehicle #electricvehicles #EVNews","0:51
5,047 views",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1546937280044011520,Jul 13,2022-07-12T19:19:22.000Z,30,10,136,"#BuildYourDreams;_x000D_
#electricvehicle;_x000D_
#electricvehicles;_x000D_
#EVNews;",,,,,,,,quick nimble agile ctb technology coming,2.584962500721156,"[(0, 0.024133649), (1, 0.023843331), (2, 0.023936914), (3, 0.8799663), (4, 0.024164457), (5, 0.023955345)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"July 8 was an action-packed day for auto enthusiasts in Singapore with the launch of the ATTO 3, the first A-class SUV built upon #BYD’s e-platform 3.0.",,,,,,https://pbs.twimg.com/media/FXPJ5HGVQAE6uG7?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1545801083687096322,Jul 10,2022-07-09T16:04:32.000Z,19,4,78,#BYD;,,,,,,,,july actionpacked day auto enthusiast singapore launch atto aclass suv built eplatform,3.584962500721156,"[(0, 0.01282328), (1, 0.012828299), (2, 0.9354018), (3, 0.013049125), (4, 0.013004435), (5, 0.012893031)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Quick, Nimble, Agile. 

CTB Technology is Coming #BuildYourDreams 

#electricvehicle #electricvehicles #EVNews","0:44
5,047 views",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1546937280044011520,Jul 13,2022-07-12T19:19:22.000Z,30,10,136,"#BuildYourDreams;_x000D_
#electricvehicle;_x000D_
#electricvehicles;_x000D_
#EVNews;",,,,,,,,quick nimble agile ctb technology coming,2.584962500721156,"[(0, 0.02411191), (1, 0.02384332), (2, 0.023936862), (3, 0.8799884), (4, 0.024164218), (5, 0.023955284)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"BYD has appointed Louwman as the national dealer partner in the Netherlands.

This partnership will allow online ordering, customer service/assistance ; after-sales support for all #BYD passenger vehicles due to Louwman's massive dealer network

#ElectricVehicles #electricvehicle",,,,,,https://pbs.twimg.com/media/FW9ydInVsAEpj2g?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1544579045051928577,Jul 6,2022-07-06T07:08:35.000Z,14,6,83,"#BYD;_x000D_
#ElectricVehicles;_x000D_
#electricvehicle;",,,,,,,,byd appointed louwman national dealer partner netherlands partnership online customer service assistance aftersales support passenger vehicle louwmans massive dealer network,4.221928094887362,"[(0, 0.96009135)]",0
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Quick, Nimble, Agile. 

CTB Technology is Coming #BuildYourDreams 

#electricvehicle #electricvehicles #EVNews","5,047 views
0:11 / 0:54",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1546937280044011520,Jul 13,2022-07-12T19:19:22.000Z,30,10,136,"#BuildYourDreams;_x000D_
#electricvehicle;_x000D_
#electricvehicles;_x000D_
#EVNews;",,,,,,,,quick nimble agile ctb technology coming,2.584962500721156,"[(0, 0.024112536), (1, 0.02384332), (2, 0.023936862), (3, 0.8799878), (4, 0.02416423), (5, 0.023955286)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"#BYD sold 134,036 new energy vehicles in June, with a YOY increase of 162.7%!

First half of 2022 we delivered total sales exceeding 640,000 units

We are excited to be taking initiatives for building a greener future for all!

#BuildYourDreams #greentechnology #electricvehicles",FullyCharged.SHOW and 9 others,,,,,https://pbs.twimg.com/media/FWwSV-hVQAUp-CH?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1543628944955518976,Jul 4,2022-07-03T16:13:14.000Z,97,46,310,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#greentechnology;_x000D_
#electricvehicles;",,,,,,,,sold energy vehicle june yoy increase half delivered total sale exceeding unit excited initiative building greener future,4.08746284125034,"[(2, 0.6764073), (5, 0.28631413)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"#BYD Material Handling is excited to introduce its newest cushion tire forklift: ECC22!

Backed by an industry-best 10-year battery warranty. 

4,850lb Capacity
80-Volt Battery
Long Runtime

#materialhandling #logistics #forklift #batterytechnology",,,,,,https://pbs.twimg.com/media/FWB96HUVUAE8qle?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1540370085239410688,Jun 25,2022-06-24T16:23:41.000Z,16,1,60,"#BYD;_x000D_
#materialhandling;_x000D_
#logistics;_x000D_
#forklift;_x000D_
#batterytechnology;",,,,,,,,material handling excited introduce cushion tire forklift ecc industrybest battery warranty lb capacity volt battery runtime,3.875,"[(3, 0.64870924), (5, 0.31186384)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"1,200 #BYD Yuan Pro EVs have been delivered to Costa Rica this year, setting a sales record for BYD #electricvehicles in Latin America.",,,,,,https://pbs.twimg.com/media/FVTFGqTUYAIC9pY?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1537070953481441281,Jun 15,2022-06-15T13:54:07.000Z,20,8,115,"#BYD;_x000D_
#electricvehicles;",,,,,,,,yuan pro ev delivered costa rica setting sale record byd latin america,3.584962500721156,"[(0, 0.012920534), (1, 0.012854418), (2, 0.012905973), (3, 0.012936512), (4, 0.9353628), (5, 0.013019783)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"BYD’s new lithium iron phosphate 7,000 cushion tire #forklift is revolutionizing the #materialhandling industry.

Charge faster ; run longer than lead-acid forklifts while performing powerfully like an internal combustion forklift

Get the best of both worlds with #BYD",,,,,,https://pbs.twimg.com/media/FVJ07kmUEAAYLXl?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1536419221705412608,Jun 14,2022-06-13T18:44:22.000Z,19,1,59,"#forklift;_x000D_
#materialhandling;_x000D_
#BYD;",,,,,,,,byd lithium iron phosphate cushion tire revolutionizing industry charge faster leadacid forklift performing powerfully internal combustion forklift world,4.058813890331201,"[(5, 0.955887)]",5
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"#BYD has saved 25,932,574,004 lbs of carbon  emissions.

Doing our part towards protecting our beautiful planet!

#ClimateAction #climatechange #electricvehicles #ClimateActionNow",,,,,,https://pbs.twimg.com/media/FU-nAQUVUAA4Dz-?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1535629624406724609,Jun 11,2022-06-11T14:26:47.000Z,32,11,136,"#BYD;_x000D_
#ClimateAction;_x000D_
#climatechange;_x000D_
#electricvehicles;_x000D_
#ClimateActionNow;",,,,,,,,saved lb carbon emission protecting beautiful planet,2.807354922057604,"[(0, 0.021126231), (1, 0.021068739), (2, 0.46970603), (3, 0.021238843), (4, 0.02089828), (5, 0.4459619)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,Join BYD at #STNexpo ; Visit Booth 109,"Quote Tweet
SchoolTransportNews
@STNMagazine
·
Jun 6
@BYDCompany at the #STNEXPO Indy Trade Show",,,,,https://pbs.twimg.com/media/FUk-1UoXsAQZWaq?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1533866364665880577,Jun 7,2022-06-06T17:40:13.000Z,8,3,50,#STNexpo;,@BYDCompany at the #STNEXPO Indy Trade Show,"https://pbs.twimg.com/media/FUk-1UoXsAQZWaq?format=jpg&name=small""",SchoolTransportNews,@STNMagazine,https://twitter.com/STNMagazine,2022-06-06 15:00:55,Jun 6,join byd visit booth,2.0,"[(0, 0.033686366), (1, 0.03340421), (2, 0.8318078), (3, 0.033798736), (4, 0.033567496), (5, 0.033735372)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Join BYD at #STNexpo ; Visit Booth 109 

#EPA has $500 million ready for school districts to buy electric school buses

Come see our Type-D school bus today!

#transportaiton #gogreen #greenmobility #greeneconomy",,,,,,https://pbs.twimg.com/media/FUliFQPVIAAiBCJ?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1533866199645229056,Jun 7,2022-06-06T17:39:34.000Z,12,1,54,"#STNexpo;_x000D_
#EPA;_x000D_
#transportaiton;_x000D_
#gogreen;_x000D_
#greenmobility;_x000D_
#greeneconomy;",,,,,,,,join byd visit booth ready school district buy electric school bus typed school bus,3.3248629576173574,"[(0, 0.011148521), (1, 0.01114615), (2, 0.011166933), (3, 0.9441857), (4, 0.01117599), (5, 0.011176751)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"No corners were cut with BYD’s new 7,000 lb cushion tire #forklift design. 

With the ECC32’s 10-year battery warranty and several standard safety features including corning speed reduction, you can be ensured that your employees and investment are safe with #BYD.

#SafetyFirst",,,,,,https://pbs.twimg.com/media/FUQ9rg-UAAExbrs?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1532417942842880010,Jun 3,2022-06-02T17:44:43.000Z,9,0,41,"#forklift;_x000D_
#BYD;_x000D_
#SafetyFirst;",,,,,,,,corner cut byd lb cushion tire design ecc battery warranty standard safety feature including corning speed reduction ensured employee investment safe,4.39231742277876,"[(5, 0.9619488)]",5
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"BYD sold 114,183 #electricvehicles ; #phev in May. 

Achieving the milestone of 2 million total #EV ; #PHEV sales!",Taylor Ogan and 9 others,,,,,https://pbs.twimg.com/media/FUQOLo2UAAI-5PN?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1532365370471817217,Jun 2,2022-06-02T14:15:48.000Z,56,26,273,"#electricvehicles;_x000D_
#phev;_x000D_
#EV;_x000D_
#PHEV;",,,,,,,,byd sold achieving milestone total sale,2.584962500721156,"[(0, 0.43988043), (1, 0.02384405), (2, 0.46422422), (3, 0.024047764), (4, 0.023935322), (5, 0.024068207)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"27 years of battery development

 First OEM to discontinue full ICE cars ; focus on EV ; PHEV

 BYD's Footprint: 70+ Countries, 400+ Cities, 1.9 million+ NEVs

BYD Prevented 11M Tons of C02 Emissions

Equals to Planting 896,000,000

Learn More—https://bydeurope.com/article/422",,,,,,https://pbs.twimg.com/media/FUNMi9BUcAAusCE?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1532152804566937601,Jun 2,2022-06-02T00:11:09.000Z,28,7,94,,,,,,,,,battery development oem discontinue ice car focus ev phev byds footprint country city nevs byd prevented ton emission equal planting learn,4.39231742277876,"[(5, 0.96188486)]",5
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,@CARandDRIVER what is the best way to reach out? DM?,,,,,,,,,https://twitter.com/BYDCompany/status/1531726622981619712,Jun 1,2022-05-31T19:57:39.000Z,0,0,3,,,,,,,,,reach dm,1.0,"[(0, 0.056093637), (1, 0.72147065), (2, 0.05556049), (3, 0.055560354), (4, 0.05556043), (5, 0.05575448)]",1
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,#spotted @AnheuserBusch is Hard At Work with a BYD Truck!,,,,,,https://pbs.twimg.com/media/FT8vZw3UAAErdHS?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1530994523115069441,May 30,2022-05-29T19:28:33.000Z,19,1,61,#spotted;,,,,,,,,hard byd truck,1.584962500721156,"[(0, 0.04183243), (1, 0.04176228), (2, 0.042042352), (3, 0.042138714), (4, 0.7901325), (5, 0.04209169)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"#BYD with Alexander Dennis Limited (ADL) Delivers 1000th zero-emission bus!

The BYD ADL Enviro400EV double-decker was part-funded by the #Scottish Government  (@scotgov) ; delivered to Stagecoach Bluebird in #Aberdeen during Scottish Bus Week",,,,,,https://pbs.twimg.com/media/FT392pVVUAAtZKZ?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1530658568826781697,May 29,2022-05-28T21:13:35.000Z,23,3,73,"#BYD;_x000D_
#Scottish;_x000D_
#Aberdeen;",,,,,,,,alexander dennis limited adl delivers zeroemission bus byd adl enviro ev doubledecker partfunded government delivered stagecoach bluebird scottish bus week,4.1219280948873624,"[(4, 0.96004134)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"#BYD iron phosphate forklifts provide the durability you need to get the job done.

 Indoors ; Outdoors
 Heavy-duty
  All Weather

#BYDmaterialhandling #durability #heavyduty #allweather #materialhandling #Forklift #logistics",,,,,,https://pbs.twimg.com/media/FTsjjudVIAAYXCq?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1529855813765894145,May 27,2022-05-26T16:03:44.000Z,4,0,23,"#BYD;_x000D_
#BYDmaterialhandling;_x000D_
#durability;_x000D_
#heavyduty;_x000D_
#allweather;_x000D_
#materialhandling;_x000D_
#Forklift;_x000D_
#logistics;",,,,,,,,iron phosphate forklift provide durability job indoors outdoors heavyduty weather,3.321928094887362,"[(0, 0.924012), (1, 0.015152607), (2, 0.015256271), (3, 0.015183625), (4, 0.015177862), (5, 0.015217626)]",0
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"We express our heartfelt condolences to the residents of Uvalde, Texas",,,,,,,,,https://twitter.com/BYDCompany/status/1529223516884566016,May 25,2022-05-24T22:11:12.000Z,3,1,33,,,,,,,,,express heartfelt condolence resident uvalde texas,2.584962500721156,"[(0, 0.0238128), (1, 0.8808516), (2, 0.02381244), (3, 0.023830365), (4, 0.023855912), (5, 0.02383685)]",1
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,Our #electricvehicles made a big splash tonight at @asiasocietyLA’s 2022 Annual Gala!,,,,,,https://pbs.twimg.com/media/FTaQLatUcAE_B2-?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1528567655099117568,May 23,2022-05-23T02:45:03.000Z,15,5,98,#electricvehicles;,,,,,,,,splash tonight annual gala,2.0,"[(0, 0.0333978), (1, 0.033392463), (2, 0.83294916), (3, 0.033360645), (4, 0.033455074), (5, 0.033444863)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"#BYD Iron phosphate forklifts provide a reliable ; environmentally friendly solution for all your #materialhandling needs.

Learn More: https://en.byd.com/forklift/

#BYDmaterialhandling #Forklift #logisticssolutions",,,,,,https://pbs.twimg.com/media/FTOcmWZUUAAer3r?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1527737220219535361,May 21,2022-05-20T19:45:11.000Z,7,2,31,"#BYD;_x000D_
#materialhandling;_x000D_
#BYDmaterialhandling;_x000D_
#Forklift;_x000D_
#logisticssolutions;",,,,,,,,iron phosphate forklift provide reliable environmentally friendly solution learn,3.169925001442312,"[(0, 0.9162345), (1, 0.016682664), (2, 0.016762342), (3, 0.016764412), (4, 0.016709661), (5, 0.016846454)]",0
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Save $500 a month in fuel costs when you switch from propane forklifts to BYD Iron Phosphate.

Choose better, Choose #BYD.

Find a BYD Dealer Near You: https://en.byd.com/forklift/contact/…

#gogreen #materialhandling #Forklift #logistics #supplychainmanagement #materialhandlingsolutions",,,,,,https://pbs.twimg.com/media/FSqIiajUAAAkuoE?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1525181723213910017,May 14,2022-05-13T18:30:33.000Z,9,1,44,"#BYD;_x000D_
#gogreen;_x000D_
#materialhandling;_x000D_
#Forklift;_x000D_
#logistics;_x000D_
#supplychainmanagement;_x000D_
#materialhandlingsolutions;",,,,,,,,save month fuel cost switch propane forklift byd iron phosphate choose choose byd dealer,3.521640636343319,"[(0, 0.94406754), (1, 0.011139686), (2, 0.011232091), (3, 0.0111577865), (4, 0.011190369), (5, 0.011212528)]",0
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"As of May 2022, #BYD has saved 12,372,180 tons of carbon  emissions. 

It’s BYD’s goal to develop and deploy #greentechnology to help cool the world by 1 degree

#BuildYourDreams #ClimateActionNow #climatechange",,,,,,https://pbs.twimg.com/media/FSpOQ3RVIAAFUrM?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1525117479122374663,May 13,2022-05-13T14:15:16.000Z,24,7,104,"#BYD;_x000D_
#greentechnology;_x000D_
#BuildYourDreams;_x000D_
#ClimateActionNow;_x000D_
#climatechange;",,,,,,,,saved ton carbon emission byd goal develop deploy cool degree,3.321928094887362,"[(0, 0.923663), (1, 0.015294438), (2, 0.015238508), (3, 0.015259056), (4, 0.015216229), (5, 0.015328732)]",0
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,Very creative!,,是,@Montreal,https://twitter.com/Montreal；,https://twitter.com/Montreal；,,,,https://twitter.com/BYDCompany/status/1524138233981857795,May 11,2022-05-10T21:24:06.000Z,0,1,2,,,,,,,,,creative,0.0,"[(0, 0.08336535), (1, 0.083364695), (2, 0.08336093), (3, 0.083360165), (4, 0.58318776), (5, 0.08336112)]",4
