主题数,困惑度,一致性
2,-7.696429992522451,0.5400894822811892
3,-7.804375383601301,0.5149073786669868
4,-7.915318676097954,0.5212727613863861
5,-7.973037381263232,0.4825058697797804
6,-8.028099607640794,0.4532364537341256
7,-8.100149883194756,0.4840597515367092
8,-8.158018676697466,0.48858544000901116
9,-8.191463211957547,0.45658882155908653
10,-8.23613004981262,0.4836676288605644
11,-8.293258985406615,0.4555122230738947
12,-8.289847965855932,0.45764299517075435
13,-8.362080193731948,0.4333674210786454
14,-8.413684697972002,0.4396169371293617
15,-8.443970550067679,0.41481457498853364
