主题数,困惑度,一致性
2,-6.437018578252459,0.4199286279684014
3,-6.5289829923795395,0.416318038534806
4,-6.607246022941148,0.40261405409927387
5,-6.6716209295572675,0.40959339642661946
6,-6.750691022388285,0.4165588532428841
7,-6.7843095377655525,0.3836756442675891
8,-6.834924200257702,0.3978361979088306
9,-6.878027328810182,0.40203280942272634
10,-6.9121474833577325,0.38451993191837947
11,-6.947874213016371,0.39476212887430095
12,-6.989770796277638,0.386472887140285
13,-7.019677902234287,0.3898366637835148
14,-7.068541080083489,0.3801334403246314
15,-7.072024465359782,0.35889644920909014
16,-7.1289289546061205,0.362995477769539
17,-7.1182914320933515,0.3798861488312547
18,-7.198659403685305,0.3812099733261178
19,-7.217265571125034,0.3786148927222226
20,-7.237316967600597,0.36914201950960546
