主题数,困惑度,一致性
2,-7.438163681513516,0.38949946139174657
3,-7.539225610961164,0.41717230295913493
4,-7.584017385476774,0.3436601638463209
5,-7.657905839106134,0.4200866264290991
6,-7.674898144045656,0.4176979042612929
7,-7.736815605053776,0.4278676165209256
8,-7.701125853172534,0.4479490265210214
9,-7.742524847735209,0.428682149605415
10,-7.772403604577264,0.46805324953279026
11,-7.79269025231154,0.46064704201224854
12,-7.767388815057566,0.49857265427265823
13,-7.88159893104186,0.4526173711255703
14,-7.8369763162631125,0.4899047883130443
