主题数,困惑度,一致性
2,-7.596780828399579,0.3673773271128012
3,-7.698933824046131,0.3497401747512372
4,-7.77862533526669,0.35964128217277613
5,-7.877498448195892,0.35289643507
6,-7.912484052162902,0.364005752321168
7,-8.001861760411497,0.3511654819655063
8,-8.034596077811218,0.36375123348183386
9,-8.090745061546887,0.3697887429208092
10,-8.162231943935861,0.3554299294036601
11,-8.225523355608038,0.36341787006370585
12,-8.246671013977664,0.3580868466777931
13,-8.302111297114182,0.35365712492158924
14,-8.353243881340456,0.34370702506273426
