内容,主题概率,主题类型
行程 轻松自在 导游 陈胜宗 领队 张志骞 周全 行程 安排 下次 出行 选择 携程,"[(0, 0.22647063), (2, 0.71793723)]",2
行程 不紧不慢 唯独 安排 团餐 实在 令人 失望 旅客 下次 随便 应付 糊弄 口碑 实打实 侥幸心理 永远 做好,"[(2, 0.95318806)]",2
行程 轻松 导游 陈胜宗 领队 张志骞 周全 行程 安排 下次 出游 选择 携程,"[(0, 0.9364592)]",0
我們 一对 年逾古稀 老年夫妻 外出 旅遊 順暢 开心 這次 跟著 宁泽偉 領队 兼導 瑞士 法國 整個 行程 行程 還是 住宿 就餐 小宁 安排 井井 整個 行程 我們 二個 照顾 有加 主動 關照 我們 幫助 解決 問題 我們 轉換 插頭 不好 我們 自由 活动 我們 旋門 親自 我們 地鐵 帮忙 地铁票 仔細 嘱付 我們 乘車 方向 我們 游玩 宾館 微信 我們 安抵 宾館 真的 我們 感動 和暖 我們 參加 攜程 旅遊 去过 多个 國家 導游 我們 旅遊 优秀 年青 領队 導游 彬彬 人文 知識 評為 服務 同時 感謝 攜程 旅遊 祝願寧 工作 順利 事業 一層,"[(8, 0.9906375)]",8
四星 行程 四星 酒店 达沃斯 不错 酒店 预定 价格 便宜 收费 巴黎 大巴 固定 倒数 第二天 下午 飞机 戴高乐 机场 傻傻的 晚上 延误 起飞 两天 浪费 性价比 超级 自由,"[(7, 0.9703466)]",7
瑞士 好看 干净 雪景 喜欢 法国 小偷 好多 全程 有点累 开心 领队 小心 负责 下次 携程 旅游,"[(0, 0.23686384), (5, 0.71989226)]",5
行程 安排 不错 队长 安全感 帮忙 总会 办法 解决 包里 狂欢 慌乱 环境 下有 带领 放心 队长 真的,"[(6, 0.953188)]",6
本次 旅行 感觉良好 导游 工作 态度 专业 台风 导致 行程 缩短 保留 追诉 权利,"[(1, 0.94070214)]",1
导游 领队 服务态度 工作 认真负责 尽力 解决,"[(0, 0.01389654), (1, 0.8888361), (2, 0.013894938), (3, 0.013896943), (4, 0.013899078), (5, 0.013892817), (6, 0.013897043), (7, 0.013890729), (8, 0.0138958385)]",1
全程 星级 体验 精彩 董导 领队 全程 保姆式 服务 认同 携程 品牌,"[(3, 0.9315932)]",3
陈胜宗 导游 张志骞 领队,"[(0, 0.022238111), (1, 0.02224524), (2, 0.022241564), (3, 0.022233875), (4, 0.82210803), (5, 0.022231562), (6, 0.022237489), (7, 0.022228543), (8, 0.022235608)]",4
行程 预定 行程 安排 团队 完美 唯一 遗憾 轮渡 时间 安排 实在 当天 行程 半天 行程 自行车赛 安排 换成 第一天 告知 认可 理解 早点 通知 当天 自由 行能 时间 安排 表扬 张蓉 领队 仔细认真 负责,"[(2, 0.9752904)]",2
英爱之 满意 天气 游程 蓝天白云 郑丹 导游 待客 热情 安排 周全 特别 关照 老年人 确保 行程 工作 特色 活动 行前 介绍 回顾 游览 充实,"[(1, 0.96442074)]",1
领队 国庆 专业 敬业 行程 舒适 旅游景点 选择 进一步 优化,"[(0, 0.010110433), (1, 0.010108121), (2, 0.91912967), (3, 0.010106694), (4, 0.010109304), (5, 0.01010623), (6, 0.010110679), (7, 0.010106462), (8, 0.010112399)]",2
第一次 选择 携程 国外 旅游 选择 携程 公司 靠得住 推荐 同事 各个方面 不错,"[(1, 0.93646973)]",1
行程 安排 满意 额外 增加 景点 调整 行程 旅游 顺畅,"[(0, 0.9191504), (1, 0.0101081515), (2, 0.010108454), (3, 0.010104381), (4, 0.010106778), (5, 0.0101058455), (6, 0.010106715), (7, 0.010103381), (8, 0.010105876)]",0
携程 预定 酒店 餐食 相比 往年 欧洲游 下降 出行 领队 导游 专业 出色 行程,"[(8, 0.94067246)]",8
同行 团友 携程 团费 价格 虚高 携程 几句 好话 最终 公务舱 验证 教训 携程 飞机票 飞机 价格 几千元 心理 平衡 携程 总部 说法 携程 投诉 经理 激怒 客户经理 携程 民营企业 旅途 领队 导游 带给 美好 印象 却是 满满的 郁闷 谨慎 谨慎 携程 办公 人员 经理 办事 诚实,"[(0, 0.98146325)]",0
此行 导游 苞米 领队 张健 感谢 司机 大叔 行程 调整 理解 英爱行 令人满意,"[(8, 0.9364522)]",8
父母 出游 回来 携程 最差 体验 领队 导游 途中 冷漠 母亲 中途 吃坏 肠胃炎 整整 一夜 没能 东西 期间 团友 送药 榨菜 慰问 大巴 司机 唯独 导游 领队 一句 关心 就餐 特殊要求 付钱 都柏林 晚餐 中餐馆 提供 菜品 符合要求 个菜 全素 导游 领导人 不见 交涉 旅游 全部都是 携程 奇葩 服务 算是 中奖 领导 陶园 希望 携程 员工素质 教育 提高 职业 素养 网页 团队 成员 领队 进出口 行李 开箱 检查 第一次 差评 实在 失望,"[(3, 0.98798174)]",3
感觉 携程 旅行社 人性化 舒适 失望 行程 安排 评论 提到 临时 更换 参观 地点 给出 详尽 理由 团友 安然 接受 两位 团友 身体 不适 情况 缺席 温莎 自费 项目 硬性 收取 每人 费用 温莎 门票 理由 何来 两位 缺席 自费 人数 也已 价格 限额 高出 一大截 影响 出车 成本 携程 给出 解释 文件 凭证 信服 当初 质疑 影响 整队 暂且 不快 情绪 曲导人 不错 专业 能力差 车上 看着 照本宣科 感情 几句 之外 下车 到齐 吸收 不到 知识 有违 报团 初衷 领队 无功 无过 希望 亲切 热情 携程 团队 感受 远远不如 年初 上航 假期 西班牙,"[(4, 0.9906381)]",4
满意 遗憾 希望 提前 行程 调整 可予,"[(0, 0.8888333), (1, 0.01389823), (2, 0.013897663), (3, 0.013894862), (4, 0.013896466), (5, 0.013895695), (6, 0.013895617), (7, 0.01389329), (8, 0.013894883)]",0
携程 忠实 用户 本次 英国 不快 产品 经理 回复 出发 维珍 航班 小时 北爱尔兰 火把节 游行 活动 线路 第一次 产品 经理 行程 安排 到达 北爱尔兰 出行 收到 携程 短信 更改 几个 酒店 包括 北爱尔兰 酒店 更改 酒店 火把节 关系 北爱尔兰 告知 当天 游行 取消 索桥 行程 北爱尔兰 一晚 到此一游 此类 配合 领队 导游 说服 团员 领队 协议 签字 配合 坐在 大巴 浪费时间 此事 大巴 司机 发脾气 值得 质疑 产品 经理 擅自 自作主张 影响 游客 直观 感受 影响 携程 信誉 追究 机制 携程 忠实 客户 失望 携程 客服 回复 游行 不可抗力 因素 游行 第一次 认同 关键 游行 产品 经理 失职 门票 解决问题 提出 赔偿 息事宁人 携程 公司 姿态 维护 忠实 用户,"[(7, 0.9919859)]",7
携程 商业 欺诈 广告 白纸黑字 伦敦 市区 酒店 步行 地铁 自由 活动 事实 并非如此 酒店 距离 市区 地铁 外加 几十 英镑 出租车费 郊区 偏远 酒店 酒店 变化 携程 事前 告知 一行 到达 伦敦 发现 一行 足足 小时 市区 赶到 酒店 大人 小孩 疲惫 第二天 行程 兴趣 愉快 经历 希望 妥善处理 各种各样 理由 欺骗 消费者,"[(5, 0.98382807)]",5
英国 归来 出行 携程 单方面 通知 展会 原因 更改 晚上 入住 酒店 特别 伦敦 自由 这天 酒店 距离 市中心 遥远 携程 通知 太晚 导致 时间 太紧张 没法 再对 旅行 调整 只好 被迫 前往 旅行 期望值 调整 希望 放松 令人 失望 开端 美好 过程 旅行 失望 地方 一再 调低 期望值 描述 更改 酒店 位置 偏远 来回 浪费时间 累计 小时 伦敦 入住 酒店 伦敦 西北角 地铁 终点站 埃其 韦尔 坐地铁 站路 到达 市中心 可怕 地铁 入住 酒店 打车 英镑 团友 酒店 打车 花费 英镑 影响 第二天 伦敦 自由 来回 花费 时间 小时 足足 浪费 好多 宝贵时间 没法 尽情 市区 只能 早早 赶回 酒店 都柏林 入住 酒店 阁楼 一个团 团友 点评 描述 一模一样 卫生间 水龙头 住宿 条件 标准差 好多 团费 华丽 字数 详见 点评,"[(5, 0.4582256), (6, 0.53539336)]",6
出行 最差 旅行 行程 安排 酒店 随意 更改 偏远地区 赔偿 金额 透明 家庭 赔偿 金额 家庭 通知 希望 携程 解释 导游 苞米 负责 领队 携程 协调,"[(0, 0.967045)]",0
出行 携程 欺诈 感觉 住宿 极差 合同 上写 不符 赔偿,"[(0, 0.010110091), (1, 0.010107824), (2, 0.010107768), (3, 0.010106917), (4, 0.0101065375), (5, 0.9191417), (6, 0.010106624), (7, 0.010105928), (8, 0.01010664)]",5
愉快 旅行 二十个 团友 素质 迟到 高声 喧哗 愉快 交流 选择 携程 出游,"[(6, 0.936476)]",6
行程 安排 不错 爱丁堡 时间 太短 一顿 香侬 晚餐,"[(0, 0.0111168325), (1, 0.01112252), (2, 0.9110561), (3, 0.011120606), (4, 0.011116829), (5, 0.011116044), (6, 0.011115107), (7, 0.011119615), (8, 0.011116355)]",2
性价比 很高 第一次 英国 走马观花 不错 深度 建议 自由 导游 真诚 司机 憨厚 爱尔兰人 不错 团友 不错 素质 迟到早退 现象 十一 运气 天气 大部分 伦敦 家中 餐馆 太烂 关系户 盘子 两天 饭菜 糊弄 夸张 强烈建议 携程 更换 伦敦 这家 中餐馆 一颗 老鼠屎 锅汤 话糙理 不糙 中餐馆 起码 味道 至少 盘子 没破 至少 茶壶盖 漏到 茶壶 伦敦 那家 连吃 两天 中餐馆 太烂 英国 气候 干燥 酒店 电水壶 很脏 建议 电水壶 建议 伦敦 自由 时间 太短 伦敦 塔桥 行程 安排 可惜 二是 安排 观看 曼联 比赛 安排 曼联 主场 球馆 进不去 傻乎乎 一圈 鸡肋 浪费时间 行程 建议 去掉 携程 越好,"[(2, 0.99101377)]",2
英爱 团游 行程 导游 领队 服务 满意 相比 去年 樊帆 导游 差远了 携程 英爱 行程 安排 失望 尽心,"[(0, 0.9531861)]",0
出行 愉快 冒失 领队 导游 麻烦 两位 耐心 解答 实在 非常感谢 机会 希望,"[(1, 0.41381532), (3, 0.53059846)]",3
第一天 机场 领队 迟到 登机牌 再也 没见 飞机 行程 安排 不合理 伦敦 天天 酒店 景点 不合理 一路上 赶路 车上 小时 景点 分钟 爱尔兰 失望 取消 领队 全程 笑脸 导游 讲解 实在 敬业 讲完 声音 太小 没人配 耳机 没到 听见 讲解 携程 这方面,"[(6, 0.9793115)]",6
整体 行程 服务 符合 预期 团队 选择 携程 看重 携程 服务 团友 素质 团友 素质 碰运气,"[(3, 0.94767404)]",3
冬天 天黑 行程 夏天 有所不同,"[(0, 0.01853173), (1, 0.01852518), (2, 0.01853432), (3, 0.018529067), (4, 0.018527403), (5, 0.018524557), (6, 0.01852946), (7, 0.8517703), (8, 0.018528018)]",7
下雨 行程 人性化 导游 敬业,"[(0, 0.018533427), (1, 0.018534563), (2, 0.018532656), (3, 0.01853386), (4, 0.018533347), (5, 0.018524772), (6, 0.8517498), (7, 0.018527951), (8, 0.018529642)]",6
地陪 导游 业务 司机 大叔 开车 技术 幽默 搞笑 工作 老派 英国 作风 西装 领带 收拾 开车 携程 安排 行程 后象 旅行社 领队 小姐 负责,"[(0, 0.96578205)]",0
总体 行程 较紧 景点 值得 巴斯 曼彻斯特 张导 讲解 住宿 较差 大巴 强制 消费 较差 几次 携程 出国 五次 最差,"[(2, 0.95764554)]",2
酒店 不错 自备 洗漱 用品 酒店 提供 典型 英式 早餐 习惯 中式 童鞋 估计 司机 帮忙 搬运 行李 提供 路线 设计 一路 导游 领队 负责 行程 愉快,"[(0, 0.9682293)]",0
携程 忠实 顾客 以要 粉转 糟糕 旅行 团员 素质 极差 领队 到位 十几位 携程 家属 团费 团员 一路 大声 喧哗 手纸 爱尔兰 司机 导游 提出抗议 中国 丢脸 携程 员工 提供 福利 好事 单独 组织 家属 路线 安排 穿越 爱尔兰 海峡 轮渡 安排 晚上 酒店 已是 酒店 偏远 介绍 讲明 全程 领队 种种 理由 推迟 第二天 晚上 强烈要求 下才,"[(6, 0.9849242)]",6
行程 安排 比较满意 张导 司机 大哥 热情 服务到位,"[(0, 0.9011633), (1, 0.012352448), (2, 0.012361683), (3, 0.012353708), (4, 0.012353268), (5, 0.012351695), (6, 0.01235435), (7, 0.0123539325), (8, 0.012355709)]",0
第一次 携程 组团 出游 同行 女儿 团友 总体 感觉 全团 人员素质 相互间 理解 包容 到位 地导 出行 计划 执行 出行 线路 清晰 服务态度 质量 满意 下次 出行 选择 携程 缺陷 行程 自理 时间 只能 汉堡 三明治 路边 解决 晚上 入住 酒店 虽有 时间 地方 只能 超市 解决 尝尝 特色美食 机会 此行 遗憾,"[(4, 0.98321694)]",4
总体 携程 整体 行程 安排 预订 顺畅 交通 舒适 住宿 尚可 游玩 满意 服务 优异 饮食 购物 特别 领队 导游 服务 可谓 细致入微 尽善尽美 历次 携程 出游 感觉 携程 出行 工作人员 说完 满意 改进 签证 也许 领馆 原因 前一天 时间 实在 太紧张 拒签 影响 工作 生活 安排 航班 寒暑假 团队 行程 安排 直航 团队 扶老携幼 折腾 小时 目的地 实在 有点累 直航 转机 票价 理解 航班 订座 一家老小 座位 四散 零落 不到 只能 协商 换座 相互 照应 航空公司 旅行社 订票 名字 次序 携程 家庭 单位 出票,"[(0, 0.98965424)]",0
领队 负责 导游 感觉 知识面 风土人情 介绍 改进 宾馆 偏僻 两天 更是 位于 印度人 聚居地 吓死人 节奏 巴士 厕所 异味 避震 系统 不好 坐在 后排 颠簸 休息,"[(8, 0.96822983)]",8
行程 安排 领队 导游 尽心尽职 游客 合理要求 特别 退税 解释 填写 退税 团队 和谐 快乐 圆满完成 行程 起到 作用 全家 满意 唯一 遗憾 宾馆 安排 偏僻 风土人情,"[(0, 0.9682292)]",0
景色 天气 导游 总体 团餐 味道 一顿 全素 酒店 洗澡水 较冷 车辆 自带 厕所 应急 导致 车辆 中后 气味 难闻 一辆车 全程 厕所 旅途 全程 气味,"[(3, 0.9670521)]",3
旅行 携程 导游 领队 服务 行程 安排 中餐 安排 都柏林 欠佳 吃素 建议 剑桥 安排 小时 坐船 剑桥 购物 过季 时间 改进,"[(8, 0.96132666)]",8
行程 安排 领队 导游 热情 负责 携程 赠送 网络 全队 人员 满意,"[(0, 0.9315717)]",0
整体 不错 领队 负责 导游 行程 稍微 喜欢 长途 飞机 慎选 转机 两趟 累死,"[(4, 0.94069606)]",4
英格兰 苏格兰 爱尔兰 逊色 回来 爱尔兰 退税 只能 信用卡 能退 下次 英格兰 苏格兰,"[(1, 0.9364678)]",1
中途 转机 直飞 感到 疲倦 领队 陈鹏 工作 不错 认真负责 服务态度 算是 比较满意,"[(3, 0.93647194)]",3
酒店 市区 晚上 出去玩 早餐 清一色 难吃 导游 领队 服务 景点 安排,"[(8, 0.9315789)]",8
游程 设计 伦敦 宽松 更好 剑桥 牛津 一处 省出 时间 留给 伦敦 合同 都柏林 宝尔 势格 庄园 项目 旅游 实施 缘故 取消 改为 自由 活动 宝尔 势格 庄园 都柏林 观光 项目 随便 取消 补救 团员 公平 团员 签字 请求 付费 前往 随行 领队 一度 利用 自由 活动 时间 自行 前往 团员 予以 阻拦 携程 风格 顺便 一句 英镑 宝尔 势格 庄园 自费 项目 都柏林 巴士 都柏林 南海岸 宝尔 势格 庄园 小时 收费 欧元 小贵 表扬 导游 老王 老同志 工作 负责 内涵 专业,"[(5, 0.98928535)]",5
英国 爱尔兰 行程 安排 飞机 舒服 直飞 飞机 安排 安排 转机 飞行 时间 浪费时间 折腾,"[(0, 0.9443929)]",0
有点儿 第一天 团餐 令人 印象 深刻 汤泼 游客 衣服 饭店 老板 店员 态度 表现 傲慢 懈怠 饭店 清除 地陪 导游 遗憾 临别 赶路 忘记 打招呼 导游 刘一 表示感谢,"[(7, 0.96932584)]",7
酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远 酒店 偏远,"[(7, 0.9863231)]",7
行程 去掉 飞行 时间 安排 短时间 观摩 景点 希望 稍微 延长 行程 伦敦 逗留 两天 参观 外观 更好 司机 导游 酒店,"[(0, 0.9595547)]",0
父母 好几 天气 不太好 下雨,"[(0, 0.01852772), (1, 0.018526604), (2, 0.018528258), (3, 0.8517919), (4, 0.018523384), (5, 0.018521965), (6, 0.018530818), (7, 0.018524187), (8, 0.018525172)]",3
携程 服务 足不出户 搞定 预定 提交 资料 旅途 导游 领队 服务 不错 满意 谢谢 携程 预定 旅游 事宜,"[(1, 0.9531885)]",1
行程 第一 人数 大部分 老年人 行程 注明 经济 误区 经济 团好 第三 入住 酒店 郊区 保证,"[(2, 0.94767475)]",2
行程 规划 不合理 导游 专业 团队 服务 意识 劝退 报团 咨询 价格 路线 餐饮 服务 喜欢 团游 参加 携程 精品 毫不犹豫 报名 没想到 成熟 瑞士 路线 规划 导游 专业 行程 军训 稍微 五分钟 以内 合同 拿出 携程 感到 失望 国内 第一 旅游 平台 产品 出发 携程 同行人 位置 参加 首要 安排 座位 依旧 国内 旅游 平台 不到 理解 图片 参考 生气 携程 行程 导游 几次 客服 打电话 投诉 团友 门店 报名 门店 报名 点评 携程 首发 教堂 修葺 哭泣 狮子 修葺 携程 责任 瑞士 旅游局 有没有 旅游局 提供 相关 证明 一会 旅游局 几个 一会 出发 搞笑 去过 瑞士 随便 问问 真实情况,"[(8, 0.9912796)]",8
预定 旅游 目标 落实 每一项 内容 游客 原因 解决 国外 城镇 景点 情况 执掌 安排 吃住行 得心应手 人品 端正 敬业 务实,"[(4, 0.9595701)]",4
人生 第一次 单独 旅行 下单 携程 加价 回答 可拼 出发 后才 发现 本团 挂单 全程 享受 一间 一台 周其旭 导游 细心 匀出 一台 其间 插头 圆头 一点 周导 我他 备份 用心 客人 服务 导游 真的 开心 旅行 酒店 景点 节奏 安排 符合 休闲游 豪华车 舒服 携程 诚信 诚心 衷心感谢 周导 了不起 国内 带到 国外 语言 景点 讲解 瑞士 导游 证书 携程 服务质量 越来越 精细化 精品化 携程 自营 满意,"[(1, 0.98710907)]",1
领队 借给 转换器 行程 安排 住宿 琉森 宾馆 空调 市中心 夏天 安排 空调 宾馆,"[(2, 0.9407084)]",2
伍坚 瑞士 旅游团 伍队 开朗 真诚 实事求是 旅客 旅客 所急 和谐 全团 亲如一家 突逢 强台风 全团 航班 重组 七零八落 来回 旅客 慌乱 情绪 机场 协商 调节 繁杂 事务 始终 心系 旅客 老人 特别 关心 直至 旅游 圆满结束 值得 信托 带队 全家 由衷感谢,"[(4, 0.97931856)]",4
总体 旅行 不错 瑞士 风景 太美 领队 导游 尽责 天气 爆热 一夜 空调 团员 一夜 司机 几晚 宾馆 太晚 外面 逛街 时间 太久 感觉 身体 不行 体力 消耗 游程 安排 办法 逛街 晚才 安排 宾馆 说不过去 携程 团员 身体状况 晚上 宾馆 休息 酒店 希望 携程 安排 团员 诡异 状况 领队 评分 打不上,"[(8, 0.9832178)]",8
出行 包房 高额 房差 中途 二个 房间 很小 满意 希望 携程 提前 酒店 安排 沟通 照顾 常年 老客 安排 线路 深度 游一 半个 那种,"[(4, 0.96441966)]",4
瑞士 十日游 日内瓦 苏黎世 喜欢 火车 走走 感觉 窗外 风景如画 心旷神怡 瑞士 地方 唯一 不好 消费 太贵 太贵,"[(5, 0.9531869)]",5
台风 导致 两天 行程 延误 瑞士 整体 安排 林导 服务 携程 主动 客户 补偿 满意,"[(1, 0.9444037)]",1
五星 好评 导游 全程 介绍 详细 行程 安排 人性化 团餐 自费 项目 值得 体验 推荐 朋友,"[(0, 0.6310237), (3, 0.3231896)]",0
瑞士 值得 地方 深度 选择 几国 走马观花 行程 中餐 不错 瑞士 第一晚 酒店 机场 卫生间 淋浴房 设计 奇怪 形容 安排 酒店 浴缸 固定 不住 导致 结结实实 摔了一跤 当心 原因 还好 滑下去 姿势 小腿 乌青 中老年人 想象 第一晚 机场 酒店 这家 酒店 当心 预期 好评,"[(6, 0.98023206)]",6
瑞士 风景如画 值得 游玩 林导 小姑娘 领队 目的地 导游 搞定 着实 导游 好评,"[(1, 0.9364641)]",1
行程 轻松 安逸 达沃斯 州际 酒店 瑞士 空调 空调 完美 谢谢 携程网 师机 领队,"[(4, 0.94070435)]",4
第一次 欧洲 公司 选定 合作 携程 出行 食宿 满意 领队 樊帆 幽默 见多识广 调整 行程 告诉 折扣 力度 退税 下次 出行 携程,"[(0, 0.96132576)]",0
满意 导游 服务 到位 中途 酒店 空调 完美,"[(0, 0.4521154), (1, 0.46138355), (2, 0.012357833), (3, 0.0123604955), (4, 0.012357811), (5, 0.012355315), (6, 0.012358597), (7, 0.01235234), (8, 0.012358725)]",1
陈述 导游 行程 特别 负责 事情 帮到 用心,"[(0, 0.012355525), (1, 0.012358012), (2, 0.012356185), (3, 0.0123530775), (4, 0.012354581), (5, 0.012351711), (6, 0.01235694), (7, 0.012351084), (8, 0.90116286)]",8
连续 两次 跟随 携程 欧洲游 总体 感觉 不错 建议 携程 知识 储备 语言表达 力强 组织协调 能力 领队 导游 领队 导游 分开 国外 酒店 中国 煎蛋 美元 现象 携程 重视 点评 团队 游客 人数 控制,"[(1, 0.97458696)]",1
行程 碰到 瑞士 国庆 导游 刘丹 灵活 行程 影响 特莱斯 购物 一路上 地方 温度 起伏不定 感谢 刘丹 一路上 仔细 关照 添加 衣物 行程 景点 讲解 到位 可惜 行程 达沃斯 洲际 行程 晚上 第二天 一早 匆忙 好好 享受 遗憾,"[(6, 0.977194)]",6
曾志 领队 认真负责 负责 安排 行程 事务 辛苦 大大的,"[(0, 0.011120448), (1, 0.011117305), (2, 0.911061), (3, 0.011115737), (4, 0.011121239), (5, 0.011114803), (6, 0.01111742), (7, 0.011114752), (8, 0.011117354)]",2
行程 满意 领队 导游 宗导 风趣 幽默 不足之处 奶酪 火锅 单调 失望 琉森 那晚 酒店 空调 本次 行程 缺憾 行李 希望 找回,"[(8, 0.96132433)]",8
领队人 待人 诚恳 言语 幽默 认真负责 活动 期间 给予 很大,"[(0, 0.010116089), (1, 0.919127), (2, 0.010107726), (3, 0.010108378), (4, 0.010109617), (5, 0.010108121), (6, 0.010108379), (7, 0.010105369), (8, 0.010109345)]",1
线路 安排 住宿 餐食 不错 美女 领队 远航 认真负责 下次 出游 选择 携程,"[(0, 0.9364635)]",0
整体 行程 满意 唯一 遗憾 卢加诺 酒店 蚂蚁 还好 宗导 让出 房间 父母 希望 携程 酒店 选择,"[(0, 0.9505842)]",0
满意 有个 酒店 不让 团队 住客 早餐 煎蛋 差别待遇 希望 改进,"[(0, 0.9258715)]",0
旅游 线路 总体 安排 覆盖 较广 体验 雪峰 峡谷 湖泊 自然景观 采尔玛 特是 此行 精彩 景点 莫里茨 可惜 时间 卢加诺 城市 没法 购物 凑去 冰川 快车 坐到 安德 玛特 错失 一段 遗憾 高山 峡谷 穿行 相去甚远 冰川 快车 莫里茨 行程 紧凑 圆满,"[(2, 0.9793177)]",2
行程 总体 安排 希望 携程 行程 细节 安排 予以 完善,"[(0, 0.91914177), (1, 0.01010596), (2, 0.010111962), (3, 0.010106823), (4, 0.010107119), (5, 0.010106474), (6, 0.010107049), (7, 0.010105269), (8, 0.01010757)]",0
体验 领队 负责 累人 下次 选择 携程,"[(0, 0.8888254), (1, 0.013897215), (2, 0.013897926), (3, 0.0138970725), (4, 0.013895363), (5, 0.013895119), (6, 0.013897972), (7, 0.013893774), (8, 0.013900103)]",0
行程 开心 行程 安排 希望 景点 停留时间 一点,"[(0, 0.012357159), (1, 0.012354809), (2, 0.9011747), (3, 0.012351524), (4, 0.012351669), (5, 0.012351187), (6, 0.0123533625), (7, 0.012348288), (8, 0.012357258)]",2
工作 时间 攻略 出行 选择 行程 败笔 第四天 安排 明明 冰川 列车 采尔马特 莫里兹 冷冷清清 顺便去 排名 卢加诺 小时 第二天 驱车 小时 赶到 莫里兹 足足 行程 度假 圣地 莫里兹 少女 大大缩短 时间 冰川 列车 安排 引人入胜 阿尔 布拉 路线 可惜 路线 下车 卢塞恩 住宿 实在 标准 不符 破旧 卫生 浴缸 毛发 清理 干净 有个 建议 地接 承担 分身无术 忙不过来 只能 自行处理 游客 英语 咋办,"[(1, 0.986315)]",1
安排 比较满意 冰川 快车 风景 一段 无聊 三个 小时 时间 太久 留点 时间 卢加诺 酒店 满意 意式 酒店 电梯 拥挤 设施 简陋,"[(7, 0.9613247)]",7
建议 旅游 品质 行程 一点 提升 团费 报名 团员 三只 特级 表能 沒钱 旅游 希望 携程 国旅 愈办愈好,"[(0, 0.9531697)]",0
几天 行程 几天 导游 服务 到位 深度 几天 取消 常规 景点,"[(1, 0.9258793)]",1
导游 领队 认真负责 保养 颜值 同龄人 压力 团友 守时 天气 帮忙 瑞士 旅游业 发达 规划 设施 一流 采尔马特 旅馆 推窗 马特宏峰 卢加诺 琉森 酒店 湖边 希望 携程 位置 宾馆 采尔马特 安德马特 一段 冰川 列车 无聊 正好 错过 冰川 列车 精华 琉森 自理 错误 听取 领队 团友 建议 一家 中餐厅 黑店 烤鸭 一半 盘子 最小 价格 一路 所见 最贵 外国 情侣 三人座 中国 三口 之家 两人座 空位 给换 帐单 多列 收费 项目 服务费 信用卡 收费 太白 餐厅 友情 提示 瑞士 气候 干燥 紫外线 做好 防护 一年四季 衣服 有用,"[(3, 0.9898931)]",3
风景优美 行程 安排 住宿 吃饭 领队 认真负责 愉快 行程 体验,"[(0, 0.010108039), (1, 0.010105751), (2, 0.91915804), (3, 0.010104761), (4, 0.010104933), (5, 0.010104129), (6, 0.010105217), (7, 0.010102934), (8, 0.010106194)]",2
瑞士 深度 游行 明天 結束 行程 滿意 假如能 增加 二天 整個 行程 放緩 完美 這絲 影響 行程 滿分 評價 比較 喜歡 自由 携程 次團 隊游 經歷 這次 滿意 特別 領隊 顧琳 熱心 平易近人 專業 知識 整個 行程 我們 全體 團員 照顧 周到 這樣 優秀 領隊 保證 我們 旅途 始終 充滿 愉快 有賓至如歸 下次 選擇 携程,"[(0, 0.98411334)]",0
行程 安排 风景 美不胜收 出发 七点 天亮 湖边 晨景 特别 莫里茨 八点 出发 原定 时间 小时 莫里茨 早晨 美景 卢塞恩 酒店 国内 经济 酒店 相差无几 谈不上 早餐 羊角 每人 定量 一只 面包 水果 饮料 品种 可怜 旅游 遭遇 午夜惊魂 洛伊 巴德 十一点半 电话 无应答 发现 房间 断电 三分钟 有人 敲门 一句 听不懂 外文 打电话 领队 五分钟 领队 关心 担惊受怕 晚上 第二天 早晨 领队 一会 电水壶 延时 断电 一会 老外 错门 酒店 解释 酒店 调看 监控 答复 回到 浦东 机场 回音 携程 客服 酒店 发生 超负荷 断电 发生 身上 这一 联想 短短 五分钟 发生 电话 断电 敲门 三件 偶然 一位 团友 碰到 凌晨 两点 电话 没接 携程 此事 正确对待 当初 答案 瑞士 几晚 担惊受怕,"[(0, 0.9921962)]",0
导游 领队 小叶 五星 到位 出国 多家 公司 领队 最佳 想象 差距 较大 酒店 太累,"[(8, 0.94440335)]",8
携程 自营 十分满意 叶雯 导游 旅行 碰到 导游 服务到位 亲切 行程 安排 一处 强行 采购 总体 愉快,"[(0, 0.95057297)]",0
线路 设计 瑞士 湖光山色 轻松 休闲 工作 疲累 领队 导游 专业 素质 服务态度 行程 一路顺风 不虚此行 橄榄树 餐厅 一餐 颇为 遗憾 建议 改为 自费 项目,"[(0, 0.9657764)]",0
线路 导游 挑剔 地方 携程 客服 一个男孩 说换 现金 欧元 货币 瑞士 地区 法郎 通用 傻眼 法郎 汇率 损失 千元 不到 希望 客服 培训 改进 事情,"[(3, 0.96706176)]",3
线路 设计 经典 住宿 满意 伽诺 房间 窗外 施工 窗户 开得 空气 流通 电梯 故障 建议 另选 酒店 安排 餐饮,"[(7, 0.9576416)]",7
