word,counts
幸福,2605
善良,1618
厉害,1249
漂亮,1203
辛苦,1051
好奇,1016
干活,962
干净,945
不错,931
恭喜,915
努力,802
心疼,744
确实,740
麻烦,640
舒服,627
年轻,624
平安,605
快乐,587
便宜,570
勤劳,546
健康,452
优秀,430
幽默,411
简单,386
聪明,384
朴实,341
成功,333
美好,332
勤快,319
很好,304
温柔,298
不适,281
尊重,249
淳朴,249
很大,248
耐心,247
强大,239
不好意思,211
完美,206
遗憾,203
伤害,202
热闹,201
卫生,196
真诚,195
危险,194
一大,192
温暖,187
好好看,176
合适,172
激动,169
着急,169
清理,166
很棒,164
太慢,150
幸运,149
暖和,149
不易,147
神奇,139
团结,136
珍惜,134
顺利,133
费劲,131
弱弱,130
勇敢,129
和谐,128
挺好,126
骄傲,119
最爱,119
自由,116
轻松,115
亲切,111
冒昧,107
吃苦,107
纯朴,107
憔悴,106
稳定,103
乐乐,102
平淡,101
舒适,99
平利,97
难吃,93
紧张,92
稀罕,92
正好,91
良心,90
繁琐,87
矫情,86
成熟,84
痛苦,83
尴尬,83
顺便,83
不贵,82
平凡,82
困难,82
平常,82
贤惠,82
完整,81
无聊,81
有趣,80
踏实,80
