主题数,困惑度,一致性
2,-6.819757360521405,0.3036221230651909
3,-6.922367865924574,0.26537969754607776
4,-7.024401447792026,0.2792815395337785
5,-7.121688199364802,0.292527196575869
6,-7.217310695181482,0.26146788716864544
7,-7.239294167469229,0.31611723538017183
8,-7.299735608339034,0.33132919482676504
9,-7.328155703730098,0.3051340356325727
10,-7.391028167507174,0.2743596722786374
11,-7.467654258223998,0.30625357436727846
12,-7.462941415424737,0.30174130142363437
13,-7.4921605325898,0.30701488666173155
14,-7.5284279159569305,0.31472192043822184
15,-7.641743321652373,0.3150322890470152
16,-7.559689396522787,0.30656703712327205
17,-7.663788438683364,0.30333936398435457
18,-7.767049621784657,0.3127286019765599
19,-7.658383273694384,0.30391083261127555
20,-7.7917030320098455,0.32057971500094773
