主题数,困惑度,一致性
2,-8.145066467050176,0.3314818971384653
3,-8.184531490783765,0.31816419042719385
4,-8.223578456491772,0.32000876985261695
5,-8.272153938507165,0.3355313702293253
6,-8.328050391969573,0.32398100168850746
7,-8.381967913083379,0.32690890413865575
8,-8.45911524475186,0.32640740312267896
9,-8.497871031289156,0.32600116048202443
10,-8.535285777690246,0.31836748161501954
11,-8.587813454207039,0.32098684742898714
12,-8.667254923460295,0.323352346248081
13,-8.734319084839045,0.32068362697173913
14,-8.789740723275942,0.3258314990934751
