内容,主题概率,主题类型
南瓜 上次 好吃,"[(0, 0.022728039), (1, 0.0227292), (2, 0.022730507), (3, 0.022728175), (4, 0.02272993), (5, 0.772712), (6, 0.02272906), (7, 0.022727964), (8, 0.022728221), (9, 0.02272864), (10, 0.022728289)]",5
离谱 特小,"[(0, 0.030374547), (1, 0.69624877), (2, 0.030374547), (3, 0.030374547), (4, 0.030374547), (5, 0.030374547), (6, 0.030374547), (7, 0.030374547), (8, 0.030374547), (9, 0.03037455), (10, 0.030380312)]",1
坏果 商家 坏果 补偿,"[(0, 0.01818674), (1, 0.018185733), (2, 0.018183205), (3, 0.018183924), (4, 0.018184561), (5, 0.018183662), (6, 0.018185794), (7, 0.01818338), (8, 0.018183457), (9, 0.01818655), (10, 0.81815296)]",10
收到 拿来,"[(0, 0.030321505), (1, 0.030322002), (2, 0.03032379), (3, 0.030322138), (4, 0.6967823), (5, 0.030320916), (6, 0.03032137), (7, 0.030321464), (8, 0.030320898), (9, 0.030322203), (10, 0.030321423)]",4
喜欢 那种 干面 那种,"[(0, 0.01819254), (1, 0.018190026), (2, 0.81807834), (3, 0.018189935), (4, 0.018190704), (5, 0.018198574), (6, 0.018198824), (7, 0.01818975), (8, 0.018190796), (9, 0.01819029), (10, 0.018190227)]",2
感觉 苦味 下次,"[(0, 0.022730233), (1, 0.022730596), (2, 0.022731876), (3, 0.02273276), (4, 0.77268815), (5, 0.022733375), (6, 0.022729138), (7, 0.022728454), (8, 0.022736432), (9, 0.022728292), (10, 0.022730704)]",4
水瓜 免强 可惜,"[(0, 0.02273265), (1, 0.24360046), (2, 0.02273265), (3, 0.55180407), (4, 0.022733595), (5, 0.022732902), (6, 0.022733081), (7, 0.02273265), (8, 0.02273265), (9, 0.02273265), (10, 0.02273265)]",3
货己 收到 描述 不符 图片 差异,"[(0, 0.012991736), (1, 0.23267981), (2, 0.012993003), (3, 0.0129920505), (4, 0.6503884), (5, 0.01299203), (6, 0.012993601), (7, 0.012992909), (8, 0.0129916575), (9, 0.01299285), (10, 0.012991886)]",4
甜度 稀软,"[(0, 0.030322395), (1, 0.030321604), (2, 0.030322447), (3, 0.030322794), (4, 0.030324753), (5, 0.030321863), (6, 0.03032308), (7, 0.69677526), (8, 0.030321894), (9, 0.030322261), (10, 0.03032166)]",7
五斤 两个,"[(0, 0.030307943), (1, 0.03030965), (2, 0.03030872), (3, 0.36600113), (4, 0.030308703), (5, 0.030308796), (6, 0.030311892), (7, 0.030308662), (8, 0.36121553), (9, 0.030308483), (10, 0.030310493)]",3
发现 水瓜 一点 味道,"[(0, 0.018190049), (1, 0.018190654), (2, 0.018189983), (3, 0.018193603), (4, 0.018190293), (5, 0.43090725), (6, 0.4053784), (7, 0.018190023), (8, 0.018189922), (9, 0.018189622), (10, 0.018190157)]",5
一共 瓜坏 二个,"[(0, 0.022764223), (1, 0.7723713), (2, 0.022762327), (3, 0.022762327), (4, 0.022762327), (5, 0.022762401), (6, 0.022762362), (7, 0.022762561), (8, 0.022762615), (9, 0.022762375), (10, 0.022765165)]",1
不粉 感觉 正宗 南瓜,"[(0, 0.018184246), (1, 0.018186346), (2, 0.018184474), (3, 0.018185126), (4, 0.018186375), (5, 0.8181511), (6, 0.018184125), (7, 0.018184172), (8, 0.018184487), (9, 0.018184442), (10, 0.01818509)]",5
回来 个烂 懒得,"[(0, 0.022740837), (1, 0.02274078), (2, 0.022740476), (3, 0.022740586), (4, 0.5767084), (5, 0.022742154), (6, 0.21862473), (7, 0.02274044), (8, 0.022740545), (9, 0.02274059), (10, 0.022740467)]",4
好吃 香甜 个头 分量,"[(0, 0.018182553), (1, 0.01818388), (2, 0.01818338), (3, 0.48111334), (4, 0.018183239), (5, 0.355239), (6, 0.018182848), (7, 0.018183282), (8, 0.018183123), (9, 0.018182613), (10, 0.018182725)]",3
个数 口感 感觉,"[(0, 0.02274679), (1, 0.7725276), (2, 0.022747345), (3, 0.022750312), (4, 0.02274594), (5, 0.022747347), (6, 0.02274652), (7, 0.022749176), (8, 0.022745166), (9, 0.022744985), (10, 0.022748845)]",1
中果 两个 果子 超小,"[(0, 0.018188413), (1, 0.018187657), (2, 0.018188605), (3, 0.01818863), (4, 0.81811017), (5, 0.018188572), (6, 0.018189633), (7, 0.018188015), (8, 0.018192112), (9, 0.01818893), (10, 0.018189315)]",4
南瓜 外观 不错 口感,"[(0, 0.018189294), (1, 0.01818921), (2, 0.018190425), (3, 0.018188648), (4, 0.81810254), (5, 0.018189041), (6, 0.018189538), (7, 0.01819197), (8, 0.018190194), (9, 0.018187871), (10, 0.018191284)]",4
很面 包装,"[(0, 0.030344196), (1, 0.030345894), (2, 0.03034626), (3, 0.38778684), (4, 0.3391026), (5, 0.030344455), (6, 0.030349487), (7, 0.030346667), (8, 0.030344069), (9, 0.030344965), (10, 0.030344527)]",3
收到 一共 六个 果子 过后 评价,"[(0, 0.012989443), (1, 0.012988866), (2, 0.0129894065), (3, 0.01298919), (4, 0.012989436), (5, 0.012988517), (6, 0.012988172), (7, 0.42711887), (8, 0.012988978), (9, 0.012988412), (10, 0.45598072)]",10
拳头 大小 籽太 太大 南瓜 一半,"[(0, 0.012992606), (1, 0.012993016), (2, 0.012992731), (3, 0.012992871), (4, 0.01299365), (5, 0.012992988), (6, 0.012992522), (7, 0.012993632), (8, 0.012992775), (9, 0.8700701), (10, 0.012993064)]",9
不面,"[(0, 0.045461807), (1, 0.045465495), (2, 0.045461807), (3, 0.045461807), (4, 0.045461807), (5, 0.045461807), (6, 0.04546282), (7, 0.045461807), (8, 0.54536986), (9, 0.04546319), (10, 0.04546783)]",8
第二次 第一次 好吃 一点,"[(0, 0.018182104), (1, 0.018183183), (2, 0.018182846), (3, 0.018182114), (4, 0.01818243), (5, 0.81817555), (6, 0.018182218), (7, 0.01818198), (8, 0.018182058), (9, 0.018183209), (10, 0.018182263)]",5
第一回 南瓜 口感 个头 中等 回购 几次 发过来 第一回 南瓜 怎么回事 回头客 回来,"[(4, 0.9350382)]",4
好不好 感觉 第一次,"[(0, 0.022728553), (1, 0.77270347), (2, 0.022730682), (3, 0.022730915), (4, 0.02272951), (5, 0.022732621), (6, 0.022729184), (7, 0.022728514), (8, 0.022728637), (9, 0.022728585), (10, 0.022729384)]",1
不粉 表皮 发黄 时间 口感,"[(0, 0.015163526), (1, 0.6526419), (2, 0.015162442), (3, 0.21088614), (4, 0.015163421), (5, 0.015162267), (6, 0.01516219), (7, 0.015163424), (8, 0.0151629895), (9, 0.0151672615), (10, 0.015164487)]",1
南瓜 一点 不粉 怎么回事,"[(0, 0.018184101), (1, 0.018184675), (2, 0.018184045), (3, 0.018183969), (4, 0.81815606), (5, 0.01818594), (6, 0.018183883), (7, 0.0181842), (8, 0.018184006), (9, 0.018184314), (10, 0.018184843)]",4
不好 吃水 板栗 好吃,"[(0, 0.4833521), (1, 0.018198736), (2, 0.01819849), (3, 0.01819788), (4, 0.01819788), (5, 0.3528661), (6, 0.018198026), (7, 0.018197514), (8, 0.01819775), (9, 0.01819769), (10, 0.018197788)]",0
好吃 菜场 那种 南瓜 味道 水湿 板栗 南瓜 不粉 好吃,"[(5, 0.91731375)]",5
味道 和贝 南瓜 差距 板票,"[(0, 0.015178166), (1, 0.48579615), (2, 0.015178047), (3, 0.015178341), (4, 0.015178712), (5, 0.37759915), (6, 0.015178428), (7, 0.015178299), (8, 0.015178299), (9, 0.015178254), (10, 0.0151781775)]",1
实话 超市 一斤 两块 喜欢,"[(0, 0.015159893), (1, 0.015162108), (2, 0.015161257), (3, 0.015162188), (4, 0.015159854), (5, 0.84839356), (6, 0.015160372), (7, 0.015160835), (8, 0.015160071), (9, 0.015159754), (10, 0.015160103)]",5
好吃 不甜 纸箱 发货 速度,"[(0, 0.01515298), (1, 0.8484642), (2, 0.015153659), (3, 0.015153096), (4, 0.0151535375), (5, 0.015154187), (6, 0.0151532935), (7, 0.015154184), (8, 0.015153087), (9, 0.015154757), (10, 0.015153048)]",1
好吃 不粉 不甜 外表 好多 疙瘩,"[(0, 0.012997329), (1, 0.8700199), (2, 0.012997556), (3, 0.012997405), (4, 0.012997791), (5, 0.012998323), (6, 0.012997944), (7, 0.012997269), (8, 0.012997354), (9, 0.012998502), (10, 0.013000623)]",1
第一次 重量 相差 不算 相比 第一次 级别 大小 相差 一倍 新鲜,"[(0, 0.08622139), (3, 0.079446316), (5, 0.3018928), (9, 0.47938204)]",9
发货 物流 很快 包装 收到 希望 商家 发货 检查一下 南瓜 完好 发出,"[(9, 0.93005085)]",9
一点 好吃 也不粉 推荐 东西 没买 真的,"[(0, 0.011372119), (1, 0.0113733), (2, 0.35128853), (3, 0.011371684), (4, 0.0113716405), (5, 0.546362), (6, 0.01137211), (7, 0.011372276), (8, 0.011372464), (9, 0.0113718575), (10, 0.011372037)]",5
南瓜 水份 口感 一点 口感 回购,"[(0, 0.012989356), (1, 0.012988846), (2, 0.012988867), (3, 0.012988653), (4, 0.012989442), (5, 0.87011063), (6, 0.012988433), (7, 0.012990027), (8, 0.012988072), (9, 0.012988027), (10, 0.012989638)]",5
第一 回购 单发 个头,"[(0, 0.018194038), (1, 0.018194657), (2, 0.018194592), (3, 0.5436181), (4, 0.01819639), (5, 0.018198682), (6, 0.018191727), (7, 0.018193042), (8, 0.29263005), (9, 0.018191243), (10, 0.0181975)]",3
收到 五个 贝瓜 说好 香甜 五个 三个 两个 主播 样子 香甜 剩余,"[(1, 0.51063013), (4, 0.42636973)]",1
包装 快递 滞留 二天 发取 无语,"[(0, 0.45914626), (1, 0.013005601), (2, 0.013005674), (3, 0.013005335), (4, 0.01300657), (5, 0.013005614), (6, 0.013005214), (7, 0.42380133), (8, 0.013007721), (9, 0.013005368), (10, 0.013005322)]",0
取回来 口感 等放 几天 好评,"[(0, 0.015157716), (1, 0.015157633), (2, 0.01515772), (3, 0.015157639), (4, 0.015158264), (5, 0.0151576), (6, 0.0151576), (7, 0.015158129), (8, 0.015157447), (9, 0.015157505), (10, 0.84842277)]",10
南瓜 不错 包装 回来 南瓜 摔坏,"[(0, 0.013003482), (1, 0.013004), (2, 0.013004199), (3, 0.013003739), (4, 0.612149), (5, 0.2708155), (6, 0.0130038895), (7, 0.013003789), (8, 0.013004548), (9, 0.013003838), (10, 0.0130040515)]",4
奇怪 第一次 直播间 特别 第二次 回购 连续 两个 容器,"[(5, 0.9090416)]",5
发货 速度 购买 南瓜 假货 板栗,"[(0, 0.0129933), (1, 0.012994049), (2, 0.012994713), (3, 0.012993032), (4, 0.012993678), (5, 0.4601607), (6, 0.012993088), (7, 0.42289534), (8, 0.012993642), (9, 0.012995254), (10, 0.012993173)]",5
包装 五斤 收到 货程 再也 勉强 签收,"[(0, 0.011371488), (1, 0.011372407), (2, 0.011372095), (3, 0.011374514), (4, 0.011372397), (5, 0.011371164), (6, 0.0113714915), (7, 0.88627934), (8, 0.011371129), (9, 0.011372639), (10, 0.011371317)]",7
贝瓜 很正 中大果 理解 中果 大果 给我发 两个 特别 两个 特别 两个 吃不完 一点 满意,"[(2, 0.94316113)]",2
很面 口感 价格,"[(0, 0.022737525), (1, 0.022736723), (2, 0.022737453), (3, 0.022738356), (4, 0.022736458), (5, 0.022736916), (6, 0.77262676), (7, 0.022739), (8, 0.022736115), (9, 0.0227366), (10, 0.022738107)]",6
南瓜 出奇 第一次 购买,"[(0, 0.018189287), (1, 0.018190097), (2, 0.018190602), (3, 0.018189128), (4, 0.01819023), (5, 0.35704064), (6, 0.018189153), (7, 0.018189372), (8, 0.018189337), (9, 0.47925264), (10, 0.018189482)]",9
收到 第三天 一层 白膜 只好 丢掉 确实 好吃,"[(0, 0.010116996), (1, 0.5038939), (2, 0.010116537), (3, 0.0101155965), (4, 0.4050612), (5, 0.010115987), (6, 0.010115549), (7, 0.010116156), (8, 0.010116437), (9, 0.010116095), (10, 0.010115465)]",1
坏果 发来 五个 三个 商家 差价 不错 坏果 完美,"[(1, 0.9090279)]",1
正宗 特地 依然 难吃,"[(0, 0.018197823), (1, 0.018198136), (2, 0.018198062), (3, 0.018197542), (4, 0.018197546), (5, 0.3650311), (6, 0.018197935), (7, 0.018197902), (8, 0.018198531), (9, 0.47118804), (10, 0.018197412)]",9
口味 负责 包装 商家 包装 保护 外皮 箱子 胶带 没给 差评,"[(1, 0.69852334), (4, 0.23322667)]",1
南瓜 好吃 快递 到手 两个 商家 赔偿,"[(0, 0.011365217), (1, 0.47635165), (2, 0.011366879), (3, 0.011365315), (4, 0.011366163), (5, 0.011366066), (6, 0.011366093), (7, 0.011365564), (8, 0.421355), (9, 0.011366222), (10, 0.011365832)]",1
不好 多分钟 很硬 商家 宣传,"[(0, 0.01516852), (1, 0.015169837), (2, 0.015167367), (3, 0.015167321), (4, 0.01516916), (5, 0.6629303), (6, 0.0151692005), (7, 0.015167734), (8, 0.015167384), (9, 0.015172036), (10, 0.20055112)]",5
两次 第一次 中果 不错 第二次 中大果 发错 小果 不面,"[(1, 0.9090322)]",1
三次 好吃 真贝,"[(0, 0.022736983), (1, 0.022740483), (2, 0.02273872), (3, 0.022737822), (4, 0.022737777), (5, 0.022741186), (6, 0.022738207), (7, 0.022736492), (8, 0.7726176), (9, 0.022738071), (10, 0.022736685)]",8
宝贝 收到 正宗 南瓜 水份 软塌 瓜瓤 缺少 煮粥 没戏,"[(5, 0.9172582)]",5
板栗 南瓜 直播间 所说 南瓜 描述 不符,"[(0, 0.01136918), (1, 0.01137285), (2, 0.011373936), (3, 0.011370052), (4, 0.011371772), (5, 0.886289), (6, 0.011370963), (7, 0.011372377), (8, 0.011369571), (9, 0.011371103), (10, 0.011369182)]",5
南瓜 五星 好评 一点 你中 支持,"[(0, 0.012994581), (1, 0.012994669), (2, 0.01299457), (3, 0.0129945325), (4, 0.870053), (5, 0.012995354), (6, 0.0129945045), (7, 0.012994635), (8, 0.0129945595), (9, 0.012994687), (10, 0.012994959)]",4
大果 到手 估计 成熟,"[(0, 0.018196575), (1, 0.018195806), (2, 0.018198876), (3, 0.018195428), (4, 0.018199638), (5, 0.018195739), (6, 0.4637907), (7, 0.018197415), (8, 0.01819578), (9, 0.3724391), (10, 0.018194998)]",6
南瓜 太小 一点 一共 八个 三个 内瓤 不面 建议,"[(8, 0.6464096), (10, 0.2717283)]",8
原因,"[(0, 0.045466438), (1, 0.54532874), (2, 0.045467593), (3, 0.045466438), (4, 0.04546809), (5, 0.045466438), (6, 0.045466438), (7, 0.045466438), (8, 0.04546843), (9, 0.045466438), (10, 0.0454685)]",1
第一次 好吃,"[(0, 0.030303447), (1, 0.030305913), (2, 0.03030519), (3, 0.03030381), (4, 0.030303452), (5, 0.69696057), (6, 0.030304043), (7, 0.030303193), (8, 0.030303605), (9, 0.030303493), (10, 0.030303296)]",5
南瓜 一点 南瓜 好多,"[(0, 0.018182637), (1, 0.018192926), (2, 0.018184414), (3, 0.018182376), (4, 0.018184144), (5, 0.8181591), (6, 0.018182332), (7, 0.018182622), (8, 0.018183041), (9, 0.01818335), (10, 0.018183079)]",5
特别 那种 不算 正宗 水瓜 一点,"[(0, 0.012991772), (1, 0.012991966), (2, 0.012992707), (3, 0.012993402), (4, 0.012991732), (5, 0.8700793), (6, 0.012992431), (7, 0.012991707), (8, 0.012991806), (9, 0.012991571), (10, 0.012991642)]",5
五斤 三大 一小 南瓜 关键 南瓜 好吃,"[(0, 0.011371992), (1, 0.88627684), (2, 0.011372345), (3, 0.01137251), (4, 0.011372851), (5, 0.011372858), (6, 0.01137196), (7, 0.011372054), (8, 0.011372082), (9, 0.011372335), (10, 0.011372176)]",1
南瓜 视频 蒸熟 口感 发硬,"[(0, 0.015159558), (1, 0.015158941), (2, 0.015157828), (3, 0.015155821), (4, 0.015156868), (5, 0.015157088), (6, 0.015155821), (7, 0.01515655), (8, 0.015156797), (9, 0.015156229), (10, 0.8484285)]",10
收到 好几个 有点儿 失望,"[(0, 0.2374405), (1, 0.5989085), (2, 0.018185256), (3, 0.018183595), (4, 0.018184273), (5, 0.01818267), (6, 0.018182907), (7, 0.01818362), (8, 0.01818247), (9, 0.018183408), (10, 0.018182866)]",1
喜欢 吃软 一点 还行 喜欢 一点,"[(0, 0.012991568), (1, 0.012991606), (2, 0.012991662), (3, 0.012991688), (4, 0.012991611), (5, 0.87008387), (6, 0.012992079), (7, 0.0129916705), (8, 0.012991307), (9, 0.012991355), (10, 0.012991596)]",5
好吃 第一次,"[(0, 0.030303445), (1, 0.030306138), (2, 0.030305188), (3, 0.030303806), (4, 0.030303448), (5, 0.69696033), (6, 0.03030404), (7, 0.030303191), (8, 0.030303603), (9, 0.030303491), (10, 0.030303292)]",5
南瓜 大小 个差 不好,"[(0, 0.01820156), (1, 0.018200798), (2, 0.018199624), (3, 0.018200167), (4, 0.375499), (5, 0.4606944), (6, 0.018201614), (7, 0.018200895), (8, 0.01819985), (9, 0.0182013), (10, 0.018200723)]",5
第一次 回购,"[(0, 0.030304138), (1, 0.030305315), (2, 0.03030535), (3, 0.030303419), (4, 0.030304674), (5, 0.69695795), (6, 0.03030347), (7, 0.030303687), (8, 0.030303452), (9, 0.030303385), (10, 0.030305171)]",5
中大果,"[(0, 0.04547788), (1, 0.04548058), (2, 0.5452185), (3, 0.04547788), (4, 0.04547788), (5, 0.04547788), (6, 0.04547788), (7, 0.04547788), (8, 0.04547788), (9, 0.04547788), (10, 0.04547788)]",2
不好 一点 好吃,"[(0, 0.022731356), (1, 0.022728506), (2, 0.022727918), (3, 0.022727704), (4, 0.022728773), (5, 0.77271634), (6, 0.022727877), (7, 0.022727542), (8, 0.022727584), (9, 0.022727804), (10, 0.022728583)]",5
每次 包装 稀碎 几条,"[(0, 0.018206807), (1, 0.01820764), (2, 0.018207863), (3, 0.01820689), (4, 0.26034445), (5, 0.57578945), (6, 0.018208388), (7, 0.01820772), (8, 0.01820676), (9, 0.018207092), (10, 0.01820693)]",5
南瓜 收到 甜度,"[(0, 0.022730982), (1, 0.022729846), (2, 0.022732053), (3, 0.022731965), (4, 0.77268803), (5, 0.022730285), (6, 0.02273217), (7, 0.02273389), (8, 0.022729741), (9, 0.022731382), (10, 0.022729622)]",4
假贝 南瓜 全个 不粉,"[(0, 0.01819282), (1, 0.01819342), (2, 0.0181928), (3, 0.018192755), (4, 0.81806594), (5, 0.018197749), (6, 0.018192682), (7, 0.018192789), (8, 0.018192813), (9, 0.018193059), (10, 0.018193156)]",4
好吃 喜欢 运费 懒得,"[(0, 0.018187467), (1, 0.01818843), (2, 0.018187845), (3, 0.018187536), (4, 0.018187327), (5, 0.01818898), (6, 0.8181226), (7, 0.018187083), (8, 0.018187396), (9, 0.018188091), (10, 0.018187184)]",6
没什么 不粉 直播,"[(0, 0.022730477), (1, 0.02273227), (2, 0.02273546), (3, 0.022732096), (4, 0.022733012), (5, 0.77268493), (6, 0.02273004), (7, 0.022730038), (8, 0.02272997), (9, 0.022730323), (10, 0.022731347)]",5
特别 迷你,"[(0, 0.030312598), (1, 0.03031382), (2, 0.03031613), (3, 0.030311441), (4, 0.030311612), (5, 0.6968742), (6, 0.030314084), (7, 0.03031161), (8, 0.030311447), (9, 0.030311452), (10, 0.030311663)]",5
质量 不好 正宗 贝不甜,"[(0, 0.818094), (1, 0.01819073), (2, 0.018190637), (3, 0.0181899), (4, 0.018190159), (5, 0.018191887), (6, 0.018190939), (7, 0.018190492), (8, 0.018191325), (9, 0.01819008), (10, 0.01818986)]",0
南瓜 叹到 包装 完好 好吃,"[(0, 0.015155898), (1, 0.015158621), (2, 0.015157271), (3, 0.015156499), (4, 0.8484306), (5, 0.015160574), (6, 0.015156715), (7, 0.015155762), (8, 0.015156218), (9, 0.015156073), (10, 0.015155781)]",4
品味 品味 不粉,"[(0, 0.02273303), (1, 0.022734988), (2, 0.022733001), (3, 0.022733064), (4, 0.022735357), (5, 0.02273375), (6, 0.022732845), (7, 0.022732845), (8, 0.022732845), (9, 0.022733152), (10, 0.7726651)]",10
一点 不绵 第一次 第一次,"[(0, 0.018190654), (1, 0.018191038), (2, 0.01819115), (3, 0.018190604), (4, 0.0181909), (5, 0.8180923), (6, 0.018190624), (7, 0.018190632), (8, 0.018190589), (9, 0.018190691), (10, 0.018190831)]",5
不甜 不面 口感,"[(0, 0.022731848), (1, 0.022735786), (2, 0.022732144), (3, 0.022731738), (4, 0.02273351), (5, 0.02273946), (6, 0.022731965), (7, 0.02273268), (8, 0.022733245), (9, 0.022736656), (10, 0.7726609)]",10
好吃 软绵,"[(0, 0.030331431), (1, 0.030332118), (2, 0.6967008), (3, 0.03032959), (4, 0.030328734), (5, 0.03033264), (6, 0.030329956), (7, 0.030328324), (8, 0.030329196), (9, 0.030328706), (10, 0.03032851)]",2
好吃 南瓜 香甜,"[(0, 0.022728177), (1, 0.022729343), (2, 0.022728555), (3, 0.022728201), (4, 0.022729509), (5, 0.7727145), (6, 0.022728253), (7, 0.022728102), (8, 0.022728398), (9, 0.0227286), (10, 0.022728393)]",5
图片 相符 难吃 不面,"[(0, 0.0181847), (1, 0.6384347), (2, 0.018184878), (3, 0.018184809), (4, 0.018184727), (5, 0.19789574), (6, 0.01818663), (7, 0.018185496), (8, 0.018186657), (9, 0.018185748), (10, 0.018185884)]",1
一般化 干面,"[(0, 0.030333815), (1, 0.030332284), (2, 0.030333582), (3, 0.030332284), (4, 0.030332284), (5, 0.030332284), (6, 0.030332284), (7, 0.030332284), (8, 0.69667435), (9, 0.030332284), (10, 0.030332284)]",8
图片 所示 不甜,"[(0, 0.022745455), (1, 0.77253884), (2, 0.022745514), (3, 0.022745548), (4, 0.02274606), (5, 0.022747908), (6, 0.022746729), (7, 0.02274562), (8, 0.022745488), (9, 0.022747014), (10, 0.022745835)]",1
一点 直播间 骗人,"[(0, 0.022728087), (1, 0.022729862), (2, 0.022728125), (3, 0.022728197), (4, 0.022729693), (5, 0.3139533), (6, 0.022727827), (7, 0.48148805), (8, 0.022729656), (9, 0.02272823), (10, 0.02272897)]",7
广告,"[(0, 0.045502868), (1, 0.045502868), (2, 0.045502868), (3, 0.04550966), (4, 0.045502868), (5, 0.045506794), (6, 0.045502868), (7, 0.045502868), (8, 0.045502868), (9, 0.045502868), (10, 0.5449606)]",10
还算 丝太,"[(0, 0.030363498), (1, 0.030363498), (2, 0.030363498), (3, 0.030363498), (4, 0.030363498), (5, 0.6963605), (6, 0.030363498), (7, 0.030367943), (8, 0.030363498), (9, 0.030363498), (10, 0.030363498)]",5
南瓜 三个 包装,"[(0, 0.02273027), (1, 0.022735609), (2, 0.022731114), (3, 0.022730535), (4, 0.7726798), (5, 0.022730922), (6, 0.022729967), (7, 0.022730788), (8, 0.022734718), (9, 0.02273593), (10, 0.022730371)]",4
四个 个头 很大,"[(0, 0.022729836), (1, 0.022728719), (2, 0.02272917), (3, 0.49899784), (4, 0.02272902), (5, 0.022729777), (6, 0.022732224), (7, 0.022729207), (8, 0.022728434), (9, 0.022728236), (10, 0.29643753)]",3
好多 视频,"[(0, 0.030306311), (1, 0.696959), (2, 0.030305708), (3, 0.030303435), (4, 0.030303417), (5, 0.03030396), (6, 0.030303398), (7, 0.030303536), (8, 0.030303981), (9, 0.030303506), (10, 0.030303735)]",1
