主题数,困惑度,一致性
2,-7.293880938046768,0.2585508581680661
3,-7.453136092442354,0.25990524165113804
4,-7.5832378234116105,0.26240425948449836
5,-7.762255101279868,0.2520076358773763
6,-7.929967924272558,0.2547039209862541
7,-8.026479830919696,0.25778725870834307
8,-8.13648147907331,0.2614203365091058
9,-8.348112779980172,0.2619847180901727
10,-8.38187563967792,0.2636000021295523
11,-8.7340894218693,0.25876636249519874
12,-8.681868041884371,0.2733118951992424
13,-8.963146628969916,0.26050574381104397
14,-8.7569715928413,0.2638649578410601
